idigbio:etag,dwc:occurrenceID,dwc:genus,species,Day,Month,Year,Day of the year
94f2c17f426fe1c2885c1f4cf449feadd2ab665b,urn:catalog:mo:tropicos:2632930,polypogon,polypogon exasperatus,27,11,1980,332
59e4a0ae68f1a837667da5b401eb519cf3744633,urn:catalog:mo:tropicos:697458,populus,populus deltoides deltoides,22,10,1986,295
bd0538ce344835d323c7b926727ee5f8dc42a345,urn:catalog:mo:tropicos:100671599,populus,populus deltoides deltoides,24,10,2005,297
f216331c739db553df7b2e5a10439d2ca694b2af,urn:catalog:mo:tropicos:697436,populus,populus deltoides deltoides,16,11,1984,321
b7aab163c0775237dd0f28adc35e883f1dc6e465,urn:catalog:mo:tropicos:100676012,populus,populus deltoides deltoides,10,8,1998,222
36444ebf8b203f1e450cb365f857e6c26faf3e1b,http://n2t.net/ark:/65665/331fbe53e-c9c3-4307-8bc1-21fc858633d5,senecio,pseudogynoxys cummingii,18,9,1998,261
e4a4a52a663b164db18969ce27d44d89cdbe881c,http://n2t.net/ark:/65665/36f027dd2-da8d-4b51-b8db-9d4784eeaef1,senecio,pseudogynoxys cummingii,3,7,1998,184
3206748427d6eddd483e0bc1d0b4b6c42cbc4302,urn:catalog:mo:tropicos:2132346,psittacanthus,psittacanthus cucullaris,2,11,1922,306
810e9c9607827b83fae29147afbf768cb710a702,http://n2t.net/ark:/65665/335a632cc-ee99-45b0-80e4-b36773c8299d,puya,puya ferruginea,20,11,1948,325
7d2ca7fc0817a03bc2522dcb01a2e29c143b8102,http://specimens.kew.org/herbarium/k000321515,puya,puya fosteriana,20,11,1948,325
8e6b4010d0a30932274b8a999cda558b630d7a4b,http://specimens.kew.org/herbarium/k000321514,puya,puya fosteriana,20,11,1948,325
82f1b4abd406fab4e1100c8ce4288dd1c9598e54,urn:catalog:mo:tropicos:2781743,puya,puya riparia,20,11,1948,325
5a34378bf4eb405d473caf723423fc990a4c3a23,http://n2t.net/ark:/65665/3ac9fbe87-426e-4abf-9a6d-3aeb8e6e4a17,puya,puya secunda,13,11,1948,318
e6137e3b1a689ae192be27e92d9b79dc0425326b,20dce307-e433-4b11-a37c-5d970a716bf3,puya,puya ultima,20,11,1948,325
a90a2d1d2d50d1276921aabd835a4ff6cf26d57a,http://n2t.net/ark:/65665/385bdbc32-e727-488c-9120-7841b99a2558,puya,puya ultima,20,11,1948,325
dcc5cdad00d89a4db83cb546cf9895f770a63540,urn:catalog:mo:tropicos:2783014,puya,puya ultima,20,11,1948,325
e6c75477e7a17309556fa4e1db9f172599e2ddb6,http://n2t.net/ark:/65665/319da8383-79a9-4fbd-b6eb-a23b1c00176d,puya,puya ultima,20,11,1948,325
f6e78f8532eff79a3dc29f628f248409747ea74f,urn:catalog:mo:tropicos:3394336,salvia,salvia exserta,13,3,1994,72
6d531b9a9de1096d13690f11c8d655c96ab4eb24,urn:catalog:mo:tropicos:3016344,samolus,samolus valerandi,20,12,2004,355
94f70575edaa8f1a139af2da57ac9d6e91f77d71,eafa70c6-7662-4ade-a8a5-8601cdcd2e8c,schizachyrium,schizachyrium beckii,17,4,1986,107
86d5d02cfbcb7b0fc3e90f31493472cccecc7d41,http://n2t.net/ark:/65665/3dcd218e1-b204-4c67-9f7c-f17a03698a5b,schizachyrium,schizachyrium beckii,17,4,1986,107
8a813ab5c6611f744ea9a4fee5a639b141cabaad,urn:catalog:mo:tropicos:242255,schizachyrium,schizachyrium beckii,17,4,1986,107
613cf5e1475690f62bf27bd6da84172c6704d108,urn:catalog:mo:tropicos:938819,schizachyrium,schizachyrium beckii,14,5,1994,134
3a8143fc52d2c8c4683f42877be062548a9d0f46,urn:catalog:mo:tropicos:940298,schizachyrium,schizachyrium beckii,5,11,1994,309
60b0b25983544b84621951e3165318d6c85012ec,urn:catalog:mo:tropicos:593607,senecio,senecio acuminatus,16,9,1984,260
1526d4c2c98cc9ba99811542cf6e46ab911b9a39,http://n2t.net/ark:/65665/32b251771-5892-47e9-8517-2b0bc995403b,senecio,senecio acuminatus,16,9,1984,260
5fa6a307f8a7692a183f031fb44c0e94093d4032,http://n2t.net/ark:/65665/32fde9ccc-6b50-4454-b13f-737fb220a8db,senecio,senecio acuminatus,6,8,1921,218
5da8e78635197bbbe509e0ec4943a1a6546443c5,s:vascularplants:s17-32372,senecio,senecio adenophyllus,30,1,1983,30
464a5dac82bb8a013afb8c8274367079c44834c9,http://n2t.net/ark:/65665/3cdd17d6b-7e6b-4668-85c8-f167d002d3dd,senecio,senecio adenophyllus,30,1,1983,30
0b97a7428f27d83a4f7419ac5378400bafc8c4f7,http://n2t.net/ark:/65665/36a6b2cc2-b1f8-4439-a8fa-b2701385af5b,senecio,senecio adenophyllus,21,11,1984,326
f69041fa1369e8d4d585a2cff8f725b0f309c4ae,urn:catalog:mo:tropicos:2279823,senecio,senecio adenophyllus,18,4,1990,108
d93778dae1c7f5418cffd7ee2bd49418ab806625,http://n2t.net/ark:/65665/315b2ab26-5464-42e0-85d9-cb514b185aaa,senecio,senecio adenophyllus,26,6,1998,177
702267c844937f97226210606140f90a5b17a6b2,urn:catalog:mo:tropicos:3369561,senecio,senecio adenophyllus,15,8,2003,227
dccb64aead7ab20773bd2bdc65e5a2a4e6f7ed2f,http://n2t.net/ark:/65665/3b691d9fe-5f7a-4aa5-9e6d-87c28e987f2e,senecio,senecio adenophyllus,18,8,1914,230
06d3326f99b5cb2f2ed95152bc4394b973e9df5e,http://n2t.net/ark:/65665/3442d2b6f-de8b-474d-a7da-4a413d786efe,senecio,senecio adenophyllus,4,1,1921,4
790d78a94bce690ec321da5f21ae7c99e134e203,urn:catalog:mo:tropicos:2279826,senecio,senecio adenophyllus,8,8,1826,220
65410a56f09538468f2e2a58d3e860a9cb11c67e,s:vascularplants:s17-32377,senecio,senecio adenophyllus,1,3,1861,60
f83df460becf332356eb9d4b07b18025cc620103,s:vascularplants:s07-8041,senecio,senecio adenophyllus,10,5,1921,130
b7d536a9f5c0297b5bccedf46803db883112ee52,s:vascularplants:s17-32376,senecio,senecio adenophyllus,3,4,1934,93
ac9b5256c7eb7b7e24a4e7e2e6a42fdd588ec4a0,04351a5d-bb89-4036-870e-db69ab5a2078,senecio,senecio algens,31,1,1905,31
d154930215cda50eaad24446fa20543b191bcbe2,s:vascularplants:s07-8042,senecio,senecio algens,15,2,1921,46
031c7f4226b37d1564df6baa49419c8f0a39d0e3,s:vascularplants:s18-22382,senecio,senecio algens,18,2,1980,49
415f23123846c39041ec95e59842735dbf9e8ea8,https://data.biodiversitydata.nl/naturalis/specimen/u.1143490,senecio,senecio algens,15,3,1984,75
cd27b6e426359742d9138c099c96d0257112e2bd,https://data.biodiversitydata.nl/naturalis/specimen/u.1143491,senecio,senecio algens,20,1,1985,20
86baf300099052a971c5539ab4adff4b7ce8d1f9,urn:catalog:mo:tropicos:592738,senecio,senecio algens,20,1,1985,20
fc492102c695497e3d2229288a5693e9ac0707d6,bra:mbm:mbm:127610,senecio,senecio algens,20,1,1985,20
355e3d6f3aa512f33cb48128b7127cad92996dbc,http://n2t.net/ark:/65665/324ad9c17-3c62-41d5-bc77-3fa9eff42b68,senecio,senecio algens,25,1,1981,25
b4cbe31868a9c31f6613b75e33bad7d86333482e,urn:catalog:mo:tropicos:593443,senecio,senecio algens,28,1,1984,28
a41b267bc4fa8e7476c5f54d3c6a082289a57251,http://n2t.net/ark:/65665/382b39342-afe5-48bd-8ce6-94b989bba8d2,senecio,senecio algens,31,1,2004,31
d77be108f2d3b97eb4dd0d346a7fad977035ff4f,urn:catalog:mo:tropicos:581467,senecio,senecio algens,25,12,1987,359
e875c5cbfd1c3da8a9e7a83abb42f8e7a91f31fd,urn:catalog:mo:tropicos:597120,senecio,senecio algens,18,2,1980,49
7c8c4ab62ae441e7db30dea7dc860264738f61a2,urn:catalog:mo:tropicos:597076,senecio,senecio algens,18,2,1980,49
8027c503bce31861438c76cb7ac4ee335ca1b13d,urn:catalog:mo:tropicos:574315,senecio,senecio algens,22,2,1980,53
68b6723c376431786486e97ca9e579bc4f22a2a2,http://n2t.net/ark:/65665/303628f43-9d24-4559-9422-01ab3205acfc,senecio,senecio algens,22,2,1980,53
bc1984368cf6c55c7e0e0ebac2a33ffa5fae6967,urn:catalog:mo:tropicos:598914,senecio,senecio algens,15,3,1984,75
119150d6df02bb41152619280455c2e9650c5a68,urn:catalog:mo:tropicos:565933,senecio,senecio algens,15,3,1984,75
1f70c72dd39ae9040d686de399a0a3b4fa9d5a3f,bra:mbm:mbm:127607,senecio,senecio algens,15,3,1984,75
d7a2084be67b93ec2efa6c63cd82d5c42d5f973b,urn:catalog:mo:tropicos:3381683,senecio,senecio algens,30,4,1926,120
d8ba207c0acd5e630d863874bc756954690c9db9,urn:catalog:mo:tropicos:100166658,senecio,senecio algens,30,4,1926,120
0429e43e914fc5cd864c60ca480666e87ab6d66e,5f8a9cec-7005-4886-8f23-7df2ed82104f,senecio,senecio algens,4,8,1960,217
9c979ef1875d4fc08a6829e05e5278e135642cb2,urn:catalog:mo:tropicos:599170,senecio,senecio algens,3,8,1982,215
2aba77e5e5a169ce395326495032c7850585dd5a,http://n2t.net/ark:/65665/303068579-4a09-4a4b-8479-67458fce088a,senecio,senecio algens,4,6,1987,155
9b12f86411d4f5abea2047740f3dbc14d1767aa8,urn:catalog:mo:tropicos:582191,senecio,senecio algens,12,11,1987,316
28a0d59e9b4068ba269ad9ed4ad2b46421b974aa,http://n2t.net/ark:/65665/3d4c4038c-7c6d-43b0-a83b-d3c2a6f984ef,senecio,senecio algens,12,10,1994,285
8ae46ebccb395f3d07530a77cabf34f7869f8bcf,http://n2t.net/ark:/65665/390b69441-2237-4889-a9f0-00a89a200021,senecio,senecio algens,2,10,1996,276
823fc683016a314d2a6fbfb5c510448004948f85,urn:catalog:mo:tropicos:2279832,senecio,senecio algens,8,8,1826,220
14efa5c7379392d959fd9428880eeb1e6c7fc3c2,urn:catalog:mo:tropicos:100412525,senecio,senecio algens,8,1,1858,8
fe8774f635b8f383c972c6571884fb610d5e143c,b00c4857-430a-4abe-b4d2-4e0f2c5a4367,senecio,senecio algens,8,8,1858,220
c8a846bacbdc1094e36521fab29a1f65c4355891,s:vascularplants:s-r-5671,senecio,senecio algens,4,11,1860,309
4cce0f6ceb766487a2e9dfc089f6fdba396fbf9e,urn:catalog:mo:tropicos:100412524,senecio,senecio algens,8,4,1860,99
a22fbbccb3b60e08821558b03a9da3b676814482,https://data.biodiversitydata.nl/naturalis/specimen/l.3671568,senecio,senecio algens,1,2,1908,32
b001004395177698cf66c708589b450ec921237e,urn:catalog:mo:tropicos:1356023,senecio,senecio alniphilus,22,10,1983,295
3b15060a96a0c7b4731fe6083afd27c4cbf07109,urn:catalog:mo:tropicos:100255711,senecio,senecio alniphilus,27,4,2005,117
b7b5364a8b8cb0e6971d5e8bab45e3f76246e8dc,http://n2t.net/ark:/65665/3d0244ec3-85e0-4510-9231-92fca2defa1f,senecio,senecio alniphilus,19,5,1995,139
afe72314dcbe50b5ac95d8c0b6e6331c36a2f986,urn:catalog:mo:tropicos:565498,senecio,senecio alniphilus,10,1,1983,10
8c016ae52bb8532cb234768e92ed2b21e7312f37,urn:catalog:mo:tropicos:2279833,senecio,senecio alniphilus,3,4,1994,93
f6d905ec0e985420d461168007980c99edd5933a,urn:catalog:mo:tropicos:100714925,senecio,senecio alniphilus,11,12,2004,346
9f3893d5efac5b0a724a6834697858dffabc6fe6,urn:catalog:inpa:herbarium:187465,senecio,senecio alniphilus,1,10,1983,274
543be5dfac516e19025c5eccbd4784068fed8a62,https://data.biodiversitydata.nl/naturalis/specimen/l.3672275,senecio,senecio alniphilus,1,10,1983,274
5a68d475512db86377c1bc9acf29f526cf7cdef5,s:vascularplants:s18-22357,senecio,senecio alniphilus,4,3,1994,63
6db1a70084b905dc1df6484186fe5d32944dc65b,urn:catalog:mo:tropicos:1115355,senecio,senecio alternifolius,11,8,1910,223
44b165e663fb0744d59aa4e38c4999cad9ff4181,d7d18512-59d4-476d-918e-83f4fdbba849,senecio,senecio alternifolius,8,5,1859,128
59a7b24042f2f753d5e8cd10817107107b484b84,urn:catalog:mo:tropicos:1115357,senecio,senecio alternifolius,8,9,1894,251
97242f828aa74f93db09b67bc5d793253dd5337a,4e0a1e63-d81b-4226-9fa5-dda998722487,senecio,senecio alternifolius,9,9,1894,252
a166df8e85fcfd91fcbfba32b799dac452c794eb,http://n2t.net/ark:/65665/379edebe5-dbe1-4514-936e-0af7536be65c,senecio,senecio alternifolius,1,8,1947,213
2f4d7e81eec839f74d11fde43e12d6dedb528ed0,b55c5148-9f82-4c38-843e-12bbb4aa09ca,senecio,senecio amphilolus,8,8,1850,220
b9af4871ae7383bc9db5b0cd83dfcc1078e8ca6b,urn:catalog:mo:tropicos:3500268,senecio,senecio apolobambensis,22,4,2008,113
eb3bc38c49f7f0dc48c3891e64d3e21902f440e9,urn:catalog:mo:tropicos:2714604,senecio,senecio apolobambensis,19,6,2005,170
770a6a04c94df4c0787025e28180890bab9b2694,urn:catalog:mo:tropicos:1356243,senecio,senecio apolobambensis,4,3,1982,63
fccb886982d6821f9e128afc575f1e85bdb1ebb9,urn:catalog:mo:tropicos:100986028,senecio,senecio apolobambensis,7,1,2010,7
d35f9802054bb3307c7df5ba685d75a9251e4948,urn:catalog:mo:tropicos:2279836,senecio,senecio aquilaris,2,10,1980,276
f7a0c1cd631b01798cc888423011a048af71e248,urn:catalog:mo:tropicos:100414341,senecio,senecio attenuatus,30,6,1863,181
dd0201f905ee114167b94bdce47b6b41c9ed639f,http://n2t.net/ark:/65665/31d7bd0e6-0b4c-4cc7-9031-40450699d8ed,senecio,senecio attenuatus,22,4,1890,112
28daf5d0ee5e4f5efeb5b11fb8f378f95ec18b60,http://n2t.net/ark:/65665/31a8bb667-467a-41d6-a068-fa30537adf75,senecio,senecio attenuatus,22,4,1890,112
d97225588e0fd33a13dea6d0781c1c0bcbbc93fd,urn:catalog:mo:tropicos:569351,senecio,senecio attenuatus,18,7,1890,199
45969b81f26725ad3e7f5d91bdeb249142f9fcf6,s:vascularplants:s18-22872,senecio,senecio attenuatus,18,3,1919,77
252dd4df083069d7f20b6536f7ad201c286f52e1,s:vascularplants:s07-8045,senecio,senecio attenuatus,19,1,1921,19
715c7aba6163687804588f3cdf279e9a69b93526,s:vascularplants:s07-8046,senecio,senecio attenuatus,27,1,1921,27
3e0b8c3f9b942e484edd97688b6732cd5608529a,s:vascularplants:s18-22870,senecio,senecio attenuatus,20,4,1934,110
f9af4489cb92b9fb10d5ca2774c35cd5a382d9a2,s:vascularplants:s18-22873,senecio,senecio attenuatus,15,1,1983,15
3debf9e7bbfb31a5b4c63cc0816b7be2c2ce7285,s:vascularplants:s18-22875,senecio,senecio attenuatus,28,5,1983,148
7c2df4cec7813494991f848fe59acee41ad6e207,http://n2t.net/ark:/65665/3cca5d7ed-0265-43ce-892f-b71441b775e9,senecio,senecio attenuatus,18,2,1979,49
eaa2117bf329eb99d52f9d7d1dcb17d37148b186,urn:catalog:mo:tropicos:2279837,senecio,senecio attenuatus,15,1,1983,15
c0aa33c2057e72e037e8e60223075503d2beb35f,http://n2t.net/ark:/65665/35a0b7e06-bdaf-4f5b-a9b4-8879b5ebebfe,senecio,senecio attenuatus,21,1,1921,21
d74393c944542cc633bd6303201f2efdff6637b6,urn:catalog:mo:tropicos:100414346,senecio,senecio attenuatus,22,1,1931,22
1cb0c0f42a9e38a05df40bc6b73d6202efd7b43f,urn:catalog:mo:tropicos:597587,senecio,senecio attenuatus,14,3,1986,73
1f538af9459603ade2a11d9d71b399d8c65c0751,http://n2t.net/ark:/65665/35fecbac7-b2b4-4cc3-a279-bdf50e10b4ea,senecio,senecio attenuatus,15,3,1987,74
b88083adbc06ef8194ec5ae3528ccb365cf40c26,urn:catalog:mo:tropicos:570034,senecio,senecio attenuatus,15,3,1987,74
4c4c433a8be9c1c0873e86753fccbd2373a428c1,urn:catalog:mo:tropicos:3378462,senecio,senecio attenuatus,18,3,1919,77
052a4fc6b3e0bdd69d9ca8b5e36b1afd40088707,http://n2t.net/ark:/65665/362c8621e-84f4-4624-9172-f20407e6bbc1,senecio,senecio attenuatus,24,5,1906,144
fbe74c8349b394489fd65d1fdddd08022e52ea63,urn:catalog:mo:tropicos:3379045,senecio,senecio attenuatus,24,5,1932,145
2fee9a1c7bbb390da76f0e04cb5a414f8684c951,http://n2t.net/ark:/65665/3fed3258e-80c1-40bc-9e46-fe53e9b7b735,senecio,senecio attenuatus,28,5,1983,148
fe2332b761c501e1698b6e031e7609bce447e589,urn:catalog:mo:tropicos:100414336,senecio,senecio attenuatus,3,8,1910,215
87886256fdc2d4c5b4b41cfed65c36f0fbc32a5f,urn:catalog:mo:tropicos:3378687,senecio,senecio attenuatus,3,8,1913,215
da08e780896feda6ba7edb7f13f1d594b680a03f,urn:catalog:mo:tropicos:569636,senecio,senecio attenuatus,3,2,1980,34
50cd52cf3a0acad7082aef8bb01b82fcc4f67788,urn:catalog:mo:tropicos:596923,senecio,senecio attenuatus,1,9,1982,244
19c3a30442ffb50705dae7aec13c68f4c5bd49f3,http://n2t.net/ark:/65665/3a97d7900-3bc7-4191-9687-f13155c87047,senecio,senecio attenuatus,4,9,1983,247
ae4621a2db9633425f582674ad661b24257eb303,urn:catalog:mo:tropicos:599186,senecio,senecio attenuatus,4,7,1986,185
8323c2966db5b49449978110ea788d9ff6c8eb2d,http://n2t.net/ark:/65665/30ccc0a80-ab5d-480e-b11b-e72b51d2144f,senecio,senecio attenuatus,4,7,1986,185
6bd944f6695d7c31242297e8e2d51c2bd789a3e4,bra:ibt:sp:250091,senecio,senecio attenuatus,4,7,1986,185
f43c4160ca605cb437811d39de19e018648f85c0,bra:mbm:mbm:145439,senecio,senecio attenuatus,4,7,1986,185
dc434a269b420f2a7b8e633e37320e81a99e230c,urn:catalog:mo:tropicos:1718950,senecio,senecio attenuatus,11,5,1993,131
2b8c259b6787491d0c5a420eb36eee6781e504da,http://n2t.net/ark:/65665/3626040c0-a736-4a97-8044-f8a153b5c00b,senecio,senecio attenuatus,1,10,1885,274
b67fe4060ce90b048af089cd59783facfe9ca559,http://n2t.net/ark:/65665/3864406be-4abf-42a4-88f3-2998841a8fef,senecio,senecio attenuatus,1,10,1885,274
9bd11e9745528076cd3f2b348401fd2992a9e4c0,s:vascularplants:s10-31532,senecio,senecio attenuatus,4,1,1861,4
10054c59b37c2b845b47ba7c7a47adf5562b5fc2,d248b0c3-bdb8-4854-b57f-9a8fbec3ffd4,senecio,senecio attenuatus,4,1,1861,4
0530d40536d1005a3a3fb21ea19e8aef64b41cd8,http://specimens.kew.org/herbarium/k000497822,senecio,senecio attenuatus,1,1,1861,1
2be8f8a9a61b0fc0d25f97758c934136e6b37325,urn:catalog:mo:tropicos:3379484,senecio,senecio attenuatus,8,1,1861,8
7e6e575026a1e65f6bd9368e01e84af36dead075,6e09bcd3-0e5d-4d48-bff7-4d1d1ad7c0f4,senecio,senecio attenuatus,7,4,1885,97
9843b2a9b7e622189c96004e9675db57c1aceef0,82cc242d-885d-40c6-abba-3cba3f0a1103,senecio,senecio attenuatus,7,4,1885,97
39af392bb408ef21f18838e363f47d55c15353b9,http://specimens.kew.org/herbarium/k000497821,senecio,senecio attenuatus,1,1,1889,1
64c7bc48a2087e7a9356b9f33e48728080171488,http://specimens.kew.org/herbarium/k000497820,senecio,senecio attenuatus,1,1,1889,1
edb63701033d3ddefa6be31f6ed2dce625675072,8b849d03-c160-4285-9098-409c994cf433,senecio,senecio attenuatus,7,8,1889,219
2d62b80a6b2840c357f9b2a412025adbed347ff2,urn:catalog:mo:tropicos:569134,senecio,senecio attenuatus,8,8,1889,220
9157c8d1141e0fe09a161295670cd0b1038abc49,http://n2t.net/ark:/65665/3d74ba7bc-4e3f-41b1-a725-6f486f942ca3,senecio,senecio attenuatus,8,8,1889,220
a896ab9b52f79da53c13594a44db1461e47d6048,f3844312-10ea-4e94-87c6-a7a7734700ca,senecio,senecio attenuatus,8,8,1889,220
74fc71428fc341c1b8275282cf44c84c70831aa9,c919e0c7-da51-4166-8334-1eaaa693e909,senecio,senecio attenuatus,8,8,1889,220
4ca78f2dc378c7b8950dfac2cd498304fc15c4df,0259a58d-e52a-4711-9382-579cb30556b5,senecio,senecio attenuatus,8,8,1889,220
e2b631835000d7f28fd7b4146ebae88505b83d0b,http://specimens.kew.org/herbarium/k000497823,senecio,senecio attenuatus,1,1,1890,1
e7fcb84e9c8454bd03579a3cf89654dbe5a1f935,1848a5d7-2152-46f2-b378-bfed9efedcf9,senecio,senecio attenuatus,7,8,1890,219
98b91e510a1905dff56ed8e9e9295ea2fafec8c1,c1f69a9c-899d-4485-9a9e-e7a8ffed4552,senecio,senecio attenuatus,9,8,1890,221
027ac4e25611f66e79b4a9facc2674d778428e18,urn:catalog:inpa:herbarium:187312,senecio,senecio attenuatus,9,1,1982,9
2841eaadbaa981a1204620193395654a0646c79d,https://data.biodiversitydata.nl/naturalis/specimen/l.2425311,senecio,senecio attenuatus,9,1,1982,9
089d8d092fe9f540cf6cef9956e884176e0fa9da,urn:catalog:inpa:herbarium:187565,senecio,senecio attenuatus,7,4,1986,97
e55700a24c94a7d5f186d5d4e4ebbdeebafd3a6a,https://data.biodiversitydata.nl/naturalis/specimen/u.1143444,senecio,senecio attenuatus,7,4,1986,97
cd609ec20fe3c590e7da30989902e898eef2f81f,s:vascularplants:s18-22876,senecio,senecio attenuatus,2,3,1991,61
3a2f79250bed1844c975f7d7d666942eaea5b69a,https://data.biodiversitydata.nl/naturalis/specimen/u.1143448,senecio,senecio ayapatensis,28,9,1985,271
56b8e8b2a4f8c146ab32dcd19a73d6bc3b7769fb,s:vascularplants:s19-5167,senecio,senecio ayapatensis,25,4,1987,115
fb2c6fd66b4bbf8ec6ef3d8777b3cf71f409ea41,https://data.biodiversitydata.nl/naturalis/specimen/u.1143446,senecio,senecio ayapatensis,25,4,1987,115
f5f323311ff00b71b62541b9418eb7db28b34f70,s:vascularplants:s18-22848,senecio,senecio ayapatensis,28,7,1991,209
f03de3cb58ac2a476f643d712ba78b9f7e558532,s:vascularplants:s18-22845,senecio,senecio ayapatensis,17,6,2005,168
e30655981fa7677dd27581f41ed1d1cf842aa692,urn:catalog:mo:tropicos:593419,senecio,senecio ayapatensis,25,4,1987,115
53631af2f87d8b4a7970aa4c03c36e2fa88bd33c,http://n2t.net/ark:/65665/3ce152f2d-9a10-4de1-b8ef-12d48f375d5c,senecio,senecio ayapatensis,25,4,1987,115
422ae84fe0e91d9d15bb5560b44136dbc9625257,urn:catalog:mo:tropicos:2714389,senecio,senecio ayapatensis,17,6,2005,168
a16a97179154b05266fa2f7d74a21f17a6451111,urn:catalog:mo:tropicos:2279891,senecio,senecio ayapatensis,20,8,1979,232
a489e68eaa4f3fe07adaed659939077899057d73,urn:catalog:mo:tropicos:595669,senecio,senecio ayapatensis,27,8,1983,239
fd59e440250897d23bffc7ddfebe66cbb21ddd41,urn:catalog:mo:tropicos:589999,senecio,senecio ayapatensis,14,9,1986,257
2e618b25743cdfb0d4d648dbfa0b9a41faca61af,urn:catalog:mo:tropicos:596850,senecio,senecio ayapatensis,28,9,1985,271
f28b496a85dc35c49c0aa95bb922eb4a2218f61b,urn:catalog:mo:tropicos:2395730,senecio,senecio ayapatensis,12,12,1903,346
39037b57469833149e409f9ef1cdfe2da1d68a63,urn:catalog:mo:tropicos:2395728,senecio,senecio ayapatensis,7,8,1932,220
69dedc30955542c8857dd2956267130455a571db,73fbf01b-8ac8-4d23-a2e0-5229ee48f2a2,senecio,senecio ayapatensis,10,8,1935,222
d233155d75752136c29b56a955f1229107ce64ea,4e1192f0-c098-4203-819e-5e9299791af6,senecio,senecio ayapatensis,10,8,1935,222
9597de7baabd2cf7360f08732e3e427f69f9685c,http://n2t.net/ark:/65665/3af9c6ae1-7c12-4d45-ab25-0dcd3a411277,senecio,senecio ayapatensis,8,9,1985,251
9548b7936143f5c6244c6661b5928c2b57d54cac,http://n2t.net/ark:/65665/3c35e7217-d045-49f3-836e-1729fe6dcb5b,senecio,senecio ayapatensis,8,9,1985,251
da5a5b9fdcdda97ca8ab1c0e1ca7163fb80c7f90,http://n2t.net/ark:/65665/3a9b12df3-81c5-438e-afe9-45223e20e681,senecio,senecio ayapatensis,10,4,1986,100
dfb49c01498a4fa6c4e0e60b8b76ea5cff440163,urn:catalog:mo:tropicos:590829,senecio,senecio ayapatensis,4,11,1987,308
53f9cffa11670839898fc0f4cc51c2033c4f72f5,http://n2t.net/ark:/65665/398d58eed-4011-487b-839e-b68fa5e8eadf,senecio,senecio ayapatensis,4,11,1987,308
48bbc49695edf50c4bfcd46f7d85cb093347750c,urn:catalog:mo:tropicos:597963,senecio,senecio ayapatensis,8,10,1990,281
e6685bafdbaa30a0e2425d0968d0a3378b9eb891,http://n2t.net/ark:/65665/3bd3e80a7-24e3-4118-8f9a-aa0a1213b5a9,senecio,senecio ayapatensis,1,10,1935,274
e0711051285ef4c1887c9a462b9c550200dd8e61,https://data.biodiversitydata.nl/naturalis/specimen/u.1143445,senecio,senecio ayapatensis,11,4,1987,101
8d1f6a7f47d2f8634e66cb227ad0d91f42f197c5,s:vascularplants:s19-5169,senecio,senecio ayapatensis,11,4,1987,101
3d96c51afa552d732ae9d0f191a66d7a2a60429c,2763aacb-4773-4842-934d-33a7d5b938a6,senecio,senecio boliviensis,13,3,1856,73
83464c8d1d6904c853a65e274a2460d15659206c,6e4f35a9-289e-4960-b37c-fe647299c5e6,senecio,senecio boliviensis,13,3,1858,72
e6b34f5ffaa9d4f131673cb9256e6346ee16e5d6,urn:catalog:mo:tropicos:1779308,senecio,senecio boliviensis,13,3,1858,72
3fa5b8630972f0b5fef98d4b829302b9085a1c14,s:vascularplants:s10-31528,senecio,senecio boliviensis,13,3,1858,72
aa792eafd9464bcd001103326081229a16877791,74cdf62a-f7a0-4688-81f3-c1b8ef4647f3,senecio,senecio boliviensis,13,3,1858,72
f44e4a10b3ab9567f89c71474ec2e93565066fef,2791f25f-5e91-4d6a-8437-9b460ef834bc,senecio,senecio boliviensis,13,3,1858,72
2a12837ad81ee2625ae0cdb3168dfea9f9679ec3,d0648899-3611-4603-bb0f-9204911c1a82,senecio,senecio boliviensis,22,4,1858,112
e56453d289fcf6d4ee6cf6f13da79dde6b807199,s:vascularplants:s12-18413,senecio,senecio boliviensis,14,7,1987,195
45221dc483a73edbaa1929ad5d76a95fcd5e48ca,d9950087-1390-4c09-aed7-810e633f31dd,senecio,senecio boliviensis,14,7,1987,195
59ef19145200b7e4e9ffb47ed7d4c39fee8ffcaa,https://data.biodiversitydata.nl/naturalis/specimen/u.1143453,senecio,senecio boliviensis,14,7,1987,195
38f8ae16757c8e342383ab26b063d072b0bf11fb,https://data.biodiversitydata.nl/naturalis/specimen/u.1143452,senecio,senecio boliviensis,20,2,1988,51
1a3b56cb956a8c7584b1fd6027d1329ce67abf9e,s:vascularplants:s19-5168,senecio,senecio boliviensis,20,2,1988,51
6e32f2e4752185e3d5478642286ae398f0b89a7d,s:vascularplants:s12-18412,senecio,senecio boliviensis,24,5,1990,144
80b2eeab8c150ec75c2728a4e533ac598f0089ef,f0bf3dd9-e727-462f-8fc3-ee6f8a3c69e3,senecio,senecio boliviensis,25,8,1996,238
14dce413b0973ac15245179179e906f11c3e7f8d,s:vascularplants:s18-23154,senecio,senecio boliviensis,29,9,1997,272
eff989c931d0a5c9080ded75806e1c7e68d617d0,urn:catalog:mo:tropicos:1534888,senecio,senecio boliviensis,22,10,1990,295
7eed16da9cbd90cfac0fadbbf1a3f4c815d60691,urn:catalog:mo:tropicos:566282,senecio,senecio boliviensis,20,2,1988,51
