idigbio:etag,dwc:occurrenceID,dwc:genus,species,Day,Month,Year,Day of the year
9cee5e829bcb2b581b406f73521397af2cb36402,005d1be6-a155-4ef6-a37f-77ce340e2ded,acanthospermum,acanthospermum australe,20,5,1947,140
f2aae33b0e233c32d10167644516750f019b4ece,95cf375b-03ec-421c-a2b5-3ebbf11a2b61,acanthospermum,acanthospermum australe,18,8,1948,231
719956bf58c39faeb2ce6fe29562e15c8f1f330e,http://n2t.net/ark:/65665/3775f88cf-9850-4d21-b6da-e5114e4550f7,acanthospermum,acanthospermum australe,27,1,1991,27
c5e4446b71e2bf0be0c96aa620d13831b33a83b4,http://specimens.kew.org/herbarium/k000955664,acanthospermum,acanthospermum australe,9,1,1828,9
133b51f05256932d230b723181295c22c9f9b2b6,s:vascularplants:s16-40548,acanthospermum,acanthospermum australe,5,2,1975,36
1314b25cc47a4a1e6956fc5f6e9908b7c126a8fe,urn:catalog:mo:tropicos:100901854,acroceras,acroceras zizanioides,23,2,1996,54
d20275f3c541ca209896e434daa79c7267e45b1d,f946f944-7bb3-4d59-b77f-fb645b5c119c,agalinis,agalinis,30,7,2002,211
dd561390b856ff20bea270db40f748db6401a2c3,b4676767-7a22-4620-acce-084a76d71381,agalinis,agalinis,2,8,2002,214
0dd882ea6f819fb17e4703848677b09f43c2d0b0,be64f236-b2e5-4fa8-91b6-ec2764a6dabd,agalinis,agalinis,5,8,2002,217
90635a11e55f4aeb5f4cdb5da671b35ebf6ed906,5ede585b-ee45-4785-b819-393950773e2d,agalinis,agalinis,7,8,2002,219
625e99be980070e1e2cf86ba32f94e90c5834ec3,c1a4e5db-a3ee-4f52-bfad-01822332fd09,agalinis,agalinis,7,8,2002,219
423ed7c08de789d70785d3d1ab25d2c65bab3161,urn:catalog:mo:tropicos:2220857,albizia,albizia niopoides niopoides,14,7,1988,196
025f092a460f7f87c4451f69195112ac1187f0a1,urn:catalog:mo:tropicos:87730,albizia,albizia niopoides niopoides,21,7,1988,203
ee811cc80360ee9cceb7fb272978b8fc350abc09,urn:catalog:mo:tropicos:3115021,alnus,alnus acuminata,3,11,1994,307
4102c3e621b08b33b5809c758b958388140380eb,urn:catalog:mo:tropicos:354076,anthurium,anthurium acebeyae,14,4,1984,105
4041d043dac18757e55df9dc5c2d17ede213e5dc,b59c0cf5-48c3-458d-b90a-5086fb3af905,anthurium,anthurium stephanii,20,8,1945,232
542bc9153a5f723f9eab1d6eda6780cfed4cab09,urn:catalog:mo:tropicos:385260,anthurium,anthurium stephanii,20,8,1945,232
8349f63d05f5bae0f919a457f1ea549ed5c20199,07dd3113-b083-49f1-b83b-b43fca40eee4,azolla,azolla caroliniana,16,10,1891,289
e443d4a15db071a6d3fc8c828a3d2618dc1884c9,7a346598-8d7f-4aef-bff7-bc0ad8b3eb26,azolla,azolla caroliniana,22,8,1987,234
e900b2b82c66b7cb710a556f68cbff69e040ac86,44fdf0aa-b720-44ab-900d-356cc00818f9,azolla,azolla caroliniana,13,7,1998,194
72c58410ef9f5e991a937209d9de0bf3f14b9684,urn:catalog:mo:tropicos:1196257,azolla,azolla caroliniana,30,3,1993,89
aa6833e95c47fa72029dda70658b262f205a1639,urn:catalog:mo:tropicos:1930403,azolla,azolla caroliniana,25,5,1994,145
2aac85634e2e662172aa03a2ba6432b1abffdd77,urn:catalog:mo:tropicos:100899955,azolla,azolla caroliniana,9,9,1994,252
1a75c8d5fdc13fdf5c11c305cbe6deb495ab183d,urn:catalog:mo:tropicos:1890635,azolla,azolla caroliniana,4,3,1995,63
453c865d81b9fa0eb6aee72518dbcfe8d464b8ad,urn:catalog:mo:tropicos:3397854,azolla,azolla caroliniana,2,12,1995,336
723fcdf1e646aee0ca29a94ee419d3c3bae28c72,urn:catalog:mo:tropicos:1092875,azolla,azolla caroliniana,4,5,1996,125
8d48fa334a857a92c51e87d12c605fcaac54a95f,urn:catalog:mo:tropicos:911438,azolla,azolla caroliniana,8,4,1890,98
9693ddf405ce955b76c6dd8c0da3b1a169b1825f,urn:uuid:f8c59b4e-ee91-41dd-aa2d-6668556c72b7,azolla,azolla caroliniana,12,11,1901,316
e9c8fffc267a0f4c9d92a7fb2c61c25aec6293b0,https://data.biodiversitydata.nl/naturalis/specimen/u.1003461,azolla,azolla caroliniana,11,11,1929,315
3c56ca138302642a833cfa2d0f359e760f029203,9b0f4a39-5301-417c-8629-466eca5927a5,azolla,azolla caroliniana,12,2,1995,43
57625d1792838a1424516e943966003f2fd350a0,dabbc9bf-d108-4b44-9a9c-25d5c64c1243,azolla,azolla caroliniana,3,4,1995,93
a007172063b792d20b8a7f9a68b608613028e4bb,9bc6e8a0-3beb-4c5c-b936-31a4b950847f,azolla,azolla caroliniana,5,4,1996,96
096d43c336ed3eb020febf5f0e19c0cbf631a034,urn:catalog:mo:tropicos:3578,blechnum,blechnum lima,5,7,1982,186
a5a69f972dff81e39eba23436dfbb12f26be8365,urn:catalog:mo:tropicos:3570,blechnum,blechnum lima,5,7,1982,186
ec4d8108d57f9d064ef99ce212720bac4cd7ee43,http://n2t.net/ark:/65665/3f45c32cd-9760-4155-a7f9-d44ed99f7808,blechnum,blechnum lima,5,7,1982,186
791e43b40b9dbd68615bd2d2d42bd8a8ca72d59b,7b1ea338-26b5-4712-ac35-c48970efeb2a,blechnum,blechnum occidentale,1,7,1986,182
a5bc6abc82335c2bc45fdf6a5c1f1c004062322e,http://specimens.kew.org/herbarium/k000614537,blepharodon,blepharodon crabronum,25,1,2001,25
ed499a402ed7341eb75d054a37763eed618751f2,http://specimens.kew.org/herbarium/71681.000,blepharodon,blepharodon crabronum,25,1,2001,25
7821a61abc33f97de3a11f493202244fe01063bc,urn:catalog:mo:tropicos:100182159,blepharodon,blepharodon crabronum,25,1,2001,25
24bedfb139f199d216e1464abc2eb358275c6067,urn:catalog:mo:tropicos:1396913,blepharodon,blepharodon crabronum,26,11,1999,330
f2d005ed2aec943dd321ca0fa4d42b30a4bb499f,urn:catalog:mo:tropicos:100182163,blepharodon,blepharodon crabronum,10,12,2001,344
c010af897134697a080457b11a42817dbab99af1,urn:catalog:mo:tropicos:100182154,blepharodon,blepharodon crabronum,4,1,2002,4
ba9a4d9b00037977255f89a2331bc9f8fa0f3178,http://specimens.kew.org/herbarium/71673.000,blepharodon,blepharodon crabronum,12,10,2001,285
52c46f41fa7fbf46e51b2455034f76e28020b7b9,http://n2t.net/ark:/65665/32917af01-dfec-4a3b-a5fb-b07bd69de5ef,bomarea,bomarea involucrosa,20,11,1948,325
7af04815f45fa61c2241dd92f899eb2ddef0cb76,https://data.biodiversitydata.nl/naturalis/specimen/u.1456210,bougainvillea,bougainvillea,20,9,1928,264
208ff0651577cbd765761f44bf1bf572c8baa18f,https://data.biodiversitydata.nl/naturalis/specimen/u.1456208,bougainvillea,bougainvillea,13,9,1949,256
60486e2ab8b3753b1520d825dc7e2113ccbd954d,urn:catalog:inpa:herbarium:99483,bougainvillea,bougainvillea,27,8,1976,240
1398d90bc7741b0e065712dc9a12ead556c2018d,https://data.biodiversitydata.nl/naturalis/specimen/u.1456213,bougainvillea,bougainvillea,22,11,1984,327
6410e9f8daddc0088b960f1c8d7758129f058622,bra:usp:spfw:7260,bougainvillea,bougainvillea,28,2,2018,59
a31223b38a5cce73ba196e41646657594ae17e8f,bra:usp:spfw:7257,bougainvillea,bougainvillea,28,2,2018,59
dcdfcbb153a4da4dc2e5ee85908a8402f4c0c3cd,bra:usp:spfw:7258,bougainvillea,bougainvillea,28,2,2018,59
cf8dbbe6f082c8d0dea5e79a8030f493cb90a2f3,bra:usp:spfw:7259,bougainvillea,bougainvillea,28,2,2018,59
fcd2da7859678e5464e4fe8c2056356f7228a5a6,bra:usp:spfw:7256,bougainvillea,bougainvillea,28,2,2018,59
8c3bd39c1a13e9e6fa08b987d8b8a75b37216091,http://n2t.net/ark:/65665/32e8b5a4c-32b6-4ab5-83bc-ad90fe565193,bougainvillea,bougainvillea,22,4,1924,113
3f37f53f020caf110aa2eed9f785cf6e3e09f19a,https://data.biodiversitydata.nl/naturalis/specimen/u.1456215,bougainvillea,bougainvillea,4,2,1984,35
2d656dc74630304c25da92c3f94589717f44b1a9,91493b54-8fc2-4a4f-9ac5-7494a3b94931,bougainvillea,bougainvillea berberidifolia,26,11,1999,330
3a99a694a69bc26ab6d9650d2851a89465d4979c,urn:catalog:mo:tropicos:100345250,bougainvillea,bougainvillea berberidifolia,16,1,2011,16
6d339ab1eede943caf713fdb3c9095d1f4e29f51,urn:catalog:mo:tropicos:1719823,bougainvillea,bougainvillea berberidifolia,17,10,1997,290
d5bc8a425092370b4c30ee26d55076f0598dcc83,urn:catalog:mo:tropicos:3421793,bougainvillea,bougainvillea berberidifolia,22,10,1994,295
a0aa577860dd334ac1be36b5080a4d1d078d7216,urn:catalog:mo:tropicos:101048430,bougainvillea,bougainvillea berberidifolia,26,10,1928,300
e032960fd686aac9d89adff7911991d0c598cd56,urn:catalog:mo:tropicos:1432369,bougainvillea,bougainvillea berberidifolia,29,10,1983,302
c52ce2d226d7580f3cda51aaffb9ec1482d955d3,urn:catalog:mo:tropicos:1719833,bougainvillea,bougainvillea berberidifolia,17,11,1999,321
50b2d547586a05f7f7ce9dde9f813d93eaef59a9,urn:catalog:mo:tropicos:1395919,bougainvillea,bougainvillea berberidifolia,23,11,1999,327
1420b82bed9b6293b7ff3e73709011013fda0ce6,urn:catalog:mo:tropicos:1396078,bougainvillea,bougainvillea berberidifolia,26,11,1999,330
854a79c4865f9e913d217b0e3ca8ec708d2bcb31,urn:catalog:mo:tropicos:2698474,bougainvillea,bougainvillea berberidifolia,28,12,1982,362
0a990bc2a990484655932b5e5c39a78c123ad2ab,urn:catalog:mo:tropicos:1527656,bougainvillea,bougainvillea berberidifolia,31,12,1995,365
8e33d81f6f1243115bd170fceb24cc6e93659aa3,bra:usp:spfw:7238,bougainvillea,bougainvillea berberidifolia,25,2,2018,56
23b5a3c0cbdc9cd8042508b8e949a054a21dd101,bra:usp:spfw:7854,bougainvillea,bougainvillea berberidifolia,25,2,2018,56
1df770c6c3652bbd0935a81e88297519438a508c,bra:usp:spfw:7251,bougainvillea,bougainvillea berberidifolia,26,2,2018,57
4b3a82711cbacab77878b9c1e990dfa63cb872a3,bra:usp:spfw:7253,bougainvillea,bougainvillea berberidifolia,27,2,2018,58
71056afb6ab72459f291de0002b4e3dc584ca74a,urn:catalog:mo:tropicos:100182644,bougainvillea,bougainvillea berberidifolia,4,8,1911,216
7ff70a69cab12d69a20d2a1a0069f7d219a79665,urn:catalog:mo:tropicos:3422137,bougainvillea,bougainvillea berberidifolia,12,8,1975,224
2e583b339ef00c310063567f38b6116158c1d83e,urn:catalog:mo:tropicos:1719815,bougainvillea,bougainvillea berberidifolia,11,5,2000,132
20ee4403542990113762be46e9798a9232e885d8,urn:catalog:mo:tropicos:3495012,bougainvillea,bougainvillea berberidifolia,12,8,2005,224
91e9713614008f17dcd30a59cd7a43e1b8f3fe9f,urn:catalog:mo:tropicos:3251612,bougainvillea,bougainvillea berberidifolia,12,9,2005,255
8b97b1d8a26ca3b4c112547684655dcbe41884c2,urn:catalog:mo:tropicos:3251621,bougainvillea,bougainvillea berberidifolia,12,9,2005,255
87c6a35929793a885d4aa86d30135f08a6a7bd48,urn:catalog:mo:tropicos:3251599,bougainvillea,bougainvillea berberidifolia,12,9,2005,255
5ef90281524490f10930262a516726440759be8f,http://n2t.net/ark:/65665/34ced4c22-c012-45b4-bcfc-d57cca8c07fc,bougainvillea,bougainvillea berberidifolia,12,10,2005,285
687be5231c94d7e525730bdafe19ca21ff4086f0,urn:catalog:mo:tropicos:3257635,bougainvillea,bougainvillea berberidifolia,12,10,2005,285
b4b10992281154136a26b0dca817ba39a922c8c4,urn:catalog:mo:tropicos:3257664,bougainvillea,bougainvillea berberidifolia,12,10,2005,285
d1c2b7791547d0eda0b0c67a240100a5fc657bed,urn:catalog:mo:tropicos:100541042,bougainvillea,bougainvillea berberidifolia,1,2,2011,32
17225224abb07054e5b56492031989a4b24b3f96,urn:catalog:mo:tropicos:100183402,bougainvillea,bougainvillea berberidifolia,8,8,1826,220
d674fc9fb3077c51cd313099351a95875cfcb34e,urn:catalog:mo:tropicos:2699215,bougainvillea,bougainvillea buttiana,3,2,2002,34
5dc7d6f10f6a3c2d3ead66a44e47d5247608ec21,c644eb76-6f2f-4a2e-a38f-ead00747c63e,bougainvillea,bougainvillea buttiana,7,7,1991,188
0d21c4cb6583d4bd15dfeebfdba8a3da29fb7f36,urn:catalog:mo:tropicos:1765147,bougainvillea,bougainvillea campanulata,21,10,2001,294
0b09d65a409143797dada857bdac78dc6a679304,urn:catalog:mo:tropicos:738586,bougainvillea,bougainvillea campanulata,29,10,1991,302
b20215c4a0aa745a42544ee32204795a1a02a551,urn:catalog:mo:tropicos:1396074,bougainvillea,bougainvillea campanulata,26,11,1999,330
a8fb178e27ad9f1a75fcf7ea5bc6a2ac104b2f28,urn:catalog:mo:tropicos:3466320,bougainvillea,bougainvillea campanulata,26,11,2003,330
52a3acbcb3e4cc4c9645c09cdd98cd4c67a68e5e,urn:catalog:mo:tropicos:1598095,bougainvillea,bougainvillea campanulata,15,12,1992,350
30e124f4f765f72481f7726a4cd94c27424c6d5c,bra:usp:spfw:7239,bougainvillea,bougainvillea campanulata,25,2,2018,56
10f319e44cba0ee6be4c4749f8ed1ec8615585c6,bra:usp:spfw:7853,bougainvillea,bougainvillea campanulata,25,2,2018,56
09d86bfb8730cea4dbbd7c4d2c775b08bb2cc079,bra:usp:spfw:7250,bougainvillea,bougainvillea campanulata,26,2,2018,57
60a0dd83f1e87df18a873b9a3301360b5d684b59,bra:usp:spfw:7252,bougainvillea,bougainvillea campanulata,27,2,2018,58
aa136a9fe33496d6df37f02411238ce9e25ca277,urn:catalog:mo:tropicos:100143036,bougainvillea,bougainvillea campanulata,20,8,1993,232
8564911acfe58cc3b5a1f7fa95686c779ad6ec67,urn:catalog:mo:tropicos:3422846,bougainvillea,bougainvillea campanulata,19,9,2001,262
d4bb17dbfb8f3f6b26d0c641d275699a0575c7ad,urn:catalog:mo:tropicos:2698472,bougainvillea,bougainvillea campanulata,30,9,1985,273
40bfed0b58b94ca846d2aa652a23f92a8faccde0,urn:catalog:mo:tropicos:1563718,bougainvillea,bougainvillea campanulata,11,8,1910,223
2d4f4c874ddf810d54dffbd53977f57f8dfba2f2,urn:catalog:mo:tropicos:3423964,bougainvillea,bougainvillea campanulata,8,8,1993,220
8b6950099f97be541ef75e60ec3152bfc80bb40c,urn:catalog:mo:tropicos:3423981,bougainvillea,bougainvillea campanulata,1,11,1993,305
9f5e9f2f8b9937ea00f8147dd21dfb0296a11e4f,urn:catalog:mo:tropicos:2699191,bougainvillea,bougainvillea campanulata,10,8,1994,222
dab9742b8a999651c7942dd82abe3d538f2bbd8e,urn:catalog:mo:tropicos:2699214,bougainvillea,bougainvillea campanulata,1,10,1994,274
ab38f195e4d54193e8920009438108adc533296d,urn:catalog:mo:tropicos:1321272,bougainvillea,bougainvillea campanulata,8,8,1995,220
4d130780a5d9924fec9454a5ff970fc5736be8ab,urn:catalog:mo:tropicos:1523599,bougainvillea,bougainvillea campanulata,11,10,2000,285
9c5f6de98189d2efd79588bffb496efa228043a7,urn:catalog:mo:tropicos:3495008,bougainvillea,bougainvillea campanulata,12,8,2005,224
22d2e8de774783f47b7a14e8e4193dcb72cc8708,urn:catalog:mo:tropicos:3251616,bougainvillea,bougainvillea campanulata,12,9,2005,255
1a78ae9ed0ca41183a89c72be60c2b510a1c7b6f,urn:catalog:mo:tropicos:3257641,bougainvillea,bougainvillea campanulata,12,10,2005,285
c75b2cf4dd93cfb22337436489ca8047928cbb96,urn:catalog:mo:tropicos:3257632,bougainvillea,bougainvillea campanulata,12,10,2005,285
59945f655b1112e5d14bbc4295416e010e357700,urn:catalog:mo:tropicos:3257667,bougainvillea,bougainvillea campanulata,12,10,2005,285
036ee5b477994ea8983c9908e4e27f085b3a862d,http://n2t.net/ark:/65665/332279de3-4b19-47ad-8787-82bf6f3424f1,bougainvillea,bougainvillea campanulata,12,10,2005,285
c951e99b63d23f28e63c7578d3948846b0e8f663,urn:catalog:mo:tropicos:100541033,bougainvillea,bougainvillea campanulata,1,2,2011,32
2ba0361ed16c6fc66a10efa4eb8929d844225f55,https://data.biodiversitydata.nl/naturalis/specimen/l.1691805,bougainvillea,bougainvillea campanulata,1,11,1910,305
f321a06725f3aeb7eaedc1058fcbe72f4d9d6094,s:vascularplants:s07-13145,bougainvillea,bougainvillea campanulata,8,11,1910,312
06b862f03e50cd1e80aeba916d16b39b5f5a6765,urn:catalog:mo:tropicos:1432372,bougainvillea,bougainvillea herzogiana,6,8,1907,218
54d9336954b0f6f2028dcc95f15e0fb77c89729c,https://data.biodiversitydata.nl/naturalis/specimen/l.1692500,bougainvillea,bougainvillea herzogiana,1,6,1907,152
d1e8dfba27732258c71ef14d298de4e49044f6c9,https://data.biodiversitydata.nl/naturalis/specimen/l.1692501,bougainvillea,bougainvillea infesta,19,10,1910,292
e9821f9e84a9225d67e5aaf846720ce3689dfa8c,urn:catalog:mo:tropicos:1768091,bougainvillea,bougainvillea infesta,15,10,1998,288
6dfc939638d41dfd946f9df111a1db9cd6407986,http://n2t.net/ark:/65665/39d50780a-225b-48ee-b13c-6d1d27f06635,bougainvillea,bougainvillea infesta,22,4,1923,112
f8b2418646cd5781575457e1e638ce5ed158aaa1,urn:catalog:mo:tropicos:1598098,bougainvillea,bougainvillea infesta,30,9,1991,273
1d1aec18f9c90b23677192fe9d960c8ec6f8f73e,http://n2t.net/ark:/65665/3148fef53-523c-4a35-9598-33ea76cc3cc9,bougainvillea,bougainvillea infesta,7,8,1921,219
19aee7e01184fe9ef9f87f02e5f0e8158254f620,urn:catalog:mo:tropicos:3423609,bougainvillea,bougainvillea infesta,5,5,1993,125
e739dd568423fb7e0b36bc814abe67992d7fc437,urn:catalog:mo:tropicos:1322077,bougainvillea,bougainvillea infesta,2,12,1998,336
3ae5cd9f8619b9fe5003f923d5ec0ebee4103147,urn:catalog:mo:tropicos:3423928,bougainvillea,bougainvillea infesta,11,8,2001,223
f625765b52edd4e1880e4841d4102306fc3d8390,urn:catalog:mo:tropicos:2699327,bougainvillea,bougainvillea modesta,24,8,1894,236
d4ee6b892a56d0a0741b505fb938b7880da8567f,71d0e24d-0b68-442e-8c23-17a532f6ce8e,bougainvillea,bougainvillea modesta,24,8,1894,236
175efaf564316b9e2bcbfcb6d487d8bbbe5df9a8,urn:catalog:mo:tropicos:1768089,bougainvillea,bougainvillea modesta,14,10,1998,287
819e7e01056fb328906de16303901c217692017f,urn:catalog:mo:tropicos:2836559,bougainvillea,bougainvillea modesta,16,10,2005,289
cbb310e1641808b26de651c52b68a4a718efe9ba,urn:catalog:mo:tropicos:1322014,bougainvillea,bougainvillea modesta,20,10,1997,293
fa01533a460f0f19bc79ff7e56bbde2e3e32a2a9,urn:catalog:mo:tropicos:1719807,bougainvillea,bougainvillea modesta,24,10,1994,297
476386d3efaeb516ddbf1a64711ddc4b3268cea7,urn:catalog:mo:tropicos:100163509,bougainvillea,bougainvillea modesta,28,12,2005,362
be71f000b2023aa0a85c845ca6d6eaf65cd82c9a,urn:catalog:mo:tropicos:1859056,bougainvillea,bougainvillea modesta,20,2,2003,51
e8a7b86e321425f4cd81140ec9508de6904cf6b6,bra:usp:spfw:7224,bougainvillea,bougainvillea modesta,22,2,2018,53
109f00336f0b1ee450a71f6143ae33e2ac38d17e,bra:usp:spfw:7218,bougainvillea,bougainvillea modesta,22,2,2018,53
69ba060d71860563f2b091edffd8da6a62cc1957,bra:usp:spfw:7217,bougainvillea,bougainvillea modesta,22,2,2018,53
12d14fc8b8a7d028b9765810216bef51628c88a8,urn:catalog:mo:tropicos:1195578,bougainvillea,bougainvillea modesta,24,2,1995,55
12d14fc8b8a7d028b9765810216bef51628c88a8,urn:catalog:mo:tropicos:1195578,bougainvillea,bougainvillea modesta,24,2,1995,55
4aa5e39c0bddb9000fecc2c2b7f1da21635b91b0,urn:catalog:mo:tropicos:739289,bougainvillea,bougainvillea modesta,18,5,1991,138
24b3cd6671842bd9f4468b0ced6106ce9b2b7706,urn:catalog:mo:tropicos:2702624,bougainvillea,bougainvillea modesta,31,5,2005,151
f1b57370620c946b79906e7628467b3bbb7d9364,urn:catalog:mo:tropicos:100535353,bougainvillea,bougainvillea modesta,30,7,2008,212
9fcf4178328587d53a975e926925a66f42de9e76,urn:catalog:mo:tropicos:1323145,bougainvillea,bougainvillea modesta,21,8,1998,233
2183ff6dca373d8920bc770b078a8be7abf22e71,urn:catalog:mo:tropicos:101048435,bougainvillea,bougainvillea modesta,27,8,1976,240
37603cba056a442377804fb1aa57322bcb2bebfb,urn:catalog:mo:tropicos:1432376,bougainvillea,bougainvillea modesta,14,9,1986,257
20860760c078f824acc0b6837f8719f0266d73c1,urn:catalog:mo:tropicos:3084913,bougainvillea,bougainvillea modesta,17,9,2006,260
951c2cb673f154cc2a4010ef7a1ae94d1a329674,urn:catalog:mo:tropicos:1396892,bougainvillea,bougainvillea modesta,19,9,1999,262
86a99529d2f90cabfe6b5abaf3f0d65b6e8705fb,urn:catalog:mo:tropicos:100326203,bougainvillea,bougainvillea modesta,26,9,2009,269
6c60142fa1270f922e29a93d5aef6f1cfbda34b0,urn:catalog:mo:tropicos:2880138,bougainvillea,bougainvillea modesta,29,9,2005,272
cfc84ff6f33fa266f833822dbd94f95d5bf49dbc,urn:catalog:mo:tropicos:101048433,bougainvillea,bougainvillea modesta,9,7,1926,190
447d90c533657ed79bff30f185be44b061d35987,urn:catalog:mo:tropicos:1432374,bougainvillea,bougainvillea modesta,9,10,1986,282
af75109885979dd642e12d339162a2901df1aef0,urn:catalog:mo:tropicos:1529811,bougainvillea,bougainvillea modesta,9,4,1987,99
f200086bf18854d1bf786efc1da16dae0fc82126,urn:catalog:mo:tropicos:740259,bougainvillea,bougainvillea modesta,9,5,1990,129
38321fc86215b1ff615ef3d3b852495d41427da0,urn:catalog:mo:tropicos:2699233,bougainvillea,bougainvillea modesta,10,5,1990,130
9f7840a522d7ef94724d89eb84f66be6b91e6b77,urn:catalog:mo:tropicos:738733,bougainvillea,bougainvillea modesta,6,11,1990,310
dc66efa22e06bd630f91ac67509793a635c2a061,urn:catalog:mo:tropicos:1195576,bougainvillea,bougainvillea modesta,9,10,1995,282
dc66efa22e06bd630f91ac67509793a635c2a061,urn:catalog:mo:tropicos:1195576,bougainvillea,bougainvillea modesta,9,10,1995,282
6dd6053a305da07ba0c5cb9c6a7d27071f5ad044,urn:catalog:mo:tropicos:1091835,bougainvillea,bougainvillea modesta,5,7,1996,187
d4de49d39fd9a39e607702fbb4cd337d1cdae6cc,urn:catalog:mo:tropicos:1719891,bougainvillea,bougainvillea modesta,12,12,1996,347
f5d29345cc72c59f8066e47eb5aebed217951044,urn:catalog:mo:tropicos:1719839,bougainvillea,bougainvillea modesta,3,6,1998,154
474dbaf1f9eb8d2c842106e70a5304232ce378c9,urn:catalog:mo:tropicos:1396792,bougainvillea,bougainvillea modesta,12,1,1999,12
2ea9366f7db4306e955bf0d394c4b47153c59f47,urn:catalog:mo:tropicos:1750780,bougainvillea,bougainvillea modesta,2,7,2002,183
b62ad4dcad8db0f1e7ff26b45c2c28dc13762741,urn:catalog:mo:tropicos:1855649,bougainvillea,bougainvillea modesta,3,1,2003,3
b3a3f161d9cdb9e1e997ef26c7724c109570feda,urn:catalog:mo:tropicos:1861372,bougainvillea,bougainvillea modesta,3,3,2003,62
e9e5b5e3f24abd9fca21e1f80712ca0de373b523,urn:catalog:mo:tropicos:2158289,bougainvillea,bougainvillea modesta,9,2,2004,40
c197f943f1a7728af5166beba7c5911c1e8a82cf,urn:catalog:mo:tropicos:3466332,bougainvillea,bougainvillea modesta,10,9,2004,254
7bc33e4bf43b866a4514d0dc436b66f106f3abb7,urn:catalog:mo:tropicos:2840899,bougainvillea,bougainvillea modesta,10,1,2005,10
0c920dd3e38d676dc6a449b924f1992babaec9f4,urn:catalog:mo:tropicos:2823662,bougainvillea,bougainvillea modesta,11,2,2005,42
28da675bc72852de9e9a03edd69c0080e7457722,urn:catalog:mo:tropicos:2880644,bougainvillea,bougainvillea modesta,10,5,2005,130
33171d891db179fd7d0fb5d8d46d4fcd3bfd8a47,urn:catalog:mo:tropicos:2551391,bougainvillea,bougainvillea modesta,3,8,2005,215
86e50dbf73e390e744e4dcb8b8aa8830232690b4,urn:catalog:mo:tropicos:2823657,bougainvillea,bougainvillea modesta,11,9,2005,254
a46367b4dea3e992ac9066fd675964df7c227f7d,urn:catalog:mo:tropicos:2871151,bougainvillea,bougainvillea modesta,12,10,2005,285
cfeadf1dad002dc6ba585abadd72f869e7fbaf30,urn:catalog:mo:tropicos:2598477,bougainvillea,bougainvillea modesta,3,12,2005,337
be7675b6eb8788777626e8d6d66a6127b70ea3ba,urn:catalog:mo:tropicos:2836368,bougainvillea,bougainvillea modesta,10,12,2005,344
1b5de6a25a5c6f9a1e1deb46c5d9a7e7fbe4c5e4,urn:catalog:mo:tropicos:100708075,bougainvillea,bougainvillea modesta,4,1,2014,4
a5e6230448a0ff1e402036bc262aeeed7b2c3e47,5e711010-ad59-4b49-b50d-67e12f3561ca,bougainvillea,bougainvillea modesta,11,12,1992,346
10630ceff206cd309e54107caa78343fc8242949,http://herbarium.bgbm.org/object/b100248496,bougainvillea,bougainvillea myriantha,7,8,1921,219
1e91a1a4eb9a1687eb52187399f102e5f6ae565a,urn:catalog:mo:tropicos:738993,bougainvillea,bougainvillea pachyphylla,16,6,1988,168
7ac211e1ef6f50f6df7030fd045b8a367756ba81,urn:catalog:mo:tropicos:1183559,bougainvillea,bougainvillea praecox,24,10,1991,297
f1edbb3501ec4efd2d18f8063e280a60a20b02c8,http://n2t.net/ark:/65665/37c1afc8f-c96f-4955-b365-8a780d02f6f7,bougainvillea,bougainvillea praecox,22,4,1923,112
aa5d9d62d8773f961c6f06653f05afa881bb58e2,urn:catalog:mo:tropicos:1322389,bougainvillea,bougainvillea praecox,13,6,1998,164
2ea3c8bae055840494029ef23a8e826f2050bd43,urn:catalog:mo:tropicos:1719882,bougainvillea,bougainvillea praecox,27,8,1976,240
ecf1bf6018be4853fc6088aa6b33e7b46fd272f6,urn:catalog:mo:tropicos:1719852,bougainvillea,bougainvillea praecox,30,9,1998,273
2eead05a7f85e039b524a45ac4e1ddf8a33c69de,urn:catalog:mo:tropicos:100182599,bougainvillea,bougainvillea praecox,11,8,1910,223
e667b08b310060d0f70a0a398dcc4513a0f07e06,urn:catalog:mo:tropicos:100182597,bougainvillea,bougainvillea praecox,11,8,1910,223
f28a139c20bf648a8b3bf36e74b064d9752fced2,urn:catalog:mo:tropicos:100182600,bougainvillea,bougainvillea praecox,11,8,1910,223
23a31a590061b0138cb9d2853959f7b7d2870c8d,http://n2t.net/ark:/65665/3ce75acda-5a2d-4ebd-9fc6-2c0cb5ab559d,bougainvillea,bougainvillea praecox,8,7,1921,189
19946a92ad4fb2e053a7e0a54e5b0e0f6e315c5a,urn:catalog:mo:tropicos:739051,bougainvillea,bougainvillea praecox,2,4,1984,93
ae2e5304f973f401b94cb5fb2a5ab7701d39dffd,urn:catalog:mo:tropicos:739554,bougainvillea,bougainvillea praecox,3,9,1988,247
b414e625a63f206a8a21aa84c6e4c5b010b28f3d,https://data.biodiversitydata.nl/naturalis/specimen/l.1692510,bougainvillea,bougainvillea praecox,1,10,1910,274
0ded8d4f44d162abfef03002d085036cc8492464,https://data.biodiversitydata.nl/naturalis/specimen/l.1692506,bougainvillea,bougainvillea praecox,8,11,1910,312
