dwc:occurrenceID,dwc:catalogNumber,dwc:datasetID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00103145,p00103145,7ddf754f-d193-4cc9-b351-99906754a03b,,asystasia,asystasia vogeliana,27,2,1989,58
urn:catalog:mo:tropicos:100467573,100467573,7ddf754f-d193-4cc9-b351-99906754a03b,bidault 205,asystasia,asystasia vogeliana,2,3,2012,62
urn:catalog:mo:tropicos:100480242,100480242,7ddf754f-d193-4cc9-b351-99906754a03b,bidault 244,asystasia,asystasia vogeliana,2,6,2012,154
urn:catalog:mo:tropicos:100463845,100463845,7ddf754f-d193-4cc9-b351-99906754a03b,mas 1205,asystasia,asystasia vogeliana,2,9,2012,246
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00103052,p00103052,7ddf754f-d193-4cc9-b351-99906754a03b,,asystasia,asystasia vogeliana,3,1,1949,3
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00103051,p00103051,7ddf754f-d193-4cc9-b351-99906754a03b,,asystasia,asystasia vogeliana,3,1,1949,3
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00103050,p00103050,7ddf754f-d193-4cc9-b351-99906754a03b,,asystasia,asystasia vogeliana,7,1,1949,7
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00103049,p00103049,7ddf754f-d193-4cc9-b351-99906754a03b,,asystasia,asystasia vogeliana,10,1,1949,10
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00853555,p00853555,7ddf754f-d193-4cc9-b351-99906754a03b,,asystasia,asystasia vogeliana,3,2,2012,34
https://data.biodiversitydata.nl/naturalis/specimen/l.3525330,l.3525330,,"bamler, mg  56",athyrium,athyrium novoguineensis wagner & grether,1,4,1914,91
https://data.biodiversitydata.nl/naturalis/specimen/l.3525331,l.3525331,,"bamler, mg  56",athyrium,athyrium novoguineensis wagner & grether,1,4,1914,91
http://coldb.mnhn.fr/catalognumber/mnhn/p/p02433829,p02433829,7ddf754f-d193-4cc9-b351-99906754a03b,,atractocarpus,atractocarpus macarthurii,6,11,2012,311
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0657683,pc0657683,7ddf754f-d193-4cc9-b351-99906754a03b,,atractylocarpus,atractylocarpus novoguineensis,22,12,1935,356
http://coldb.mnhn.fr/catalognumber/mnhn/pc/fusion18832,fusion18832,7ddf754f-d193-4cc9-b351-99906754a03b,,atractylocarpus,atractylocarpus novoguineensis,22,12,1935,356
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0150687,pc0150687,7ddf754f-d193-4cc9-b351-99906754a03b,,atractylocarpus,atractylocarpus novoguineensis,22,12,1935,356
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0657644,pc0657644,7ddf754f-d193-4cc9-b351-99906754a03b,,atractylocarpus,atractylocarpus novoguineensis,24,12,1935,358
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0657684,pc0657684,7ddf754f-d193-4cc9-b351-99906754a03b,,atractylocarpus,atractylocarpus novoguineensis,28,12,1935,362
https://data.biodiversitydata.nl/naturalis/specimen/l.4165501,l.4165501,7ddf754f-d193-4cc9-b351-99906754a03b,"caille, o  18219",atroxima,atroxima afzeliana,23,4,1907,113
https://data.biodiversitydata.nl/naturalis/specimen/l.4165500,l.4165500,7ddf754f-d193-4cc9-b351-99906754a03b,"caille, o  18219",atroxima,atroxima afzeliana,23,4,1907,113
https://data.biodiversitydata.nl/naturalis/specimen/l.4165502,l.4165502,7ddf754f-d193-4cc9-b351-99906754a03b,"caille, o  18219",atroxima,atroxima afzeliana,23,4,1907,113
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00694230,p00694230,7ddf754f-d193-4cc9-b351-99906754a03b,,atroxima,atroxima afzeliana,21,5,1949,141
urn:catalog:mo:tropicos:100566697,100566697,7ddf754f-d193-4cc9-b351-99906754a03b,jongkind 11499,atroxima,atroxima afzeliana,18,10,2012,292
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00636177,p00636177,7ddf754f-d193-4cc9-b351-99906754a03b,,atroxima,atroxima liberica,24,2,1949,55
urn:catalog:mo:tropicos:101199577,101199577,7ddf754f-d193-4cc9-b351-99906754a03b,transects 246,aubrevillea,aubrevillea platycarpa,16,10,2019,289
urn:catalog:mo:tropicos:101199706,101199706,7ddf754f-d193-4cc9-b351-99906754a03b,transects 375,aubrevillea,aubrevillea platycarpa,20,10,2019,293
urn:catalog:mo:tropicos:101199900,101199900,7ddf754f-d193-4cc9-b351-99906754a03b,transects 482,aubrevillea,aubrevillea platycarpa,20,11,2019,324
urn:catalog:mo:tropicos:101200030,101200030,7ddf754f-d193-4cc9-b351-99906754a03b,transects 612,aubrevillea,aubrevillea platycarpa,24,11,2019,328
urn:catalog:mo:tropicos:101199367,101199367,7ddf754f-d193-4cc9-b351-99906754a03b,transects 37,aubrevillea,aubrevillea platycarpa,25,9,2019,268
urn:catalog:mo:tropicos:101199377,101199377,7ddf754f-d193-4cc9-b351-99906754a03b,transects 47,aubrevillea,aubrevillea platycarpa,26,9,2019,269
urn:catalog:mo:tropicos:101199519,101199519,7ddf754f-d193-4cc9-b351-99906754a03b,transects 189,aubrevillea,aubrevillea platycarpa,10,4,2019,100
urn:catalog:mo:tropicos:101200227,101200227,7ddf754f-d193-4cc9-b351-99906754a03b,transects 809,aubrevillea,aubrevillea platycarpa,12,4,2019,102
urn:catalog:mo:tropicos:101200284,101200284,7ddf754f-d193-4cc9-b351-99906754a03b,transects 866,aubrevillea,aubrevillea platycarpa,12,6,2019,163
urn:catalog:mo:tropicos:101118286,101118286,7ddf754f-d193-4cc9-b351-99906754a03b,towns 1016,aucoumea,aucoumea klaineana,24,7,2012,206
urn:catalog:mo:tropicos:101118293,101118293,7ddf754f-d193-4cc9-b351-99906754a03b,towns 750,aucoumea,aucoumea klaineana,7,4,2012,98
urn:catalog:mo:tropicos:101118298,101118298,7ddf754f-d193-4cc9-b351-99906754a03b,towns 939b,aucoumea,aucoumea klaineana,8,5,2012,129
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01191650,p01191650,7ddf754f-d193-4cc9-b351-99906754a03b,,aulacocalyx,aulacocalyx jasminiflora,28,3,1949,87
urn:catalog:mo:tropicos:100480246,100480246,7ddf754f-d193-4cc9-b351-99906754a03b,bidault 248,auxopus,auxopus macranthus,2,6,2012,154
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01195607,p01195607,7ddf754f-d193-4cc9-b351-99906754a03b,,averrhoa,averrhoa bilimbi,29,11,1961,333
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01195606,p01195606,7ddf754f-d193-4cc9-b351-99906754a03b,,averrhoa,averrhoa bilimbi,29,11,1961,333
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01195466,p01195466,7ddf754f-d193-4cc9-b351-99906754a03b,,averrhoa,averrhoa carambola,25,11,1961,329
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01195467,p01195467,7ddf754f-d193-4cc9-b351-99906754a03b,,averrhoa,averrhoa carambola,25,11,1961,329
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00924391,p00924391,7ddf754f-d193-4cc9-b351-99906754a03b,,averrhoa,averrhoa carambola,29,11,1961,333
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00960072,p00960072,7ddf754f-d193-4cc9-b351-99906754a03b,,averrhoa,averrhoa carambola,29,11,1961,333
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00924392,p00924392,7ddf754f-d193-4cc9-b351-99906754a03b,,averrhoa,averrhoa carambola,29,11,1961,333
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00960071,p00960071,7ddf754f-d193-4cc9-b351-99906754a03b,,averrhoa,averrhoa carambola,29,11,1961,333
http://n2t.net/ark:/65665/3a224aeb5-68d3-4fb8-baff-e37f75455dc2,2236064,7ddf754f-d193-4cc9-b351-99906754a03b,7441,axonopus,axonopus compressus,22,4,1956,113
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00621817,p00621817,7ddf754f-d193-4cc9-b351-99906754a03b,,axonopus,axonopus compressus,12,4,1949,102
http://n2t.net/ark:/65665/33aa7375a-5d37-417b-9f7b-30a76ca5b3d0,2236065,7ddf754f-d193-4cc9-b351-99906754a03b,7446,axonopus,axonopus flexuosus,22,4,1956,113
https://data.biodiversitydata.nl/naturalis/specimen/l.2772481,l.2772481,,"raynal, j  17016",bacopa,bacopa  aubl.,8,4,1973,98
https://data.biodiversitydata.nl/naturalis/specimen/l.2502680,l.2502680,7ddf754f-d193-4cc9-b351-99906754a03b,"raynal, j  17020",baeckea,baeckea,8,4,1973,98
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00695287,p00695287,7ddf754f-d193-4cc9-b351-99906754a03b,,baissea,baissea lane-poolei,28,3,1949,87
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00695288,p00695288,7ddf754f-d193-4cc9-b351-99906754a03b,,baissea,baissea lane-poolei,23,4,1949,113
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00695290,p00695290,7ddf754f-d193-4cc9-b351-99906754a03b,,baissea,baissea lane-poolei,6,2,1949,37
urn:catalog:mo:tropicos:100566468,100566468,7ddf754f-d193-4cc9-b351-99906754a03b,lerat 100,baissea,baissea leonensis,11,10,2012,285
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00695289,p00695289,7ddf754f-d193-4cc9-b351-99906754a03b,,baissea,baissea multiflora,17,3,1956,77
https://data.biodiversitydata.nl/naturalis/specimen/wag.1952426,wag.1952426,7ddf754f-d193-4cc9-b351-99906754a03b,"quiroz-villarreal, dk",baphia,baphia leptostemma,30,7,2012,212
https://data.biodiversitydata.nl/naturalis/specimen/wag.1952427,wag.1952427,7ddf754f-d193-4cc9-b351-99906754a03b,"quiroz-villarreal, dk",baphia,baphia leptostemma,30,7,2012,212
urn:catalog:mo:tropicos:100434074,100434074,,diabaté 1023,baphia,baphia nitida lodd.,14,10,2011,287
urn:catalog:mo:tropicos:101199775,101199775,,transects 444,baphia,baphia nitida lodd.,22,10,2019,295
urn:catalog:mo:tropicos:100566773,100566773,,jongkind 11575,baphia,baphia nitida lodd.,24,10,2012,298
urn:catalog:mo:tropicos:101200487,101200487,,transects 1071,baphia,baphia nitida lodd.,20,2,2020,51
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0134840,pc0134840,7ddf754f-d193-4cc9-b351-99906754a03b,,barbula,barbula,21,4,1898,111
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0134837,pc0134837,7ddf754f-d193-4cc9-b351-99906754a03b,,barbula,barbula,22,4,1898,112
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0134838,pc0134838,7ddf754f-d193-4cc9-b351-99906754a03b,,barbula,barbula,22,4,1898,112
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0134839,pc0134839,7ddf754f-d193-4cc9-b351-99906754a03b,,barbula,barbula,22,4,1898,112
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0134841,pc0134841,7ddf754f-d193-4cc9-b351-99906754a03b,,barbula,barbula,22,4,1898,112
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0719410,pc0719410,7ddf754f-d193-4cc9-b351-99906754a03b,,barbula,barbula,18,10,1899,291
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0147117,pc0147117,6cfd67d6-4f9b-400b-8549-1933ac27936f,,barbula,barbula fulviseta,2,3,1898,61
http://coldb.mnhn.fr/catalognumber/mnhn/p/p02433858,p02433858,7ddf754f-d193-4cc9-b351-99906754a03b,,barringtonia,barringtonia calyptrocalyx,10,11,2012,315
https://data.biodiversitydata.nl/naturalis/specimen/wag.1702578,wag.1702578,,"pobéguin (guinea series), cho  101",bauhinia,bauhinia rufescens lam.,1,1,1900,1
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0102071,pc0102071,6cfd67d6-4f9b-400b-8549-1933ac27936f,,bazzania,bazzania hyalostipula,22,4,1925,112
urn:catalog:mo:tropicos:101115963,101115963,7ddf754f-d193-4cc9-b351-99906754a03b,parmentier 393,begonia,begonia clypeifolia,7,2,1999,38
urn:catalog:mo:tropicos:101115885,101115885,7ddf754f-d193-4cc9-b351-99906754a03b,parmentier 2681,begonia,begonia clypeifolia,5,10,2002,278
urn:catalog:mo:tropicos:101115899,101115899,7ddf754f-d193-4cc9-b351-99906754a03b,parmentier 2909,begonia,begonia elatostemmoides,5,11,2002,309
urn:catalog:mo:tropicos:101115905,101115905,7ddf754f-d193-4cc9-b351-99906754a03b,parmentier 3035,begonia,begonia komoensis,15,5,2002,135
urn:catalog:mo:tropicos:101115928,101115928,7ddf754f-d193-4cc9-b351-99906754a03b,parmentier 3433,begonia,begonia komoensis,27,5,2002,147
urn:catalog:mo:tropicos:101115929,101115929,7ddf754f-d193-4cc9-b351-99906754a03b,parmentier 3435,begonia,begonia komoensis,27,5,2002,147
urn:catalog:mo:tropicos:101115888,101115888,7ddf754f-d193-4cc9-b351-99906754a03b,parmentier 2702,begonia,begonia komoensis,5,10,2002,278
urn:catalog:mo:tropicos:101115902,101115902,7ddf754f-d193-4cc9-b351-99906754a03b,parmentier 2959,begonia,begonia komoensis,5,11,2002,309
urn:catalog:mo:tropicos:100566306,100566306,,mas 1566,begonia,begonia l.,11,7,2012,193
urn:catalog:mo:tropicos:100427267,100427267,7ddf754f-d193-4cc9-b351-99906754a03b,jongkind 11143,begonia,begonia macrocarpa,20,9,2011,263
urn:catalog:mo:tropicos:100566648,100566648,7ddf754f-d193-4cc9-b351-99906754a03b,bilivogui 229,begonia,begonia macrocarpa,11,6,2012,163
urn:catalog:mo:tropicos:100426801,100426801,7ddf754f-d193-4cc9-b351-99906754a03b,phillipson 6330,begonia,begonia oxyloba,14,10,2011,287
urn:catalog:mo:tropicos:100427262,100427262,7ddf754f-d193-4cc9-b351-99906754a03b,jongkind 11138,begonia,begonia oxyloba,20,9,2011,263
urn:catalog:mo:tropicos:100514812,100514812,7ddf754f-d193-4cc9-b351-99906754a03b,diabaté 920,begonia,begonia oxyloba,27,9,2011,270
urn:catalog:mo:tropicos:100431514,100431514,7ddf754f-d193-4cc9-b351-99906754a03b,bilivogui 82,begonia,begonia oxyloba,10,7,2011,191
urn:catalog:mo:tropicos:100428440,100428440,7ddf754f-d193-4cc9-b351-99906754a03b,bidault 166,begonia,begonia oxyloba,10,9,2011,253
urn:catalog:mo:tropicos:100431353,100431353,7ddf754f-d193-4cc9-b351-99906754a03b,bilivogui 89,begonia,begonia oxyloba,10,10,2011,283
urn:catalog:mo:tropicos:100566293,100566293,7ddf754f-d193-4cc9-b351-99906754a03b,mas 1553,begonia,begonia oxyloba,11,2,2012,42
urn:catalog:mo:tropicos:100566440,100566440,7ddf754f-d193-4cc9-b351-99906754a03b,lerat 72,begonia,begonia oxyloba,11,5,2012,132
urn:catalog:mo:tropicos:100467203,100467203,7ddf754f-d193-4cc9-b351-99906754a03b,mas 1264,begonia,begonia quadrialata,20,2,2012,51
urn:catalog:mo:tropicos:100467571,100467571,7ddf754f-d193-4cc9-b351-99906754a03b,bidault 203,begonia,begonia quadrialata,2,3,2012,62
urn:catalog:mo:tropicos:100480265,100480265,7ddf754f-d193-4cc9-b351-99906754a03b,bidault 267,begonia,begonia quadrialata,2,11,2012,307
urn:catalog:mo:tropicos:100427347,100427347,,jongkind 11224,begonia,begonia rostrata welw. ex hook. f.,27,9,2011,270
urn:catalog:mo:tropicos:100566453,100566453,,lerat 85,begonia,begonia rostrata welw. ex hook. f.,11,7,2012,193
https://data.biodiversitydata.nl/naturalis/specimen/wag.1572995,wag.1572995,,"schnell, raa  6945",begonia,begonia rostrata welw. ex hook.f.,1,9,1954,244
https://data.biodiversitydata.nl/naturalis/specimen/wag.1572996,wag.1572996,,"schnell, raa  7441",begonia,begonia rostrata welw. ex hook.f.,1,10,1954,274
http://coldb.mnhn.fr/catalognumber/mnhn/p/p06844206,p06844206,7ddf754f-d193-4cc9-b351-99906754a03b,,begonia,begonia subcyclophylla,22,12,1907,356
http://coldb.mnhn.fr/catalognumber/mnhn/p/p06844205,p06844205,7ddf754f-d193-4cc9-b351-99906754a03b,,begonia,begonia subcyclophylla,22,12,1907,356
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00695003,p00695003,7ddf754f-d193-4cc9-b351-99906754a03b,,beilschmiedia,beilschmiedia,8,10,1971,281
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745526,p00745526,7ddf754f-d193-4cc9-b351-99906754a03b,,beilschmiedia,beilschmiedia acutifolia,21,1,1908,21
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745527,p00745527,7ddf754f-d193-4cc9-b351-99906754a03b,,beilschmiedia,beilschmiedia acutifolia,21,1,1908,21
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745530,p00745530,7ddf754f-d193-4cc9-b351-99906754a03b,,beilschmiedia,beilschmiedia acutifolia,7,1,1908,7
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745525,p00745525,7ddf754f-d193-4cc9-b351-99906754a03b,,beilschmiedia,beilschmiedia acutifolia,2,5,1908,123
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745529,p00745529,7ddf754f-d193-4cc9-b351-99906754a03b,,beilschmiedia,beilschmiedia acutifolia,2,5,1908,123
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745528,p00745528,7ddf754f-d193-4cc9-b351-99906754a03b,,beilschmiedia,beilschmiedia acutifolia,2,5,1908,123
http://specimens.kew.org/herbarium/k000044584,,7ddf754f-d193-4cc9-b351-99906754a03b,26235,beilschmiedia,beilschmiedia chevalieri,8,10,1971,281
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00540864,p00540864,d9a4eedb-e985-4456-ad46-3df8472e00e8,,beilschmiedia,beilschmiedia djalonensis,21,10,1907,294
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00540865,p00540865,d9a4eedb-e985-4456-ad46-3df8472e00e8,,beilschmiedia,beilschmiedia djalonensis,22,10,1907,295
urn:catalog:mo:tropicos:101199689,101199689,7ddf754f-d193-4cc9-b351-99906754a03b,transects 358,beilschmiedia,beilschmiedia mannii,20,10,2019,293
urn:catalog:mo:tropicos:101200466,101200466,7ddf754f-d193-4cc9-b351-99906754a03b,transects 1050,beilschmiedia,beilschmiedia mannii,20,2,2020,51
https://data.biodiversitydata.nl/naturalis/specimen/wag.1694815,wag.1694815,7ddf754f-d193-4cc9-b351-99906754a03b,"haba, pm",beilschmiedia,beilschmiedia mannii,12,12,2007,346
urn:catalog:mo:tropicos:101199470,101199470,9ca92552-f23a-41a8-a140-01abaa31c931,transects 140,beilschmiedia,beilschmiedia roxburgiana,10,2,2019,41
http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0078873,pc0078873,7ddf754f-d193-4cc9-b351-99906754a03b,,bellibarbula,bellibarbula recurva,21,5,1909,141
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00853918,p00853918,7ddf754f-d193-4cc9-b351-99906754a03b,,belonophora,belonophora coffeoides,23,6,2012,175
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00853678,p00853678,7ddf754f-d193-4cc9-b351-99906754a03b,,belonophora,belonophora coffeoides,29,6,2012,181
urn:catalog:mo:tropicos:101199595,101199595,7ddf754f-d193-4cc9-b351-99906754a03b,transects 264,belonophora,belonophora coffeoides,16,10,2019,289
urn:catalog:mo:tropicos:101199617,101199617,7ddf754f-d193-4cc9-b351-99906754a03b,transects 286,belonophora,belonophora coffeoides,18,10,2019,291
urn:catalog:mo:tropicos:101199653,101199653,7ddf754f-d193-4cc9-b351-99906754a03b,transects 322,belonophora,belonophora coffeoides,19,10,2019,292
urn:catalog:mo:tropicos:101199743,101199743,7ddf754f-d193-4cc9-b351-99906754a03b,transects 412,belonophora,belonophora coffeoides,21,10,2019,294
urn:catalog:mo:tropicos:100467212,100467212,7ddf754f-d193-4cc9-b351-99906754a03b,mas 1271,belonophora,belonophora coffeoides,20,2,2012,51
urn:catalog:mo:tropicos:100566324,100566324,7ddf754f-d193-4cc9-b351-99906754a03b,mas 1584,belonophora,belonophora coffeoides,11,8,2012,224
urn:catalog:mo:tropicos:101199467,101199467,7ddf754f-d193-4cc9-b351-99906754a03b,transects 137,belonophora,belonophora coffeoides,10,2,2019,41
urn:catalog:mo:tropicos:101200299,101200299,7ddf754f-d193-4cc9-b351-99906754a03b,transects 883,belonophora,belonophora coffeoides,2,8,2020,215
urn:catalog:mo:tropicos:101200338,101200338,7ddf754f-d193-4cc9-b351-99906754a03b,transects 922,belonophora,belonophora coffeoides,2,9,2020,246
urn:catalog:mo:tropicos:101200369,101200369,7ddf754f-d193-4cc9-b351-99906754a03b,transects 953,belonophora,belonophora coffeoides,2,10,2020,276
http://coldb.mnhn.fr/catalognumber/mnhn/p/p02143960,p02143960,7ddf754f-d193-4cc9-b351-99906754a03b,,belonophora,belonophora coffeoides,5,2,1949,36
https://data.biodiversitydata.nl/naturalis/specimen/l%20%200051079,l  0051079,,"bamler, g  60",belvisia,belvisia mucronata (fée) copel.,1,4,1914,91
urn:catalog:mo:tropicos:100429597,100429597,7ddf754f-d193-4cc9-b351-99906754a03b,bidault 148,bertiera,bertiera bracteolata,10,4,2011,100
https://data.biodiversitydata.nl/naturalis/specimen/l.2897439,l.2897439,7ddf754f-d193-4cc9-b351-99906754a03b,morvan  3149,bertiera,bertiera bracteolata,1,6,1913,152
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00853495,p00853495,7ddf754f-d193-4cc9-b351-99906754a03b,,bertiera,bertiera bracteolata,4,10,2011,277
s:vascularplants:s13-14040,s13-14040,7ddf754f-d193-4cc9-b351-99906754a03b,7616,bertiera,bertiera breviflora,8,10,1954,281
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00539267,p00539267,7ddf754f-d193-4cc9-b351-99906754a03b,,bertiera,bertiera chevalieri,23,2,1909,54
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00539268,p00539268,7ddf754f-d193-4cc9-b351-99906754a03b,,bertiera,bertiera chevalieri,23,2,1909,54
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545596,p00545596,6cfd67d6-4f9b-400b-8549-1933ac27936f,,bertiera,bertiera racemosa,21,4,1956,112
https://data.biodiversitydata.nl/naturalis/specimen/wag.1552542,wag.1552542,6cfd67d6-4f9b-400b-8549-1933ac27936f,"sonké, b",bertiera,bertiera racemosa,13,8,2001,225
https://data.biodiversitydata.nl/naturalis/specimen/wag.1552740,wag.1552740,6cfd67d6-4f9b-400b-8549-1933ac27936f,"sonké, b",bertiera,bertiera racemosa,14,8,2001,226
https://data.biodiversitydata.nl/naturalis/specimen/wag.1552559,wag.1552559,6cfd67d6-4f9b-400b-8549-1933ac27936f,"sonké, b",bertiera,bertiera racemosa,14,8,2001,226
https://data.biodiversitydata.nl/naturalis/specimen/wag.1552557,wag.1552557,6cfd67d6-4f9b-400b-8549-1933ac27936f,"sonké, b",bertiera,bertiera racemosa,15,8,2001,227
urn:catalog:mo:tropicos:100566778,100566778,6cfd67d6-4f9b-400b-8549-1933ac27936f,jongkind 11580,bertiera,bertiera racemosa,24,10,2012,298
urn:catalog:mo:tropicos:100566432,100566432,7ddf754f-d193-4cc9-b351-99906754a03b,lerat 64,bertiera,bertiera spicata,11,2,2012,42
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00853914,p00853914,7ddf754f-d193-4cc9-b351-99906754a03b,,bertiera,bertiera spicata,3,7,2012,185
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00853396,p00853396,7ddf754f-d193-4cc9-b351-99906754a03b,,bertiera,bertiera spicata,2,11,2012,307
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836147,p00836147,6cfd67d6-4f9b-400b-8549-1933ac27936f,,bikkia,bikkia grandiflora,18,7,1841,199
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836146,p00836146,6cfd67d6-4f9b-400b-8549-1933ac27936f,,bikkia,bikkia grandiflora,18,7,1841,199
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836149,p00836149,7ddf754f-d193-4cc9-b351-99906754a03b,,bikkia,bikkia guilloviana,22,4,1841,112
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01192350,p01192350,7ddf754f-d193-4cc9-b351-99906754a03b,,biophytum,biophytum,14,11,1949,318
http://n2t.net/ark:/65665/35b2fe790-81eb-4478-b0f3-7ae38880450f,2866494,7ddf754f-d193-4cc9-b351-99906754a03b,889,biophytum,biophytum umbraculum,14,11,1938,318
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00695808,p00695808,7ddf754f-d193-4cc9-b351-99906754a03b,,biophytum,biophytum umbraculum,10,7,1949,191
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01192351,p01192351,7ddf754f-d193-4cc9-b351-99906754a03b,,biophytum,biophytum umbraculum,8,8,1949,220
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00957607,p00957607,7ddf754f-d193-4cc9-b351-99906754a03b,,bixa,bixa orellana,22,10,1961,295
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00924682,p00924682,7ddf754f-d193-4cc9-b351-99906754a03b,,bixa,bixa orellana,23,11,1961,327
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00924681,p00924681,7ddf754f-d193-4cc9-b351-99906754a03b,,bixa,bixa orellana,23,11,1961,327
urn:catalog:mo:tropicos:100566315,100566315,,mas 1575,blaeria,blaeria l.,11,8,2012,224
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01532230,p01532230,7ddf754f-d193-4cc9-b351-99906754a03b,,blechnum,blechnum,25,11,1945,329
urn:catalog:mo:tropicos:101200569,101200569,,transects 1153,blighia,blighia k.d. koenig,23,2,2020,54
urn:catalog:mo:tropicos:101200340,101200340,7ddf754f-d193-4cc9-b351-99906754a03b,transects 924,blighia,blighia unijugata,2,9,2020,246
urn:catalog:mo:tropicos:100427332,100427332,7ddf754f-d193-4cc9-b351-99906754a03b,jongkind 11209,blotiella,blotiella currorii,26,9,2011,269
urn:catalog:mo:tropicos:100566380,100566380,7ddf754f-d193-4cc9-b351-99906754a03b,lerat 12,blotiella,blotiella reducta,25,10,2012,299
urn:catalog:mo:tropicos:100467204,100467204,7ddf754f-d193-4cc9-b351-99906754a03b,mas 1265,blotiella,blotiella reducta,20,2,2012,51
urn:catalog:mo:tropicos:100427316,100427316,7ddf754f-d193-4cc9-b351-99906754a03b,jongkind 11192,blotiella,blotiella reducta,23,9,2011,266
urn:catalog:mo:tropicos:100480267,100480267,7ddf754f-d193-4cc9-b351-99906754a03b,bidault 269,blotiella,blotiella reducta,2,11,2012,307
https://data.biodiversitydata.nl/naturalis/specimen/l.3032041,l.3032041,,"raynal, j  16889",blumea,blumea  dc.,3,4,1973,93
urn:catalog:mo:tropicos:100566673,100566673,,bilivogui 254,blumea,blumea dc.,11,12,2012,346
http://coldb.mnhn.fr/catalognumber/mnhn/p/p033292,p033292,7ddf754f-d193-4cc9-b351-99906754a03b,,blumea,blumea heudelotii,21,12,1936,356
https://data.biodiversitydata.nl/naturalis/specimen/wag.1950751,wag.1950751,7ddf754f-d193-4cc9-b351-99906754a03b,"towns, am",bobgunnia,bobgunnia fistuloides,17,7,2012,199
https://data.biodiversitydata.nl/naturalis/specimen/wag.1950734,wag.1950734,7ddf754f-d193-4cc9-b351-99906754a03b,"towns, am",bobgunnia,bobgunnia fistuloides,8,6,2012,160
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00061224,p00061224,7ddf754f-d193-4cc9-b351-99906754a03b,,boea,boea mollis,8,3,1908,68
