dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.year
"kayombo, cj; wimbe, e  6979",spermacoce,spermacoce,spermacoce  l.,2,9,2011,245
schmidt 2459,spermacoce,spermacoce arvensis,spermacoce arvensis (hiern) r.d. good,5,3,1997,64
harder 3684,spermacoce,spermacoce arvensis,spermacoce arvensis (hiern) r.d. good,12,3,1996,72
abeid 2204,spermacoce,spermacoce capitellata,spermacoce l.,23,8,2005,235
kuchar 23062,spermacoce,spermacoce capitellata,spermacoce l.,21,2,2000,52
harder 3685,spermacoce,spermacoce capitellata,spermacoce l.,12,3,1996,72
abeid 2190,spermacoce,spermacoce capitellata,spermacoce l.,22,8,2005,234
,spermacoce,spermacoce dibrachiata,spermacoce dibrachiata,23,5,1987,143
mwangoka 5925,spermacoce,spermacoce dibrachiata,spermacoce dibrachiata oliv.,27,10,2008,301
gereau 4364,spermacoce,spermacoce dibrachiata,spermacoce dibrachiata oliv.,19,3,1991,78
"malaisse, f; goetghebeur, p  216",spermacoce,spermacoce dibrachiata,spermacoce dibrachiata oliv.,24,4,1985,114
mwangoka 6277,spermacoce,spermacoce dibrachiata,spermacoce dibrachiata oliv.,4,7,2009,185
schmidt 1290,spermacoce,spermacoce dibrachiata,spermacoce dibrachiata oliv.,6,5,1994,126
nkhoma 199,spermacoce,spermacoce dibrachiata,spermacoce dibrachiata oliv.,9,5,1994,129
"kayombo, cj; ayubu, j; kibure, oa  6804",spermacoce,spermacoce princeae,spermacoce princeae (k.schum.) verdc.,10,8,2010,222
laizer 1260,spermacoce,spermacoce pusilla,spermacoce pusilla wall.,1,6,2005,152
harder 3559,spermacoce,spermacoce pusilla,spermacoce pusilla wall.,28,2,1996,59
zimba 1038,spermacoce,spermacoce pusilla,spermacoce pusilla wall.,8,3,1997,67
kuchar 21973,spermacoce,spermacoce senensis,spermacoce senensis (klotzsch) hiern,13,5,1999,133
"nevers, g de; charnley, s  3389",spermacoce,spermacoce sphaerostigma,spermacoce sphaerostigma (a.rich.) oliv.,1,5,1984,122
de nevers 3389,spermacoce,spermacoce sphaerostigma,spermacoce sphaerostigma (a. rich.) oliv.,1,5,1984,122
de nevers 3170,spermacoce,spermacoce sphaerostigma,spermacoce sphaerostigma (a. rich.) oliv.,3,4,1984,94
mwangoka 6269,spermacoce,spermacoce sphaerostigma,spermacoce sphaerostigma (a. rich.) oliv.,4,7,2009,185
harder 3103,spermacoce,spermacoce subvulgata,spermacoce subvulgata var. subvulgata,13,5,1994,133
kindeketa 911,spermacoce,spermacoce subvulgata,spermacoce subvulgata var. subvulgata,25,5,2001,145
kindeketa 928,spermacoce,spermacoce subvulgata,spermacoce subvulgata var. subvulgata,10,6,2001,161
mollel 586,spermacoce,spermacoce subvulgata,spermacoce subvulgata var. subvulgata,13,6,2001,164
harder 3992,spermacoce,spermacoce subvulgata,spermacoce subvulgata var. subvulgata,9,3,1997,68
kuchar 24061,spermacoce,spermacoce subvulgata,spermacoce subvulgata (k. schum.) j.g. garcía,8,8,2001,220
mboya 254,sphaeranthus,sphaeranthus steetzii,sphaeranthus steetzii oliv. & hiern,12,6,2001,163
nkhoma 244,sphenostylis,sphenostylis marginata,sphenostylis marginata subsp. erecta (baker f.) verdc.,24,5,1994,144
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  244",sphenostylis,sphenostylis marginata,sphenostylis marginata e.mey. subsp. erecta (baker) verdc.,24,5,1994,144
schmidt 2524,sphenostylis,sphenostylis marginata erecta,sphenostylis e. mey.,18,3,1997,77
gereau 4355,sphenostylis,sphenostylis stenocarpa,sphenostylis stenocarpa (hochst. ex a. rich.) harms,19,3,1991,78
gereau 1506,sporobolus,sporobolus festivus,sporobolus festivus hochst. ex a. rich.,17,12,1984,352
"bingham, mg  10839",sporobolus,sporobolus festivus,sporobolus festivus hochst. ex a.rich.,30,1,1996,30
kuchar 24326,sporobolus,sporobolus festivus,sporobolus festivus hochst. ex a. rich.,7,4,2001,97
kuchar 21948,sporobolus,sporobolus festivus,sporobolus festivus hochst. ex a. rich.,13,5,1999,133
"renvoize, sa  5710",sporobolus,sporobolus micranthus,sporobolus micranthus (steud.) t.durand & schinz,27,2,1996,58
renvoize 5710,sporobolus,sporobolus micranthus,sporobolus micranthus (steud.) t. durand & schinz,27,2,1996,58
renvoize 5714,sporobolus,sporobolus myrianthus,sporobolus myrianthus benth.,27,2,1996,58
"renvoize, sa  5714",sporobolus,sporobolus myrianthus,sporobolus myrianthus benth.,27,2,1996,58
kuchar 23616,sporobolus,sporobolus panicoides,sporobolus panicoides a. rich.,30,4,2000,121
renvoize 5736,sporobolus,sporobolus pyramidalis,sporobolus pyramidalis p. beauv.,1,3,1996,61
kuchar 23611,sporobolus,sporobolus pyramidalis,sporobolus pyramidalis p. beauv.,30,4,2000,121
kuchar 22919,sporobolus,sporobolus stapfianus,sporobolus stapfianus gand.,30,1,2000,30
festo 1978,stachys,stachys,stachys l.,8,6,2005,159
laizer 1486,stachytarpheta,stachytarpheta marginata,stachytarpheta vahl,16,2,2006,47
,stathmostelma,stathmostelma,stathmostelma,30,1,1993,30
4944,steganotaenia,steganotaenia araliacea,steganotaenia araliacea hichst.,1,12,2006,335
,steganotaenia,steganotaenia araliacea,stegnotaenia araliacea,3,2,1993,34
mollel 615,steganotaenia,steganotaenia araliacea,steganotaenia araliacea hochst.,13,6,2001,164
kindeketa 1096a,steganotaenia,steganotaenia araliacea,steganotaenia araliacea hochst.,15,6,2001,166
kindeketa 1233b,steganotaenia,steganotaenia araliacea,steganotaenia araliacea hochst.,26,6,2001,177
kuchar 22514,steganotaenia,steganotaenia araliacea,steganotaenia hochst.,10,10,1999,283
nkhoma 66,stephania,stephania abyssinica,stephania abyssinica (quart.-dill. & a. rich.) walp.,1,12,1993,335
harder 2527,stephania,stephania rotunda,stephania lour.,8,8,1995,220
schmidt 1480,sterculia,sterculia africana,sterculia africana (lour.) fiori,28,5,1994,148
mwangoka 4249,sterculia,sterculia balanghas,sterculia l.,23,8,2005,235
kuchar 24698,sterculia,sterculia balanghas,sterculia l.,16,6,2001,167
4249,sterculia,sterculia tragacantha,sterculia tragacantha,23,8,2005,235
kuchar 23775,stereospermum,stereospermum kunthianum,stereospermum kunthianum cham.,21,5,2000,142
gereau 6179,stereospermum,stereospermum kunthianum,stereospermum kunthianum cham.,2,11,1998,306
kuchar 22648,stereospermum,stereospermum kunthianum,stereospermum cham.,17,12,1999,351
kindeketa 1177,stereospermum,stereospermum kunthianum,stereospermum kunthianum cham.,20,6,2001,171
kuchar 25164,stigmatorhynchus,stigmatorhynchus umbelliferus,stigmatorhynchus umbellifer (k. schum.) schltr.,3,3,2002,62
harder 1282,stomatanthes,stomatanthes africanus,stomatanthes africanus (oliv. & hiern) r.m. king & h. rob.,28,10,1992,302
,stomatanthes,stomatanthes africanus,stomatanthes africanus (oliv. & hiern) r.m.king & h.rob.,28,10,1992,302
lovett 1218,streptocarpus,streptocarpus saundersii,streptocarpus lindl.,28,12,1986,362
festo 1994,streptocarpus,streptocarpus saundersii,streptocarpus lindl.,8,6,2005,159
festo 1993,streptocarpus,streptocarpus saundersii,streptocarpus lindl.,8,6,2005,159
kuchar 22765,streptopetalum,streptopetalum serratum,streptopetalum hochst.,22,1,2000,22
goldblatt 8270,striga,striga fulgens,striga fulgens (engl.) hepper,25,11,1986,329
harder 3152,strobilanthopsis,strobilanthopsis linifolia,strobilanthopsis linifolia (t. anderson ex c.b. clarke) milne-redh.,17,5,1994,137
"harder, dk; schmidt, hh; nkhoma, cn; luwiika, b  3152",strobilanthopsis,strobilanthopsis linifolia,strobilanthopsis linifolia (t.anderson ex c.b.clarke) milne-redh.,17,5,1994,137
laizer 822,strombosia,strombosia scheffleri,strombosia scheffleri engl.,26,2,2001,57
mollel 609,strophanthus,strophanthus eminii,strophanthus eminii asch. & pax,13,6,2001,164
609,strophanthus,strophanthus eminii,strophanthus eminii,13,6,2001,164
kuchar 22667,strophanthus,strophanthus eminii,strophanthus eminii asch. & pax,18,12,1999,352
harder 1883,strophanthus,strophanthus gardeniiflorus,strophanthus gardeniiflorus gilg,16,11,1993,320
"harder, dk; merello, mc  1883",strophanthus,strophanthus gardeniiflorus,strophanthus gardeniiflorus gilg,16,11,1993,320
smith 2,strophanthus,strophanthus sarmentosus,strophanthus dc.,17,11,1993,321
mwangoka 2994,strophanthus,strophanthus sarmentosus,strophanthus dc.,28,6,2002,179
kuchar 22633,strophanthus,strophanthus sarmentosus,strophanthus dc.,17,12,1999,351
harder 3163,strophanthus,strophanthus welwitschii,strophanthus welwitschii (baill.) k. schum.,17,5,1994,137
gereau 4991,strophanthus,strophanthus welwitschii,strophanthus welwitschii (baill.) k. schum.,3,11,1992,308
harder 2136,strophanthus,strophanthus welwitschii,strophanthus welwitschii (baill.) k. schum.,25,11,1993,329
"kuchar, p  22718",strychnos,strychnos,strychnos  l.,18,12,1999,352
"kuchar, p  24947",strychnos,strychnos,strychnos  l.,3,11,2001,307
"mwangoka, ma; matama, h  3987",strychnos,strychnos,strychnos  l.,1,8,2005,213
"laizer, gs; kayombo, cj; matumbi, s; ibrahim  1340",strychnos,strychnos,strychnos  l.,3,11,2005,307
"laizer, gs; kayombo, cj; matumbi, s; ibrahim  1350",strychnos,strychnos,strychnos  l.,3,11,2005,307
"kayombo, cj; wimbe, e  6969",strychnos,strychnos,strychnos  l.,2,9,2011,245
"kuchar, p  24967",strychnos,strychnos,strychnos  l.,17,11,2001,321
harder 3118,strychnos,strychnos angolensis,strychnos angolensis gilg,13,5,1994,133
mollel 648,strychnos,strychnos cocculoides,strychnos cocculoides baker,15,12,2001,349
kindeketa 1157,strychnos,strychnos cocculoides,strychnos cocculoides baker,18,6,2001,169
mollel 726,strychnos,strychnos cocculoides,strychnos cocculoides baker,16,12,2001,350
kayombo 5057,strychnos,strychnos cocculoides,strychnos cocculoides baker,29,10,2005,302
kuchar 24967,strychnos,strychnos colubrina,strychnos l.,17,11,2001,321
mwangoka 5931,strychnos,strychnos colubrina,strychnos l.,27,10,2008,301
kuchar 24836,strychnos,strychnos colubrina,strychnos l.,15,9,2001,258
kayombo 3365,strychnos,strychnos colubrina,strychnos l.,26,7,2000,208
kuchar 22111,strychnos,strychnos colubrina,strychnos l.,8,6,1999,159
kuchar 24929,strychnos,strychnos colubrina,strychnos l.,14,10,2001,287
kuchar 22447,strychnos,strychnos colubrina,strychnos l.,5,9,1999,248
laizer 1350,strychnos,strychnos colubrina,strychnos l.,3,11,2005,307
laizer 1340,strychnos,strychnos colubrina,strychnos l.,3,11,2005,307
mwangoka 3987,strychnos,strychnos colubrina,strychnos l.,1,8,2005,213
harder 1274,strychnos,strychnos innocua,strychnos innocua delile,28,10,1992,302
mollel 685,strychnos,strychnos innocua,strychnos innocua delile,15,12,2001,349
kindeketa 943,strychnos,strychnos innocua,strychnos innocua delile,10,6,2001,161
mollel 610,strychnos,strychnos innocua,strychnos innocua delile,13,6,2001,164
mawi 62,strychnos,strychnos innocua,strychnos innocua delile,16,12,2001,350
merello 999,strychnos,strychnos innocua,strychnos innocua delile,8,12,1993,342
lovett 459,strychnos,strychnos innocua,strychnos innocua delile,17,6,1991,168
kindeketa 1385,strychnos,strychnos innocua,strychnos innocua delile,8,12,2001,342
"merello, mc; harder, dk; nkhoma, cn  999",strychnos,strychnos innocua,strychnos innocua delile,8,12,1993,342
"harder, dk; gereau, re; kayombo, mj; kayombo, cj  1274",strychnos,strychnos innocua,strychnos innocua delile,28,10,1992,302
,strychnos,strychnos madagascariensis,strycnos madagascariensis,26,3,1989,85
mwangoka 3104,strychnos,strychnos madagascariensis,strychnos madagascariensis poir.,29,7,2004,211
mwangoka 7491,strychnos,strychnos madagascariensis,strychnos madagascariensis poir.,28,10,2011,301
schmidt 1188,strychnos,strychnos madagascariensis,strychnos madagascariensis poir.,14,11,1993,318
kindeketa 941,strychnos,strychnos madagascariensis,strychnos madagascariensis poir.,10,6,2001,161
mboya 357,strychnos,strychnos potatorum,strychnos potatorum l. f.,19,6,2001,170
kindeketa 1203,strychnos,strychnos potatorum,strychnos potatorum l. f.,23,6,2001,174
harder 2190,strychnos,strychnos potatorum,strychnos potatorum l. f.,29,11,1993,333
pochron 17,strychnos,strychnos potatorum,strychnos potatorum l. f.,22,6,1995,173
mollel 719,strychnos,strychnos potatorum,strychnos potatorum l. f.,16,12,2001,350
harder 3968,strychnos,strychnos potatorum,strychnos potatorum l. f.,9,3,1997,68
"harder, dk; schmidt, hh; zimba, nb; luwiika, b  3968",strychnos,strychnos potatorum,strychnos potatorum l.f.,9,3,1997,68
kibure 845,strychnos,strychnos potatorum,strychnos potatorum l. f.,23,4,2003,113
mollel 579,strychnos,strychnos potatorum,strychnos potatorum l. f.,13,6,2001,164
kindeketa 1173,strychnos,strychnos pungens,strychnos pungens soler.,20,6,2001,171
kuchar 24947,strychnos,strychnos pungens,strychnos pungens soler.,3,11,2001,307
kindeketa 1222,strychnos,strychnos spinosa,strychnos spinosa lam.,25,6,2001,176
harder 3935,stylochaeton,stylochaeton puberulum,stylochiton puberulus n.e. br.,2,3,1997,61
luke 10111,stylochiton,stylochiton euryphyllus,stylochiton euryphyllus mildbr.,13,12,2003,347
kuchar 22726,stylosanthes,stylosanthes fruticosa,stylosanthes fruticosa (retz.) alston,22,1,2000,22
mollel 711,stylosanthes,stylosanthes fruticosa,stylosanthes fruticosa (retz.) alston,16,12,2001,350
mboya 602,stylosanthes,stylosanthes fruticosa,stylosanthes fruticosa (retz.) alston,2,8,2002,214
harder 2545,stylosanthes,stylosanthes viscosa,stylosanthes sw.,8,8,1995,220
,summerhayesia,summerhayesia zambesiaca,summerhayesia zambesiaca,27,3,1985,86
kayombo 3347,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,23,7,2000,205
3347,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,23,7,2000,205
gereau 6153,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,28,10,1998,301
luke 9747,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,27,11,2003,331
anderson 726,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,13,10,1951,286
laizer 1357,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,3,11,2005,307
,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia,28,10,1998,301
ezrom 213,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,15,11,2005,319
evans 5,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,8,10,1951,281
abeid 356,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,31,10,1998,304
harder 3176,syngonanthus,syngonanthus ceranthemoides,syngonanthus ruhland,17,5,1994,137
harder 3110,synsepalum,synsepalum passargei,synsepalum passargei (engl.) t.d. penn.,13,5,1994,133
,synsepalum,synsepalum passargei,vincentella passargei,30,3,1985,89
"harder, dk; schmidt, hh; nkhoma, cn  3110",synsepalum,synsepalum passargei,synsepalum passargei (engl.) t.d.penn.,13,5,1994,133
harder 1512,syzygium,syzygium cordatum,syzygium cordatum hochst.,28,11,1992,333
5324,syzygium,syzygium cordatum,syzygium cordatum hochst. ex krauss,2,6,2008,154
harder 1202,syzygium,syzygium cordatum,syzygium cordatum hochst.,24,10,1992,298
gereau 3851,syzygium,syzygium cordatum,syzygium cordatum hochst.,3,2,1991,34
mwangoka 6274,syzygium,syzygium guineense,syzygium guineense subsp. afromontanum f. white,4,7,2009,185
kuchar 24924,syzygium,syzygium guineense,syzygium guineense (willd.) dc.,14,10,2001,287
rodgers mrc 777,syzygium,syzygium guineense,syzygium guineense (willd.) dc.,4,10,1969,277
bjørnstad ab 2300,syzygium,syzygium guineense,syzygium guineense (willd.) dc.,24,12,1972,359
,syzygium,syzygium guineense,syzygium guineense,28,5,1971,148
laizer 824,tabernaemontana,tabernaemontana stapfiana,tabernaemontana stapfiana britten,26,2,2001,57
harder 3179,tabernaemontana,tabernaemontana ventricosa,tabernaemontana ventricosa hochst. ex a. dc.,17,5,1994,137
nkhoma 264,tacca,tacca leontopetaloides,tacca leontopetaloides (l.) kuntze,24,5,1994,144
,tapinanthus,tapinanthus dependens,tapinanthus dependens,14,5,1994,134
"strid, pak  2384",tapinanthus,tapinanthus dependens,tapinanthus dependens (engl.) danser,22,10,1972,296
5318,tapinanthus,tapinanthus forbesii,tapinanthus forbesii (sprague) wiens,2,6,2008,154
nawa 115,tapinanthus,tapinanthus forbesii,tapinanthus forbesii (sprague) wiens,24,2,1995,55
kayombo 3346,tapinanthus,tapinanthus lanceoiatus,tapinanthus (blume) rchb.,23,7,2000,205
zimba 968,tapinanthus,tapinanthus oleifolius,tapinanthus oleifolius (j.c. wendl.) danser,23,2,1997,54
,tapinanthus,tapinanthus quequensis,tapinanthus quequensis (weim.) polhill & wiens,22,7,1968,204
mollel 681,tarenna,tarenna burttii,tarenna burttii bridson,15,12,2001,349
mollel 670,tarenna,tarenna burttii,tarenna burttii bridson,15,12,2001,349
harder 3180,tarenna,tarenna eketensis,tarenna eketensis var. zambesiaca degreef,17,5,1994,137
2462,tarenna,tarenna luteola,tarenna luteola (stapf) bremek.,5,3,1997,64
schmidt 2462,tarenna,tarenna luteola,tarenna luteola (stapf) bremek.,5,3,1997,64
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2462",tarenna,tarenna luteola,tarenna luteola (stapf) bremek.,5,3,1997,64
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  232",tarenna,tarenna pavettoides,tarenna pavettoides (harv.) sim subsp. gillmanii bremek. ex bridson,15,5,1994,135
sallu 121,tarenna,tarenna pavettoides,tarenna pavettoides subsp. affinis (k. schum.) bridson,30,10,1998,303
,temnocalyx,temnocalyx nodulosa,temnocalyx obovatus,24,3,1989,83
harder 3939,tephrosia,tephrosia acaciaefolia,tephrosia acaciifolia welw. ex baker,2,3,1997,61
harder 3964,tephrosia,tephrosia acaciaefolia,tephrosia acaciifolia welw. ex baker,9,3,1997,68
mwangoka 6254,tephrosia,tephrosia aequilata,tephrosia aequilata baker,4,7,2009,185
"kayombo, cj; wimbe, e  6953",tephrosia,tephrosia aequilata,tephrosia aequilata baker,2,9,2011,245
mollel 774,tephrosia,tephrosia argyrotricha,tephrosia argyrotricha harms,22,12,2001,356
"kayombo, cj; ayubu, j; kibure, oa  6864",tephrosia,tephrosia bracteolata,tephrosia bracteolata guill. & perr.,11,8,2010,223
117,tephrosia,tephrosia cephalantha,tephrosia cephalantha baker,24,2,1995,55
nawa 117,tephrosia,tephrosia cephalantha,tephrosia cephalantha welw. ex baker,24,2,1995,55
s.n.,tephrosia,tephrosia elata,tephrosia elata deflers subsp. heckmanniana (harms) brummitt,2,6,2008,154
bingham 3783,tephrosia,tephrosia elata,tephrosia elata subsp. heckmanniana (harms) brummitt,5,8,1981,217
laizer 1258,tephrosia,tephrosia holstii,tephrosia holstii taub.,1,6,2005,152
schmidt 2464,tephrosia,tephrosia lupinifolia,tephrosia lupinifolia dc.,5,3,1997,64
kuchar 23623,tephrosia,tephrosia malvina,tephrosia malvina brummitt,30,4,2000,121
bingham 9975,tephrosia,tephrosia mimosoides,tephrosia pers.,4,2,1994,35
luwiika 24,tephrosia,tephrosia mimosoides,tephrosia pers.,13,2,1995,44
smith 237,tephrosia,tephrosia mimosoides,tephrosia pers.,16,2,1994,47
smith 242,tephrosia,tephrosia mimosoides,tephrosia pers.,16,2,1994,47
mwangoka 5934,tephrosia,tephrosia mimosoides,tephrosia pers.,27,10,2008,301
