dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day.of.the.year
157986,ac9dbbca-09ba-4142-8144-72ad73ad9965,collector number: 104,hibiscus,hibiscus lasiocarpus,19,2,1967,50
634320,9a2dfeef-7cc6-43cc-b2ca-10be0d4f7ade,collector number: 207,hibiscus,hibiscus lasiocarpus,20,6,1991,171
634320,9a2dfeef-7cc6-43cc-b2ca-10be0d4f7ade,collector number: 207,hibiscus,hibiscus lasiocarpus,20,6,1991,171
492743,6c5be1b0-710f-44d0-b32a-ba1c281e51d9,collector number: 2212,hippobroma,hippobroma longiflora,29,12,1981,363
492743,6c5be1b0-710f-44d0-b32a-ba1c281e51d9,collector number: 2212,hippobroma,hippobroma longiflora,29,12,1981,363
3127446,http://n2t.net/ark:/65665/3d65d05d2-892d-4bf5-8fe5-b9a0cf96304f,2212,hippobroma,hippobroma longiflora,29,12,1981,363
3127446,http://n2t.net/ark:/65665/3d65d05d2-892d-4bf5-8fe5-b9a0cf96304f,2212,hippobroma,hippobroma longiflora,29,12,1981,363
42702,e2d03386-6da6-4f23-8f58-f59368839d3e,collector number: 5383,humata,humata banksii,19,2,1931,50
42702,e2d03386-6da6-4f23-8f58-f59368839d3e,collector number: 5383,humata,humata banksii,19,2,1931,50
31142,bfb6f1f4-fc53-45d7-ae9c-c8302492c1aa,collector number: 10,humata,humata banksii,15,6,1967,166
31142,bfb6f1f4-fc53-45d7-ae9c-c8302492c1aa,collector number: 10,humata,humata banksii,15,6,1967,166
650061,71951732-f598-4f13-9708-af24caa6af04,collector number: 61021,humata,humata banksii,15,7,1981,196
650061,71951732-f598-4f13-9708-af24caa6af04,collector number: 61021,humata,humata banksii,15,7,1981,196
598512,0810a336-f768-49ed-921b-5bd9896cba84,collector number: 61021,humata,humata banksii,15,7,1981,196
598512,0810a336-f768-49ed-921b-5bd9896cba84,collector number: 61021,humata,humata banksii,15,7,1981,196
491590,f1bf5c36-0259-4077-b560-4fd3fbf0c7f5,collector number: 2224,humata,humata banksii,29,12,1981,363
491590,f1bf5c36-0259-4077-b560-4fd3fbf0c7f5,collector number: 2224,humata,humata banksii,29,12,1981,363
583303,eed22a58-a345-4529-9f4a-31172d455cb1,collector number: bhg 2373,humata,humata banksii,18,9,1988,262
583303,eed22a58-a345-4529-9f4a-31172d455cb1,collector number: bhg 2373,humata,humata banksii,18,9,1988,262
289791,bb034d45-ae17-43fd-a4eb-1bd039fe86fd,,humata,humata pectinata,18,2,1931,49
289791,bb034d45-ae17-43fd-a4eb-1bd039fe86fd,,humata,humata pectinata,18,2,1931,49
598514,ffec1f22-1dee-4e62-8e73-b48b69f068af,collector number: 63683,humata,humata pectinata,23,7,1982,204
598514,ffec1f22-1dee-4e62-8e73-b48b69f068af,collector number: 63683,humata,humata pectinata,23,7,1982,204
l.4024617,https://data.biodiversitydata.nl/naturalis/specimen/l.4024617,"zaneveld, js  s.n.",hydroclathrus,hydroclathrus clathratus (bory) howe,11,8,1985,223
l.4024617,https://data.biodiversitydata.nl/naturalis/specimen/l.4024617,"zaneveld, js  s.n.",hydroclathrus,hydroclathrus clathratus (bory) howe,11,8,1985,223
289899,878d3969-21d8-44fe-8995-7973dd6773e2,,hymenolepis,hymenolepis spicata,18,2,1931,49
289899,878d3969-21d8-44fe-8995-7973dd6773e2,,hymenolepis,hymenolepis spicata,18,2,1931,49
3635859,http://n2t.net/ark:/65665/3c377f6ef-87a8-4e6c-8972-4e8c331da39d,2326,hymenophyllum,hymenophyllum,7,7,1976,189
3635859,http://n2t.net/ark:/65665/3c377f6ef-87a8-4e6c-8972-4e8c331da39d,2326,hymenophyllum,hymenophyllum,7,7,1976,189
barcode-00290394,a03581a4-977d-4c6e-b30e-a4e5b7fe78a3,,hypnum,hypnum sodale,1,1,1838,1
barcode-00290394,a03581a4-977d-4c6e-b30e-a4e5b7fe78a3,,hypnum,hypnum sodale,1,1,1838,1
660075,b8987ad0-bb73-445e-affd-8cc426a8adb3,s.n.,hypoglossum,hypoglossum,8,5,1993,128
660075,b8987ad0-bb73-445e-affd-8cc426a8adb3,s.n.,hypoglossum,hypoglossum,8,5,1993,128
660073,529d40a3-1c22-4784-9eea-74d997ecd2c5,3499,hypoglossum,hypoglossum,3,7,1995,184
660073,529d40a3-1c22-4784-9eea-74d997ecd2c5,3499,hypoglossum,hypoglossum,3,7,1995,184
660074,1e3ea92e-73bc-43a1-8860-ce2092e2920c,3502,hypoglossum,hypoglossum caloglossoides,4,7,1995,185
660074,1e3ea92e-73bc-43a1-8860-ce2092e2920c,3502,hypoglossum,hypoglossum caloglossoides,4,7,1995,185
93757,3e6270d6-50bd-4388-af58-abb83b6d2316,collector number: 5390,hypolepis,hypolepis tenuifolia,18,2,1931,49
93757,3e6270d6-50bd-4388-af58-abb83b6d2316,collector number: 5390,hypolepis,hypolepis tenuifolia,18,2,1931,49
16322,b5bc19fc-fa2f-11e2-a92b-005056000560,92974,,hypopterygium nadeaudeanum,18,5,1998,138
16322,b5bc19fc-fa2f-11e2-a92b-005056000560,92974,,hypopterygium nadeaudeanum,18,5,1998,138
b82283,s:s-bryophytes:b82283,21.017,hypopterygium,hypopterygium tamarisci,19,7,1975,200
b82283,s:s-bryophytes:b82283,21.017,hypopterygium,hypopterygium tamarisci,19,7,1975,200
b83217,s:s-bryophytes:b83217,946,hypopterygium,hypopterygium tamarisci,7,8,1975,219
b83217,s:s-bryophytes:b83217,946,hypopterygium,hypopterygium tamarisci,7,8,1975,219
547512,3d64f875-2cf5-409d-bc46-724691e59d62,collector number: 8363,ilex,ilex anomala,9,7,1987,190
547512,3d64f875-2cf5-409d-bc46-724691e59d62,collector number: 8363,ilex,ilex anomala,9,7,1987,190
36393,e32f7d7e-d611-4471-ae3b-b44e7fcd2d15,collector number: 1,indigofera,indigofera suffruticosa,10,1,1969,10
36393,e32f7d7e-d611-4471-ae3b-b44e7fcd2d15,collector number: 1,indigofera,indigofera suffruticosa,10,1,1969,10
604100,c1d8f609-fc7d-4b39-b20a-1d4a63fbc86a,collector number: 61033,inga,inga edulis,16,7,1981,197
604100,c1d8f609-fc7d-4b39-b20a-1d4a63fbc86a,collector number: 61033,inga,inga edulis,16,7,1981,197
3173736,http://n2t.net/ark:/65665/39c289609-69b3-4fc4-bd77-67fb132246c5,61033,inga,inga edulis,16,7,1981,197
3173736,http://n2t.net/ark:/65665/39c289609-69b3-4fc4-bd77-67fb132246c5,61033,inga,inga edulis,16,7,1981,197
2921510,http://n2t.net/ark:/65665/3686bc670-f42c-4d28-9812-e06f7c1c7010,101,inga,inga edulis,19,7,1967,200
2921510,http://n2t.net/ark:/65665/3686bc670-f42c-4d28-9812-e06f7c1c7010,101,inga,inga edulis,19,7,1967,200
22347,f0f7919f-c86c-4bf0-9d53-92b87f8b8daa,collector number: 13,inocarpus,inocarpus fagifer,15,6,1967,166
702600,a8c933ab-e1a5-4675-8501-dac80c84ba23,collector number: 13,inocarpus,inocarpus fagifer,15,6,1967,166
22347,f0f7919f-c86c-4bf0-9d53-92b87f8b8daa,collector number: 13,inocarpus,inocarpus fagifer,15,6,1967,166
702600,a8c933ab-e1a5-4675-8501-dac80c84ba23,collector number: 13,inocarpus,inocarpus fagifer,15,6,1967,166
482851,6fab379b-ec2f-4c43-99f1-c454580dc311,collector number: 2094,inocarpus,inocarpus fagifer,22,12,1981,356
482851,6fab379b-ec2f-4c43-99f1-c454580dc311,collector number: 2094,inocarpus,inocarpus fagifer,22,12,1981,356
3186931,http://n2t.net/ark:/65665/3eeaa41d3-9fef-4b0f-9752-f732bd0192be,2094,inocarpus,inocarpus fagifer,22,12,1981,356
3186931,http://n2t.net/ark:/65665/3eeaa41d3-9fef-4b0f-9752-f732bd0192be,2094,inocarpus,inocarpus fagifer,22,12,1981,356
2921578,http://n2t.net/ark:/65665/3cc8a5ee1-36cf-4adb-944c-80b48438d2a2,3848,inocarpus,inocarpus fagifer,15,6,1957,166
2921578,http://n2t.net/ark:/65665/3cc8a5ee1-36cf-4adb-944c-80b48438d2a2,3848,inocarpus,inocarpus fagifer,15,6,1957,166
3173732,http://n2t.net/ark:/65665/3ee6e2ac9-1122-4750-8bf8-4d94b9130fe9,60981,inocarpus,inocarpus fagifer,13,7,1981,194
3186936,http://n2t.net/ark:/65665/3d642b807-e3f3-4b89-857b-c90a610d8bc7,60981,inocarpus,inocarpus fagifer,13,7,1981,194
3173732,http://n2t.net/ark:/65665/3ee6e2ac9-1122-4750-8bf8-4d94b9130fe9,60981,inocarpus,inocarpus fagifer,13,7,1981,194
3186936,http://n2t.net/ark:/65665/3d642b807-e3f3-4b89-857b-c90a610d8bc7,60981,inocarpus,inocarpus fagifer,13,7,1981,194
492430,3c035b4a-3356-43e2-bce6-d6575bc717f5,collector number: 4807,ipomoea,ipomoea batatas,11,8,1983,223
492430,3c035b4a-3356-43e2-bce6-d6575bc717f5,collector number: 4807,ipomoea,ipomoea batatas,11,8,1983,223
586119,5f9ac551-8fad-4403-9a25-ab2b69d3e72b,collector number: 60967,ipomoea,ipomoea littoralis,13,7,1981,194
586119,5f9ac551-8fad-4403-9a25-ab2b69d3e72b,collector number: 60967,ipomoea,ipomoea littoralis,13,7,1981,194
492889,b0f9304c-72fe-4b6b-9280-8fac518db540,collector number: 2138,ipomoea,ipomoea littoralis,24,12,1981,358
492889,b0f9304c-72fe-4b6b-9280-8fac518db540,collector number: 2138,ipomoea,ipomoea littoralis,24,12,1981,358
558152,7e12e592-b076-4fee-9e03-a197eb018e99,collector number: 2185,ipomoea,ipomoea littoralis,26,12,1981,360
558152,7e12e592-b076-4fee-9e03-a197eb018e99,collector number: 2185,ipomoea,ipomoea littoralis,26,12,1981,360
574245,f848b818-de4f-44c0-845f-49ac14ea3a0c,collector number: 5021,ipomoea,ipomoea littoralis,20,8,1983,232
574245,f848b818-de4f-44c0-845f-49ac14ea3a0c,collector number: 5021,ipomoea,ipomoea littoralis,20,8,1983,232
634345,f8522902-a389-4f8c-afa9-d9e9fd88a8e8,collector number: 230,ipomoea,ipomoea littoralis,21,6,1991,172
634345,f8522902-a389-4f8c-afa9-d9e9fd88a8e8,collector number: 230,ipomoea,ipomoea littoralis,21,6,1991,172
635733,c4ad7d00-a837-4613-b06a-6e32f103f431,collector number: 310,ipomoea,ipomoea littoralis,22,6,1991,173
635733,c4ad7d00-a837-4613-b06a-6e32f103f431,collector number: 310,ipomoea,ipomoea littoralis,22,6,1991,173
,http://n2t.net/ark:/65665/3e5d5b952-baa7-4dcf-91ef-9655d2f10de4,239,ipomoea,ipomoea littoralis,21,6,1991,172
,http://n2t.net/ark:/65665/328107b5a-c6b6-4f6b-a649-3484f2e7ccb0,230,ipomoea,ipomoea littoralis,21,6,1991,172
,http://n2t.net/ark:/65665/3e5d5b952-baa7-4dcf-91ef-9655d2f10de4,239,ipomoea,ipomoea littoralis,21,6,1991,172
,http://n2t.net/ark:/65665/328107b5a-c6b6-4f6b-a649-3484f2e7ccb0,230,ipomoea,ipomoea littoralis,21,6,1991,172
,http://n2t.net/ark:/65665/3847f2ec1-83f4-4a26-b7e5-82bf191f24a7,310,ipomoea,ipomoea littoralis,22,6,1991,173
3293561,http://n2t.net/ark:/65665/38ab3792b-b639-48bc-aed5-c5b9327f55c1,310,ipomoea,ipomoea littoralis,22,6,1991,173
,http://n2t.net/ark:/65665/3847f2ec1-83f4-4a26-b7e5-82bf191f24a7,310,ipomoea,ipomoea littoralis,22,6,1991,173
3293561,http://n2t.net/ark:/65665/38ab3792b-b639-48bc-aed5-c5b9327f55c1,310,ipomoea,ipomoea littoralis,22,6,1991,173
3192436,http://n2t.net/ark:/65665/3a4af895c-b0f7-4029-a736-b3bd4adbd20a,60967,ipomoea,ipomoea littoralis,13,7,1981,194
3192436,http://n2t.net/ark:/65665/3a4af895c-b0f7-4029-a736-b3bd4adbd20a,60967,ipomoea,ipomoea littoralis,13,7,1981,194
148271,d485044e-e964-43d2-8664-cb8edb04896e,collector number: 79,ipomoea,ipomoea littoralis,8,8,1962,220
148271,d485044e-e964-43d2-8664-cb8edb04896e,collector number: 79,ipomoea,ipomoea littoralis,8,8,1962,220
22303,864dceab-a2d0-46d5-9d85-65483d72dc31,collector number: 70,ipomoea,ipomoea littoralis,7,1,1967,7
22303,864dceab-a2d0-46d5-9d85-65483d72dc31,collector number: 70,ipomoea,ipomoea littoralis,7,1,1967,7
492420,7a2ce72e-7e18-4ee0-8c87-4d60e3f9007d,collector number: 4836,ipomoea,ipomoea littoralis,12,8,1983,224
492420,7a2ce72e-7e18-4ee0-8c87-4d60e3f9007d,collector number: 4836,ipomoea,ipomoea littoralis,12,8,1983,224
148280,06ba1aac-761a-4546-9e4d-02f15de2cf37,collector number: 43,ipomoea,ipomoea obscura,21,6,1967,172
22325,112ea810-3334-4322-87ff-aa06905241ba,collector number: 43,ipomoea,ipomoea obscura,21,6,1967,172
148280,06ba1aac-761a-4546-9e4d-02f15de2cf37,collector number: 43,ipomoea,ipomoea obscura,21,6,1967,172
22325,112ea810-3334-4322-87ff-aa06905241ba,collector number: 43,ipomoea,ipomoea obscura,21,6,1967,172
635738,41befd6a-f729-4874-a07e-eb03ab41ce66,collector number: 307,ipomoea,ipomoea pes-caprae pes-caprae,22,6,1991,173
635738,41befd6a-f729-4874-a07e-eb03ab41ce66,collector number: 307,ipomoea,ipomoea pes-caprae pes-caprae,22,6,1991,173
3293549,http://n2t.net/ark:/65665/3a72af642-62c0-4a5e-bfd4-863d9be0002f,307,ipomoea,ipomoea pes-caprae pes-caprae,22,6,1991,173
,http://n2t.net/ark:/65665/341dabe21-2894-4a1c-9fc2-2f0d9bf60c55,307,ipomoea,ipomoea pes-caprae pes-caprae,22,6,1991,173
3293549,http://n2t.net/ark:/65665/3a72af642-62c0-4a5e-bfd4-863d9be0002f,307,ipomoea,ipomoea pes-caprae pes-caprae,22,6,1991,173
,http://n2t.net/ark:/65665/341dabe21-2894-4a1c-9fc2-2f0d9bf60c55,307,ipomoea,ipomoea pes-caprae pes-caprae,22,6,1991,173
637810,0ee2bcb2-a8df-4ef5-b1f7-46aff1e647d6,collector number: 149,ipomoea,ipomoea violacea,23,6,1990,174
637810,0ee2bcb2-a8df-4ef5-b1f7-46aff1e647d6,collector number: 149,ipomoea,ipomoea violacea,23,6,1990,174
634334,222917ab-21a9-4bd0-8188-94ef19211910,collector number: 218,ipomoea,ipomoea violacea,20,6,1991,171
634334,222917ab-21a9-4bd0-8188-94ef19211910,collector number: 218,ipomoea,ipomoea violacea,20,6,1991,171
3293564,http://n2t.net/ark:/65665/3d2461d84-1eb8-4c2e-ab19-2178e86ba0a8,218,ipomoea,ipomoea violacea,20,6,1991,171
,http://n2t.net/ark:/65665/306940be6-aaf1-4b26-89ff-01c5214c8f95,218,ipomoea,ipomoea violacea,20,6,1991,171
3293564,http://n2t.net/ark:/65665/3d2461d84-1eb8-4c2e-ab19-2178e86ba0a8,218,ipomoea,ipomoea violacea,20,6,1991,171
,http://n2t.net/ark:/65665/306940be6-aaf1-4b26-89ff-01c5214c8f95,218,ipomoea,ipomoea violacea,20,6,1991,171
,http://n2t.net/ark:/65665/35fd5ae23-52dc-481b-83c5-5ea0e0ff4d8b,149,ipomoea,ipomoea violacea,23,6,1990,174
,http://n2t.net/ark:/65665/35fd5ae23-52dc-481b-83c5-5ea0e0ff4d8b,149,ipomoea,ipomoea violacea,23,6,1990,174
3110589,http://n2t.net/ark:/65665/36216fc68-43cc-449d-bc18-b0b9f09ec535,4720,ipomoea,ipomoea violacea,8,8,1983,220
3110589,http://n2t.net/ark:/65665/36216fc68-43cc-449d-bc18-b0b9f09ec535,4720,ipomoea,ipomoea violacea,8,8,1983,220
492444,a0b2cf6b-8143-409e-9fa6-8242853df430,collector number: 4720,ipomoea,ipomoea violacea,8,8,1983,220
492444,a0b2cf6b-8143-409e-9fa6-8242853df430,collector number: 4720,ipomoea,ipomoea violacea,8,8,1983,220
2921550,http://n2t.net/ark:/65665/341a2cbc0-538c-4332-81ec-1d80e9ee838a,11,ixora,ixora casei,1,7,1967,182
2921550,http://n2t.net/ark:/65665/341a2cbc0-538c-4332-81ec-1d80e9ee838a,11,ixora,ixora casei,1,7,1967,182
22298,11b2f630-9c44-4e16-b9c4-9c4f7f0d1d72,collector number: 77,ixora,ixora casei,1,7,1967,182
22298,11b2f630-9c44-4e16-b9c4-9c4f7f0d1d72,collector number: 77,ixora,ixora casei,1,7,1967,182
3141952,http://n2t.net/ark:/65665/37287d0f2-8534-4318-b2c8-88803ee06efd,s.n.,ixora,ixora mooreensis,13,4,1898,103
3141952,http://n2t.net/ark:/65665/37287d0f2-8534-4318-b2c8-88803ee06efd,s.n.,ixora,ixora mooreensis,13,4,1898,103
p04022288,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04022288,,ixora,ixora mooreensis,13,4,1898,103
p04022288,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04022288,,ixora,ixora mooreensis,13,4,1898,103
p01051190,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051190,,ixora,ixora mooreensis,26,4,1898,116
p01051190,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051190,,ixora,ixora mooreensis,26,4,1898,116
p01051191,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051191,,ixora,ixora mooreensis,20,5,1898,140
p01051191,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051191,,ixora,ixora mooreensis,20,5,1898,140
175035,7d14de9c-2206-4e71-bfb5-de822b05a865,collector number: 513,ixora,ixora mooreensis,30,9,1926,273
175035,7d14de9c-2206-4e71-bfb5-de822b05a865,collector number: 513,ixora,ixora mooreensis,30,9,1926,273
22319,9909c6f5-0ad8-4ca4-a4b5-d080eefbeb4d,collector number: 51,ixora,ixora mooreensis,23,6,1977,174
22319,9909c6f5-0ad8-4ca4-a4b5-d080eefbeb4d,collector number: 51,ixora,ixora mooreensis,23,6,1977,174
660686,cd044f48-4119-42a9-907f-033e7f0840e3,collector number: 60968,ixora,ixora mooreensis,13,7,1981,194
660686,cd044f48-4119-42a9-907f-033e7f0840e3,collector number: 60968,ixora,ixora mooreensis,13,7,1981,194
599292,05525672-9bce-4090-b6df-4e350e4039b5,collector number: 61047,ixora,ixora mooreensis,16,7,1981,197
599292,05525672-9bce-4090-b6df-4e350e4039b5,collector number: 61047,ixora,ixora mooreensis,16,7,1981,197
599747,9d062f16-8e0b-4b3a-b9bf-83702bff405d,collector number: 63652,ixora,ixora mooreensis,21,7,1982,202
599747,9d062f16-8e0b-4b3a-b9bf-83702bff405d,collector number: 63652,ixora,ixora mooreensis,21,7,1982,202
599289,131b65d7-3209-40c1-9d95-b55909672f39,collector number: 63691,ixora,ixora mooreensis,23,7,1982,204
599763,5e5ed8e8-51ef-4406-9904-a4a1d169f628,collector number: 63679,ixora,ixora mooreensis,23,7,1982,204
599289,131b65d7-3209-40c1-9d95-b55909672f39,collector number: 63691,ixora,ixora mooreensis,23,7,1982,204
599763,5e5ed8e8-51ef-4406-9904-a4a1d169f628,collector number: 63679,ixora,ixora mooreensis,23,7,1982,204
p01051199,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051199,,ixora,ixora mooreensis,24,12,1981,358
3444477,http://n2t.net/ark:/65665/31182a2fe-2cff-46ca-a652-1dde074f4b84,2144,ixora,ixora mooreensis,24,12,1981,358
p01051199,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051199,,ixora,ixora mooreensis,24,12,1981,358
3444477,http://n2t.net/ark:/65665/31182a2fe-2cff-46ca-a652-1dde074f4b84,2144,ixora,ixora mooreensis,24,12,1981,358
p01051528,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051528,,ixora,ixora mooreensis,13,7,1981,194
3407991,http://n2t.net/ark:/65665/331e56365-b47f-4eb1-863b-f69b31cf8ff2,60968,ixora,ixora mooreensis,13,7,1981,194
p01051528,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051528,,ixora,ixora mooreensis,13,7,1981,194
3407991,http://n2t.net/ark:/65665/331e56365-b47f-4eb1-863b-f69b31cf8ff2,60968,ixora,ixora mooreensis,13,7,1981,194
p01051527,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051527,,ixora,ixora mooreensis,16,7,1981,197
p01051527,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051527,,ixora,ixora mooreensis,16,7,1981,197
3444374,http://n2t.net/ark:/65665/3998406a5-d2f7-42b6-83ed-cf522f30609d,63652,ixora,ixora mooreensis,21,7,1982,202
p01051526,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051526,,ixora,ixora mooreensis,21,7,1982,202
3444374,http://n2t.net/ark:/65665/3998406a5-d2f7-42b6-83ed-cf522f30609d,63652,ixora,ixora mooreensis,21,7,1982,202
p01051526,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051526,,ixora,ixora mooreensis,21,7,1982,202
3444383,http://n2t.net/ark:/65665/374a205af-ebeb-44e8-90c6-c74848631173,63679,ixora,ixora mooreensis,23,7,1982,204
3444382,http://n2t.net/ark:/65665/342926904-86be-4e0e-97d5-b4e9392ac6f9,63691,ixora,ixora mooreensis,23,7,1982,204
p01051525,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051525,,ixora,ixora mooreensis,23,7,1982,204
p01051524,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051524,,ixora,ixora mooreensis,23,7,1982,204
3444383,http://n2t.net/ark:/65665/374a205af-ebeb-44e8-90c6-c74848631173,63679,ixora,ixora mooreensis,23,7,1982,204
3444382,http://n2t.net/ark:/65665/342926904-86be-4e0e-97d5-b4e9392ac6f9,63691,ixora,ixora mooreensis,23,7,1982,204
p01051525,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051525,,ixora,ixora mooreensis,23,7,1982,204
p01051524,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051524,,ixora,ixora mooreensis,23,7,1982,204
p01051197,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051197,,ixora,ixora mooreensis,14,8,1983,226
p01051197,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051197,,ixora,ixora mooreensis,14,8,1983,226
p01051196,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051196,,ixora,ixora mooreensis,15,8,1983,227
p01051196,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051196,,ixora,ixora mooreensis,15,8,1983,227
p01051194,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051194,,ixora,ixora mooreensis,16,8,1983,228
p01051194,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051194,,ixora,ixora mooreensis,16,8,1983,228
p01051195,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051195,,ixora,ixora mooreensis,20,8,1983,232
p01051195,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051195,,ixora,ixora mooreensis,20,8,1983,232
415603,a23e9203-967b-4e2c-b663-cbcd1f4e3f99,collector number: 64,ixora,ixora mooreensis,6,1,1962,6
415603,a23e9203-967b-4e2c-b663-cbcd1f4e3f99,collector number: 64,ixora,ixora mooreensis,6,1,1962,6
3444486,http://n2t.net/ark:/65665/3aa9d84a2-1ba2-40cf-bd0d-3f763dbb91de,2286,ixora,ixora mooreensis,7,5,1976,128
p01051490,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051490,,ixora,ixora mooreensis,7,5,1976,128
3444486,http://n2t.net/ark:/65665/3aa9d84a2-1ba2-40cf-bd0d-3f763dbb91de,2286,ixora,ixora mooreensis,7,5,1976,128
p01051490,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051490,,ixora,ixora mooreensis,7,5,1976,128
p01051198,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051198,,ixora,ixora mooreensis,8,9,1983,251
p01051198,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051198,,ixora,ixora mooreensis,8,9,1983,251
p01051489,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051489,,ixora,ixora mooreensis,8,10,1983,281
p01051489,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051489,,ixora,ixora mooreensis,8,10,1983,281
p01051192,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051192,,ixora,ixora mooreensis,9,12,1986,343
p01051523,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051523,,ixora,ixora mooreensis,9,12,1986,343
p01051192,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051192,,ixora,ixora mooreensis,9,12,1986,343
p01051523,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051523,,ixora,ixora mooreensis,9,12,1986,343
p01051193,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051193,,ixora,ixora mooreensis,7,1,1987,7
p01051193,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01051193,,ixora,ixora mooreensis,7,1,1987,7
175034,d8468c94-0443-45be-b759-72d79ea467e2,collector number: 92,ixora,ixora mooreensis,8,8,1962,220
175034,d8468c94-0443-45be-b759-72d79ea467e2,collector number: 92,ixora,ixora mooreensis,8,8,1962,220
658728,3e74a52b-32bb-4878-a01c-a075c4f4a809,collector number: 2286,ixora,ixora mooreensis,5,7,1976,187
658728,3e74a52b-32bb-4878-a01c-a075c4f4a809,collector number: 2286,ixora,ixora mooreensis,5,7,1976,187
547504,0b52faa1-c75f-492f-94fe-668e25d4cc58,collector number: 8319,ixora,ixora mooreensis,1,7,1987,182
547504,0b52faa1-c75f-492f-94fe-668e25d4cc58,collector number: 8319,ixora,ixora mooreensis,1,7,1987,182
3087345,http://n2t.net/ark:/65665/35d8a4257-3cff-4753-93d0-2235cba2f4ba,4900,ixora,ixora phuluangensis,14,8,1983,226
3087345,http://n2t.net/ark:/65665/35d8a4257-3cff-4753-93d0-2235cba2f4ba,4900,ixora,ixora phuluangensis,14,8,1983,226
3087338,http://n2t.net/ark:/65665/3aa3f4d79-20ca-4970-a7ce-0618a6e2e679,5015,ixora,ixora phuluangensis,20,8,1983,232
3087338,http://n2t.net/ark:/65665/3aa3f4d79-20ca-4970-a7ce-0618a6e2e679,5015,ixora,ixora phuluangensis,20,8,1983,232
3110630,http://n2t.net/ark:/65665/3a951666b-b8d8-483e-a521-2935a25c36c6,4744,ixora,ixora phuluangensis,8,9,1983,251
3110630,http://n2t.net/ark:/65665/3a951666b-b8d8-483e-a521-2935a25c36c6,4744,ixora,ixora phuluangensis,8,9,1983,251
canb 867112.1,566544b2-1177-4198-acd1-a87ec476fcb4,20932,jackiella,jackiella javanica,8,7,1975,189
canb 867112.1,566544b2-1177-4198-acd1-a87ec476fcb4,20932,jackiella,jackiella javanica,8,7,1975,189
676203,73c78ae1-39b9-400d-9ae2-f4bc45ae2476,105-57,jania,jania pumila,8,5,1957,128
676203,73c78ae1-39b9-400d-9ae2-f4bc45ae2476,105-57,jania,jania pumila,8,5,1957,128
18494,32434a7c-5641-4907-9547-c9e1dd77bd85,collector number: 5396,jasminum,jasminum didymum,18,2,1931,49
18494,32434a7c-5641-4907-9547-c9e1dd77bd85,collector number: 5396,jasminum,jasminum didymum,18,2,1931,49
492599,51e76b19-2b54-458c-96ab-88acfe5f6dbe,collector number: 4907,jasminum,jasminum didymum,14,8,1983,226
492599,51e76b19-2b54-458c-96ab-88acfe5f6dbe,collector number: 4907,jasminum,jasminum didymum,14,8,1983,226
3087280,http://n2t.net/ark:/65665/3a5b317c8-bd3f-4710-9392-ca0c50343b0c,4907,jasminum,jasminum didymum,14,8,1983,226
3087280,http://n2t.net/ark:/65665/3a5b317c8-bd3f-4710-9392-ca0c50343b0c,4907,jasminum,jasminum didymum,14,8,1983,226
