dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day.of.the.year
31137,3671197f-7c21-4874-922b-b2e69e65643b,collector number: 159,abrodictyum,abrodictyum caudatum,8,6,1967,159
31137,3671197f-7c21-4874-922b-b2e69e65643b,collector number: 159,abrodictyum,abrodictyum caudatum,8,6,1967,159
574099,32853253-ada6-4d1d-a82e-5320a7ccbe00,collector number: 5038,acalypha,acalypha wilkesiana,21,8,1983,233
574099,32853253-ada6-4d1d-a82e-5320a7ccbe00,collector number: 5038,acalypha,acalypha wilkesiana,21,8,1983,233
90213174,urn:catalog:mo:tropicos:90213174,de sloover 21139,acroporium,acroporium stramineum,30,7,1975,211
90213174,urn:catalog:mo:tropicos:90213174,de sloover 21139,acroporium,acroporium stramineum,30,7,1975,211
649415,9fab38a6-d51e-4994-81cb-18afe526d436,collector number: 60944,acrostichum,acrostichum aureum,12,7,1981,193
514761,aaad6876-0c7a-4d27-aacb-739f2bdead8e,collector number: 60944,acrostichum,acrostichum aureum,12,7,1981,193
649415,9fab38a6-d51e-4994-81cb-18afe526d436,collector number: 60944,acrostichum,acrostichum aureum,12,7,1981,193
514761,aaad6876-0c7a-4d27-aacb-739f2bdead8e,collector number: 60944,acrostichum,acrostichum aureum,12,7,1981,193
697271,2096ab14-5ee1-4567-8cb1-3df8024baccd,collector number: 130,adenanthera,adenanthera pavonina,25,7,1967,206
697271,2096ab14-5ee1-4567-8cb1-3df8024baccd,collector number: 130,adenanthera,adenanthera pavonina,25,7,1967,206
2921528,http://n2t.net/ark:/65665/336c62e3b-3e31-44ae-8345-e55d790cf3d7,130,adenanthera,adenanthera pavonina,25,7,1967,206
2921528,http://n2t.net/ark:/65665/336c62e3b-3e31-44ae-8345-e55d790cf3d7,130,adenanthera,adenanthera pavonina,25,7,1967,206
152745,8a9ff3c4-cdcb-4e37-976f-349e3bb9bafe,collector number: 4,adenanthera,adenanthera pavonina,8,8,1962,220
152745,8a9ff3c4-cdcb-4e37-976f-349e3bb9bafe,collector number: 4,adenanthera,adenanthera pavonina,8,8,1962,220
491426,8f889ff8-0168-430f-b2ae-e57e13472d46,collector number: 2232,adiantum,adiantum,30,12,1981,364
491426,8f889ff8-0168-430f-b2ae-e57e13472d46,collector number: 2232,adiantum,adiantum,30,12,1981,364
3096348,http://n2t.net/ark:/65665/376e84a8e-3761-499b-9e68-22d0685718d9,2232,adiantum,adiantum,30,12,1981,364
3096348,http://n2t.net/ark:/65665/376e84a8e-3761-499b-9e68-22d0685718d9,2232,adiantum,adiantum,30,12,1981,364
649841,81fdec7b-dc47-4cd7-8e93-3d5f6c877662,collector number: 63659,adiantum,adiantum hispidulum,21,7,1982,202
649841,81fdec7b-dc47-4cd7-8e93-3d5f6c877662,collector number: 63659,adiantum,adiantum hispidulum,21,7,1982,202
101131567,urn:catalog:mo:tropicos:101131567,smith 50,adiantum,adiantum hispidulum,22,6,1967,173
101131567,urn:catalog:mo:tropicos:101131567,smith 50,adiantum,adiantum hispidulum,22,6,1967,173
3087303,http://n2t.net/ark:/65665/3f1e9838a-9a37-418a-b6f2-841a2396bccf,4820,adiantum,adiantum hispidulum,8,11,1983,312
3087303,http://n2t.net/ark:/65665/3f1e9838a-9a37-418a-b6f2-841a2396bccf,4820,adiantum,adiantum hispidulum,8,11,1983,312
492718,12989bc6-7999-469f-8192-c1c06101e192,collector number: 4820,adiantum,adiantum hispidulum,11,8,1983,223
492718,12989bc6-7999-469f-8192-c1c06101e192,collector number: 4820,adiantum,adiantum hispidulum,11,8,1983,223
,http://specimens.kew.org/herbarium/k000853578,9299,adiantum,adiantum trapeziforme,24,6,1988,176
598808,a1f8844e-b315-4f1a-bafb-9e27c900da33,collector number: 9299,adiantum,adiantum trapeziforme,24,6,1988,176
,http://specimens.kew.org/herbarium/k000853578,9299,adiantum,adiantum trapeziforme,24,6,1988,176
598808,a1f8844e-b315-4f1a-bafb-9e27c900da33,collector number: 9299,adiantum,adiantum trapeziforme,24,6,1988,176
491669,1724941e-62dd-499b-99e7-ce1454a0749c,collector number: 2098,ageratum,ageratum conyzoides,22,12,1981,356
491669,1724941e-62dd-499b-99e7-ce1454a0749c,collector number: 2098,ageratum,ageratum conyzoides,22,12,1981,356
3100049,http://n2t.net/ark:/65665/30b64fb50-9d32-4f97-b2ec-0862f9f28329,2098,ageratum,ageratum conyzoides,22,12,1981,356
3100049,http://n2t.net/ark:/65665/30b64fb50-9d32-4f97-b2ec-0862f9f28329,2098,ageratum,ageratum conyzoides,22,12,1981,356
22305,0f209b03-bb0d-4d48-8932-80f9ea7c3ad8,collector number: 72,ageratum,ageratum conyzoides,1,7,1967,182
22305,0f209b03-bb0d-4d48-8932-80f9ea7c3ad8,collector number: 72,ageratum,ageratum conyzoides,1,7,1967,182
699946,aee2964b-eac1-4ad6-b704-dfe16ef060a2,collector number: 60980,aleurites,aleurites moluccanus,13,7,1981,194
599184,85387f08-d060-4c07-8e70-43b8b364e6ae,collector number: 60980,aleurites,aleurites moluccanus,13,7,1981,194
699946,aee2964b-eac1-4ad6-b704-dfe16ef060a2,collector number: 60980,aleurites,aleurites moluccanus,13,7,1981,194
599184,85387f08-d060-4c07-8e70-43b8b364e6ae,collector number: 60980,aleurites,aleurites moluccanus,13,7,1981,194
491166,2cb602c2-fe95-45ba-b591-fec3c2b18807,collector number: 2097,aleurites,aleurites moluccanus,22,12,1981,356
491166,2cb602c2-fe95-45ba-b591-fec3c2b18807,collector number: 2097,aleurites,aleurites moluccanus,22,12,1981,356
659887,a689f7e9-440f-4a96-a1f0-d2316a38aa77,collector number: 63684,aleurites,aleurites moluccanus,23,7,1982,204
614464,696a2e5f-e8ea-4aee-a0d4-5ad3d12afc79,collector number: 63684,aleurites,aleurites moluccanus,23,7,1982,204
659887,a689f7e9-440f-4a96-a1f0-d2316a38aa77,collector number: 63684,aleurites,aleurites moluccanus,23,7,1982,204
614464,696a2e5f-e8ea-4aee-a0d4-5ad3d12afc79,collector number: 63684,aleurites,aleurites moluccanus,23,7,1982,204
3123199,http://n2t.net/ark:/65665/31e1f5b30-b28e-443d-b28f-718706ab8f2e,2097,aleurites,aleurites moluccanus,22,12,1981,356
3123199,http://n2t.net/ark:/65665/31e1f5b30-b28e-443d-b28f-718706ab8f2e,2097,aleurites,aleurites moluccanus,22,12,1981,356
,http://n2t.net/ark:/65665/3186409f1-b9b3-490a-80cc-db5ba90404a6,60980,aleurites,aleurites moluccanus,13,7,1981,194
3173734,http://n2t.net/ark:/65665/347b47484-1baf-4162-9231-a354964d547c,60980,aleurites,aleurites moluccanus,13,7,1981,194
3398195,http://n2t.net/ark:/65665/35eca97cf-c630-4407-a91d-0139a1c3d683,60980,aleurites,aleurites moluccanus,13,7,1981,194
3173733,http://n2t.net/ark:/65665/3d7ebf6d4-7182-498e-bc3e-64de8770dbaa,60980,aleurites,aleurites moluccanus,13,7,1981,194
,http://n2t.net/ark:/65665/3186409f1-b9b3-490a-80cc-db5ba90404a6,60980,aleurites,aleurites moluccanus,13,7,1981,194
3173734,http://n2t.net/ark:/65665/347b47484-1baf-4162-9231-a354964d547c,60980,aleurites,aleurites moluccanus,13,7,1981,194
3398195,http://n2t.net/ark:/65665/35eca97cf-c630-4407-a91d-0139a1c3d683,60980,aleurites,aleurites moluccanus,13,7,1981,194
3173733,http://n2t.net/ark:/65665/3d7ebf6d4-7182-498e-bc3e-64de8770dbaa,60980,aleurites,aleurites moluccanus,13,7,1981,194
137827,16c58f43-4adf-4d16-aab2-1e23489f8ed3,collector number: 98,aleurites,aleurites moluccanus,7,12,1967,341
137827,16c58f43-4adf-4d16-aab2-1e23489f8ed3,collector number: 98,aleurites,aleurites moluccanus,7,12,1967,341
634713,f13f6a45-b810-4f4e-a99f-ae2a4968640e,collector number: 17810,aleurites,aleurites moluccanus,3,6,1973,154
634713,f13f6a45-b810-4f4e-a99f-ae2a4968640e,collector number: 17810,aleurites,aleurites moluccanus,3,6,1973,154
l.4095252,https://data.biodiversitydata.nl/naturalis/specimen/l.4095252,"zaneveld, js  s.n.",alga,alga,11,8,1985,223
l.4095253,https://data.biodiversitydata.nl/naturalis/specimen/l.4095253,"zaneveld, js  s.n.",alga,alga,11,8,1985,223
l.4095242,https://data.biodiversitydata.nl/naturalis/specimen/l.4095242,"zaneveld, js  s.n.",alga,alga,11,8,1985,223
l.4095252,https://data.biodiversitydata.nl/naturalis/specimen/l.4095252,"zaneveld, js  s.n.",alga,alga,11,8,1985,223
l.4095253,https://data.biodiversitydata.nl/naturalis/specimen/l.4095253,"zaneveld, js  s.n.",alga,alga,11,8,1985,223
l.4095242,https://data.biodiversitydata.nl/naturalis/specimen/l.4095242,"zaneveld, js  s.n.",alga,alga,11,8,1985,223
648903,e3689c48-74b8-41c3-a5df-1eb31d14be77,collector number: 61030,allamanda,allamanda cathartica,15,7,1981,196
648903,e3689c48-74b8-41c3-a5df-1eb31d14be77,collector number: 61030,allamanda,allamanda cathartica,15,7,1981,196
649185,7cc2303e-c0ae-4daf-9619-8b976a50d078,collector number: 63678,allamanda,allamanda cathartica,22,7,1982,203
649185,7cc2303e-c0ae-4daf-9619-8b976a50d078,collector number: 63678,allamanda,allamanda cathartica,22,7,1982,203
574375,bc26579b-dc66-4fa6-bba6-b2d522eb713c,collector number: 5030,allamanda,allamanda oenotheraefolia,21,8,1983,233
574375,bc26579b-dc66-4fa6-bba6-b2d522eb713c,collector number: 5030,allamanda,allamanda oenotheraefolia,21,8,1983,233
585096,31e8d7c9-e948-43ac-8348-91b13e90cf2d,collector number: 63682,alphitonia,alphitonia zizyphoides,23,7,1982,204
585096,31e8d7c9-e948-43ac-8348-91b13e90cf2d,collector number: 63682,alphitonia,alphitonia zizyphoides,23,7,1982,204
3186910,http://n2t.net/ark:/65665/359f27d3b-9335-426f-b539-8550e6a6af40,63682,alphitonia,alphitonia zizyphoides,23,7,1982,204
3186910,http://n2t.net/ark:/65665/359f27d3b-9335-426f-b539-8550e6a6af40,63682,alphitonia,alphitonia zizyphoides,23,7,1982,204
3186872,http://n2t.net/ark:/65665/369f49d2d-bacc-42fa-ba0b-a4f90b3f010f,2315,alphitonia,alphitonia zizyphoides,7,6,1976,159
3186872,http://n2t.net/ark:/65665/369f49d2d-bacc-42fa-ba0b-a4f90b3f010f,2315,alphitonia,alphitonia zizyphoides,7,6,1976,159
171825,e65af33e-ed03-4c85-ba67-512bbff24b4f,collector number: 153,alphitonia,alphitonia zizyphoides,5,8,1967,217
171825,e65af33e-ed03-4c85-ba67-512bbff24b4f,collector number: 153,alphitonia,alphitonia zizyphoides,5,8,1967,217
716165,76c4f490-4c89-43a4-9d42-6a9eaab3f059,collector number: 111,alpinia,alpinia zerumbet,22,2,1967,53
716165,76c4f490-4c89-43a4-9d42-6a9eaab3f059,collector number: 111,alpinia,alpinia zerumbet,22,2,1967,53
1576653,http://n2t.net/ark:/65665/3017074a0-3e49-4587-9a0c-6af760034e92,5394,alsophila,alsophila tahitensis,18,2,1931,49
1576653,http://n2t.net/ark:/65665/3017074a0-3e49-4587-9a0c-6af760034e92,5394,alsophila,alsophila tahitensis,18,2,1931,49
101134830,urn:catalog:mo:tropicos:101134830,smith 161,alsophila,alsophila tahitensis brack.,6,8,1967,218
101134830,urn:catalog:mo:tropicos:101134830,smith 161,alsophila,alsophila tahitensis brack.,6,8,1967,218
63772,http://n2t.net/ark:/65665/34c7a43b6-167d-4aeb-b388-adbd67ae9166,s.n.,alstonia,alstonia costata,22,4,1838,112
63772,http://n2t.net/ark:/65665/34c7a43b6-167d-4aeb-b388-adbd67ae9166,s.n.,alstonia,alstonia costata,22,4,1838,112
574228,88c24214-dc22-4666-a426-769c57268748,collector number: 4883,alstonia,alstonia costata,13,8,1983,225
574228,88c24214-dc22-4666-a426-769c57268748,collector number: 4883,alstonia,alstonia costata,13,8,1983,225
583304,2d66feb2-8d7c-4083-94a4-a4a560b4d907,collector number: s.n.,alstonia,alstonia costata,18,9,1988,262
583304,2d66feb2-8d7c-4083-94a4-a4a560b4d907,collector number: s.n.,alstonia,alstonia costata,18,9,1988,262
583299,89973517-213d-4a3b-8aa3-81e78c29014a,collector number: s.n.,alstonia,alstonia costata,20,9,1988,264
583299,89973517-213d-4a3b-8aa3-81e78c29014a,collector number: s.n.,alstonia,alstonia costata,20,9,1988,264
3087342,http://n2t.net/ark:/65665/3527daf6f-a84a-4f6b-a957-7c036ea8c307,4883,alstonia,alstonia costata,13,8,1983,225
3087342,http://n2t.net/ark:/65665/3527daf6f-a84a-4f6b-a957-7c036ea8c307,4883,alstonia,alstonia costata,13,8,1983,225
22362,36e7f9f6-9914-4165-80d7-c0339669a7be,collector number: 179,alstonia,alstonia costata,8,6,1967,159
22361,4adff2ae-ee6f-4221-be06-a2833ab47989,collector number: 180,alstonia,alstonia costata,8,6,1967,159
22363,1419d6ac-a260-4364-9a71-2119817ae40f,collector number: 178,alstonia,alstonia costata,8,6,1967,159
22362,36e7f9f6-9914-4165-80d7-c0339669a7be,collector number: 179,alstonia,alstonia costata,8,6,1967,159
22361,4adff2ae-ee6f-4221-be06-a2833ab47989,collector number: 180,alstonia,alstonia costata,8,6,1967,159
22363,1419d6ac-a260-4364-9a71-2119817ae40f,collector number: 178,alstonia,alstonia costata,8,6,1967,159
492582,b3ae94e7-0fb5-4e41-8a0d-16fe798f73f2,collector number: 4767,alstonia,alstonia costata,9,8,1983,221
492582,b3ae94e7-0fb5-4e41-8a0d-16fe798f73f2,collector number: 4767,alstonia,alstonia costata,9,8,1983,221
547509,4e487b05-f97f-41b4-8c74-136954fc287e,collector number: 8334,alstonia,alstonia costata,8,7,1987,189
547509,4e487b05-f97f-41b4-8c74-136954fc287e,collector number: 8334,alstonia,alstonia costata,8,7,1987,189
493549,702d808e-b95d-4b95-beba-d4060773fd52,collector number: 2135,alysicarpus,alysicarpus vaginalis,24,12,1981,358
493549,702d808e-b95d-4b95-beba-d4060773fd52,collector number: 2135,alysicarpus,alysicarpus vaginalis,24,12,1981,358
3577151,http://n2t.net/ark:/65665/3cc39bde6-fd90-4f3d-b8a8-815d0735b55e,2135,alysicarpus,alysicarpus vaginalis,24,12,1981,358
3577151,http://n2t.net/ark:/65665/3cc39bde6-fd90-4f3d-b8a8-815d0735b55e,2135,alysicarpus,alysicarpus vaginalis,24,12,1981,358
719166,0328c30c-ed90-4db2-8ed6-8667011ab057,collector number: 17987,alyxia,alyxia,22,6,1973,173
719166,0328c30c-ed90-4db2-8ed6-8667011ab057,collector number: 17987,alyxia,alyxia,22,6,1973,173
545486,20e5e8df-3bab-4671-9fc8-eec38c802e24,collector number: 4966,alyxia,alyxia stellata,18,8,1983,230
545485,b2d602a3-9ea0-4621-9bc2-c0c6c95c3826,collector number: 4966,alyxia,alyxia stellata,18,8,1983,230
545487,6e2f5767-a2db-46fb-9e95-99b9dba577fe,collector number: 4961,alyxia,alyxia stellata,18,8,1983,230
545486,20e5e8df-3bab-4671-9fc8-eec38c802e24,collector number: 4966,alyxia,alyxia stellata,18,8,1983,230
545485,b2d602a3-9ea0-4621-9bc2-c0c6c95c3826,collector number: 4966,alyxia,alyxia stellata,18,8,1983,230
545487,6e2f5767-a2db-46fb-9e95-99b9dba577fe,collector number: 4961,alyxia,alyxia stellata,18,8,1983,230
543866,4c91e56a-0dff-4a84-9b1a-5124af59274a,collector number: 4991,alyxia,alyxia stellata,19,8,1983,231
543866,4c91e56a-0dff-4a84-9b1a-5124af59274a,collector number: 4991,alyxia,alyxia stellata,19,8,1983,231
553710,eb5adacb-6c91-474b-9bb5-09da57635236,collector number: 7976,alyxia,alyxia stellata,23,10,1986,296
553710,eb5adacb-6c91-474b-9bb5-09da57635236,collector number: 7976,alyxia,alyxia stellata,23,10,1986,296
547828,97b4ee4b-7b66-451f-b206-2dc79df55827,collector number: 8284,alyxia,alyxia stellata,14,5,1987,134
547828,97b4ee4b-7b66-451f-b206-2dc79df55827,collector number: 8284,alyxia,alyxia stellata,14,5,1987,134
3297815,http://n2t.net/ark:/65665/3dddb9344-9e4f-4018-bacc-a509bbb415fc,4991,alyxia,alyxia stellata,19,8,1983,231
3297815,http://n2t.net/ark:/65665/3dddb9344-9e4f-4018-bacc-a509bbb415fc,4991,alyxia,alyxia stellata,19,8,1983,231
3110635,http://n2t.net/ark:/65665/37c57a500-700a-4ba3-9cb5-b9732d116fa4,4738,alyxia,alyxia stellata,8,9,1983,251
3110635,http://n2t.net/ark:/65665/37c57a500-700a-4ba3-9cb5-b9732d116fa4,4738,alyxia,alyxia stellata,8,9,1983,251
3110613,http://n2t.net/ark:/65665/306053970-8b68-4cf2-b551-3251211e578e,4826,alyxia,alyxia stellata,8,11,1983,312
3110613,http://n2t.net/ark:/65665/306053970-8b68-4cf2-b551-3251211e578e,4826,alyxia,alyxia stellata,8,11,1983,312
3110602,http://n2t.net/ark:/65665/3d6c29fe3-4019-4aca-90bc-701d824613aa,4817,alyxia,alyxia stellata,8,12,1983,342
3110602,http://n2t.net/ark:/65665/3d6c29fe3-4019-4aca-90bc-701d824613aa,4817,alyxia,alyxia stellata,8,12,1983,342
492428,2cbf4729-05ab-419d-9c9f-2730051c6370,collector number: 4826,alyxia,alyxia stellata,11,8,1983,223
492428,2cbf4729-05ab-419d-9c9f-2730051c6370,collector number: 4826,alyxia,alyxia stellata,11,8,1983,223
492418,76c2d51a-7a6c-42e6-a1e5-cac58352925b,collector number: 4856,alyxia,alyxia stellata,12,8,1983,224
492418,76c2d51a-7a6c-42e6-a1e5-cac58352925b,collector number: 4856,alyxia,alyxia stellata,12,8,1983,224
544415,d8475521-a7d1-46e0-a24f-290cfaac683d,collector number: 7802,alyxia,alyxia stellata,12,9,1986,255
544415,d8475521-a7d1-46e0-a24f-290cfaac683d,collector number: 7802,alyxia,alyxia stellata,12,9,1986,255
wag.1475244,https://data.biodiversitydata.nl/naturalis/specimen/wag.1475244,"florence, j  4991",alyxia,alyxia stellata,19,8,1983,231
wag.1475244,https://data.biodiversitydata.nl/naturalis/specimen/wag.1475244,"florence, j  4991",alyxia,alyxia stellata,19,8,1983,231
wag.1475245,https://data.biodiversitydata.nl/naturalis/specimen/wag.1475245,"florence, j  8284",alyxia,alyxia stellata,14,5,1987,134
wag.1475246,https://data.biodiversitydata.nl/naturalis/specimen/wag.1475246,"florence, j  8293",alyxia,alyxia stellata,14,5,1987,134
wag.1475245,https://data.biodiversitydata.nl/naturalis/specimen/wag.1475245,"florence, j  8284",alyxia,alyxia stellata,14,5,1987,134
wag.1475246,https://data.biodiversitydata.nl/naturalis/specimen/wag.1475246,"florence, j  8293",alyxia,alyxia stellata,14,5,1987,134
22324,7954456e-778d-4647-be68-405f92c05b83,collector number: 44,anacardium,anacardium occidentale,22,6,1967,173
22324,7954456e-778d-4647-be68-405f92c05b83,collector number: 44,anacardium,anacardium occidentale,22,6,1967,173
3186967,http://n2t.net/ark:/65665/364359755-0a02-40b6-9f43-018a5f1cb707,61004,ananas,ananas comosus,15,7,1981,196
3186967,http://n2t.net/ark:/65665/364359755-0a02-40b6-9f43-018a5f1cb707,61004,ananas,ananas comosus,15,7,1981,196
42537,21e355e8-75d8-4b57-975a-ca4eae829e0d,collector number: 5370,angiopteris,angiopteris evecta,18,2,1931,49
289667,b9c9ae0a-a64b-4bd7-8fa6-8e798bae2d08,5370,angiopteris,angiopteris evecta,18,2,1931,49
42537,21e355e8-75d8-4b57-975a-ca4eae829e0d,collector number: 5370,angiopteris,angiopteris evecta,18,2,1931,49
289667,b9c9ae0a-a64b-4bd7-8fa6-8e798bae2d08,5370,angiopteris,angiopteris evecta,18,2,1931,49
649629,f225f8b4-ccf6-4347-9aac-eec8eff71c22,collector number: 61049,angiopteris,angiopteris evecta,16,7,1981,197
596879,685538c1-d184-47bd-8199-f0eedd63b98b,collector number: 61049,angiopteris,angiopteris evecta,16,7,1981,197
596880,f6a6644e-3dd0-4b97-babe-5871abb4e8b9,collector number: 61049,angiopteris,angiopteris evecta,16,7,1981,197
649629,f225f8b4-ccf6-4347-9aac-eec8eff71c22,collector number: 61049,angiopteris,angiopteris evecta,16,7,1981,197
596879,685538c1-d184-47bd-8199-f0eedd63b98b,collector number: 61049,angiopteris,angiopteris evecta,16,7,1981,197
596880,f6a6644e-3dd0-4b97-babe-5871abb4e8b9,collector number: 61049,angiopteris,angiopteris evecta,16,7,1981,197
492015,f3f2e4b0-4260-40be-87c2-741dcfdb35be,collector number: 2096,angiopteris,angiopteris evecta,22,12,1981,356
492015,f3f2e4b0-4260-40be-87c2-741dcfdb35be,collector number: 2096,angiopteris,angiopteris evecta,22,12,1981,356
3123434,http://n2t.net/ark:/65665/3d48d0bf0-0329-4479-b90a-835078bea427,2096,angiopteris,angiopteris evecta,22,12,1981,356
3123434,http://n2t.net/ark:/65665/3d48d0bf0-0329-4479-b90a-835078bea427,2096,angiopteris,angiopteris evecta,22,12,1981,356
3342907,http://n2t.net/ark:/65665/32f24b28b-0018-4903-b9f9-de831310b1a2,61049,angiopteris,angiopteris evecta,16,7,1981,197
3342908,http://n2t.net/ark:/65665/36900979d-c7b3-43c4-9b1a-197143420c93,61049,angiopteris,angiopteris evecta,16,7,1981,197
3342907,http://n2t.net/ark:/65665/32f24b28b-0018-4903-b9f9-de831310b1a2,61049,angiopteris,angiopteris evecta,16,7,1981,197
3342908,http://n2t.net/ark:/65665/36900979d-c7b3-43c4-9b1a-197143420c93,61049,angiopteris,angiopteris evecta,16,7,1981,197
31133,7f114eb9-73a9-4ead-b0cd-b65cc461a22a,collector number: 186,angiopteris,angiopteris evecta,9,10,1968,283
31133,7f114eb9-73a9-4ead-b0cd-b65cc461a22a,collector number: 186,angiopteris,angiopteris evecta,9,10,1968,283
492709,26d790ff-03d2-45f1-8374-ff07283febb4,collector number: 4786,angiopteris,angiopteris evecta,10,8,1983,222
492709,26d790ff-03d2-45f1-8374-ff07283febb4,collector number: 4786,angiopteris,angiopteris evecta,10,8,1983,222
22334,6de90ca3-7e9a-4002-b58c-33a4cb16bcdf,collector number: 37,annona,annona,17,6,1967,168
22334,6de90ca3-7e9a-4002-b58c-33a4cb16bcdf,collector number: 37,annona,annona,17,6,1967,168
2921571,http://n2t.net/ark:/65665/3aaaaa464-8184-43c7-af98-4c87734a4897,37,annona,annona,17,6,1967,168
2921571,http://n2t.net/ark:/65665/3aaaaa464-8184-43c7-af98-4c87734a4897,37,annona,annona,17,6,1967,168
42624,06e94586-fcf5-4743-a4a6-681f8df488f6,collector number: 5379,antrophyum,antrophyum,18,2,1931,49
42624,06e94586-fcf5-4743-a4a6-681f8df488f6,collector number: 5379,antrophyum,antrophyum,18,2,1931,49
491583,f5422c8c-622f-44e1-aed1-7280a8394dff,collector number: 2101,antrophyum,antrophyum,22,12,1982,356
491583,f5422c8c-622f-44e1-aed1-7280a8394dff,collector number: 2101,antrophyum,antrophyum,22,12,1982,356
662231,d9662c29-61e3-4d35-8a61-ff8498ac724e,,antrophyum,antrophyum,6,1,1973,6
662231,d9662c29-61e3-4d35-8a61-ff8498ac724e,,antrophyum,antrophyum,6,1,1973,6
574253,18d8f72d-6ca5-48c9-ba4b-9f1febe04998,collector number: 4794,antrophyum,antrophyum,10,8,1983,222
574253,18d8f72d-6ca5-48c9-ba4b-9f1febe04998,collector number: 4794,antrophyum,antrophyum,10,8,1983,222
3354616,http://n2t.net/ark:/65665/3450e5dc1-741b-40e3-880c-7a18903748eb,61040a,antrophyum,antrophyum callifolium,16,7,1981,197
3354616,http://n2t.net/ark:/65665/3450e5dc1-741b-40e3-880c-7a18903748eb,61040a,antrophyum,antrophyum callifolium,16,7,1981,197
31145,fe095a11-276f-496c-95fa-a0c7283263fe,collector number: 47,antrophyum,antrophyum plantagineum,22,6,1967,173
31145,fe095a11-276f-496c-95fa-a0c7283263fe,collector number: 47,antrophyum,antrophyum plantagineum,22,6,1967,173
491580,050dfcad-ef74-4338-aab3-63462fa670ff,collector number: 2154,antrophyum,antrophyum plantagineum,25,12,1981,359
491580,050dfcad-ef74-4338-aab3-63462fa670ff,collector number: 2154,antrophyum,antrophyum plantagineum,25,12,1981,359
652986,c425b47c-c08f-47e7-8ef6-f22ca9abd856,collector number: 63654,antrophyum,antrophyum plantagineum,21,7,1982,202
585203,006b5956-bead-47f8-8b49-cd57a6b595ba,collector number: 63654,antrophyum,antrophyum plantagineum,21,7,1982,202
652986,c425b47c-c08f-47e7-8ef6-f22ca9abd856,collector number: 63654,antrophyum,antrophyum plantagineum,21,7,1982,202
585203,006b5956-bead-47f8-8b49-cd57a6b595ba,collector number: 63654,antrophyum,antrophyum plantagineum,21,7,1982,202
585209,ec7bec04-36e0-49a7-9479-87e9d022f56c,collector number: 63697,antrophyum,antrophyum plantagineum,23,7,1982,204
585209,ec7bec04-36e0-49a7-9479-87e9d022f56c,collector number: 63697,antrophyum,antrophyum plantagineum,23,7,1982,204
583326,f6dc84dc-2273-403e-84bb-8376e19a2d13,collector number: 2396,antrophyum,antrophyum plantagineum,19,9,1988,263
583326,f6dc84dc-2273-403e-84bb-8376e19a2d13,collector number: 2396,antrophyum,antrophyum plantagineum,19,9,1988,263
101136701,urn:catalog:mo:tropicos:101136701,smith 47,antrophyum,antrophyum plantagineum,22,6,1967,173
101136701,urn:catalog:mo:tropicos:101136701,smith 47,antrophyum,antrophyum plantagineum,22,6,1967,173
3347496,http://n2t.net/ark:/65665/395d96f6a-e275-41cd-9bb1-efe9da1f14a7,63697,antrophyum,antrophyum plantagineum,23,7,1982,204
3347496,http://n2t.net/ark:/65665/395d96f6a-e275-41cd-9bb1-efe9da1f14a7,63697,antrophyum,antrophyum plantagineum,23,7,1982,204
3403585,http://n2t.net/ark:/65665/3d3fd316e-a02e-47a2-a5e8-78c14acc2123,17975,antrophyum,antrophyum sp.,18,6,1973,169
3403585,http://n2t.net/ark:/65665/3d3fd316e-a02e-47a2-a5e8-78c14acc2123,17975,antrophyum,antrophyum sp.,18,6,1973,169
p06234659,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06234659,,apetahia,apetahia margaretae,29,12,1981,363
p06234659,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06234659,,apetahia,apetahia margaretae,29,12,1981,363
719164,9b47cd87-83f4-457a-917e-7dfd4a575204,collector number: 17940,,apocynaceae,16,6,1973,167
l.3719491,https://data.biodiversitydata.nl/naturalis/specimen/l.3719491,"raynal, j  17940",,apocynaceae,16,6,1973,167
719164,9b47cd87-83f4-457a-917e-7dfd4a575204,collector number: 17940,,apocynaceae,16,6,1973,167
l.3719491,https://data.biodiversitydata.nl/naturalis/specimen/l.3719491,"raynal, j  17940",,apocynaceae,16,6,1973,167
585242,fc1abe39-a218-4dc6-870c-cf9d6240cb07,collector number: 63666,arachniodes,arachniodes aristata,22,7,1982,203
650789,5590c1a2-f5b1-413b-b76c-ebb3b5d1426e,collector number: 63666,arachniodes,arachniodes aristata,22,7,1982,203
585242,fc1abe39-a218-4dc6-870c-cf9d6240cb07,collector number: 63666,arachniodes,arachniodes aristata,22,7,1982,203
650789,5590c1a2-f5b1-413b-b76c-ebb3b5d1426e,collector number: 63666,arachniodes,arachniodes aristata,22,7,1982,203
492611,a06e3236-e488-48de-b8b9-c544ebd09c9c,collector number: 4905,arachniodes,arachniodes aristata,14,8,1983,226
492611,a06e3236-e488-48de-b8b9-c544ebd09c9c,collector number: 4905,arachniodes,arachniodes aristata,14,8,1983,226
101139848,urn:catalog:mo:tropicos:101139848,fosberg 63666,arachniodes,arachniodes aristata,22,7,1982,203
101139848,urn:catalog:mo:tropicos:101139848,fosberg 63666,arachniodes,arachniodes aristata,22,7,1982,203
l.3741337,https://data.biodiversitydata.nl/naturalis/specimen/l.3741337,"jolinon, jc  1397",argusia,argusia argentea (l.f.) heine,22,2,1987,53
