dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
http://specimens.kew.org/herbarium/k000181202,7844,acalypha,acalypha fimbriata,22,5,1988,143
https://data.biodiversitydata.nl/naturalis/specimen/wag.1930075,"thomas, dw",acalypha,acalypha fimbriata,22,5,1988,143
urn:catalog:mo:tropicos:143481,thomas 7844,acalypha,acalypha fimbriata,22,5,1988,143
urn:catalog:mo:tropicos:492049,thomas 4127,acanthonema,acanthonema strigosum,12,5,1984,133
urn:catalog:mo:tropicos:1816545,sainge 346,undesignated,aceraceae juss.,2,9,2000,246
urn:catalog:mo:tropicos:70817,thomas 5767,acioa,acioa guianensis,3,10,1986,276
urn:catalog:mo:tropicos:70782,thomas 5742,acioa,acioa guianensis,3,10,1986,276
urn:catalog:mo:tropicos:502641,thomas 2668,adhatoda,adhatoda carthagenesis,12,10,1983,285
http://specimens.kew.org/herbarium/k000029636,2668,adhatoda,adhatoda carthagenesis,10,12,1983,344
https://data.biodiversitydata.nl/naturalis/specimen/wag.1739066,"thomas, dw  2668",adhatoda,adhatoda carthagenesis,10,12,1983,344
urn:catalog:mo:tropicos:1815515,sainge 233,adhatoda,adhatoda quineensis,1,8,2000,214
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01295827,,adiantum,adiantum,24,2,1985,55
urn:catalog:mo:tropicos:39957,thomas 4400,adiantum,adiantum vogelii,24,2,1985,55
http://n2t.net/ark:/65665/3d4e6c202-aa61-4665-9af4-dd47e4cddbda,4400,adiantum,adiantum vogelii,24,2,1985,55
http://specimens.kew.org/herbarium/76190.000,1983,aframomum,aframomum,15,4,1996,106
http://specimens.kew.org/herbarium/k000541813,6727,aframomum,aframomum arundinaceum,20,2,1987,51
http://specimens.kew.org/herbarium/k000541812,6727,aframomum,aframomum arundinaceum,20,2,1987,51
http://specimens.kew.org/herbarium/k000541814,6727,aframomum,aframomum arundinaceum,20,2,1987,51
urn:catalog:mo:tropicos:626713,thomas 6727,aframomum,aframomum arundinaceum,20,2,1987,51
urn:catalog:mo:tropicos:626698,thomas 6716,aframomum,aframomum limbatum,20,2,1987,51
urn:catalog:mo:tropicos:626867,thomas 3178,aframomum,aframomum limbatum,28,2,1984,59
urn:catalog:mo:tropicos:625324,thomas 5132,aframomum,aframomum sulcatum,12,8,1985,224
urn:catalog:mo:tropicos:626562,thomas 4776,aframomum,aframomum sulcatum,4,12,1985,338
urn:catalog:mo:tropicos:1815631,sainge 275,aframomum,aframomum tectorum,20,1,2000,20
urn:catalog:mo:tropicos:100442580,sainge 190,aframomum,aframomum tectorum,20,12,1999,354
urn:catalog:mo:tropicos:626705,thomas 6726,aframomum,aframomum tectorum,20,2,1987,51
urn:catalog:mo:tropicos:626728,thomas 6731,aframomum,aframomum tectorum,20,2,1987,51
urn:catalog:mo:tropicos:626960,thomas 7869,aframomum,aframomum tectorum,25,5,1988,146
urn:catalog:mo:tropicos:626677,thomas 5788,aframomum,aframomum tectorum,3,10,1986,276
urn:catalog:mo:tropicos:626591,thomas 7117,aframomum,aframomum tectorum,8,8,1987,220
urn:catalog:mo:tropicos:1812896,sainge 523,aframomum,aframomum tectorum,6,8,2000,219
http://specimens.kew.org/herbarium/k000518881,8270,afrofittonia,afrofittonia silvestris,29,4,1996,120
urn:catalog:mo:tropicos:502892,thomas 3192,afrofittonia,afrofittonia silvestris,28,2,1984,59
urn:catalog:mo:tropicos:502702,thomas 2687,afrofittonia,afrofittonia silvestris,12,10,1983,285
https://data.biodiversitydata.nl/naturalis/specimen/wag.1739563,"thomas, dw  2687",afrofittonia,afrofittonia silvestris,10,12,1983,344
http://specimens.kew.org/herbarium/k000023938,8111,afrolicania,afrolicania elaeosperma,17,4,1996,108
https://data.biodiversitydata.nl/naturalis/specimen/wag.1889950,"cheek, mr",afrolicania,afrolicania elaeosperma,17,4,1996,108
http://n2t.net/ark:/65665/3f7ff7f20-d5e2-4303-bdff-9085a57a37e3,8111,afrolicania,afrolicania sp.,17,4,1996,108
urn:catalog:mo:tropicos:1824605,sainge 910,afrothismia,afrothismia winkleri,19,10,2001,292
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704869,"thomas, dw  498",afzelia,afzelia bipindensis,31,3,1979,90
urn:catalog:mo:tropicos:86364,harris 2669,afzelia,afzelia bipindensis,14,1,1991,14
urn:catalog:mo:tropicos:97689,thomas 7657,afzelia,afzelia bipindensis,4,3,1988,64
urn:catalog:mo:tropicos:98683,thomas 4129,afzelia,afzelia pachyloba,12,5,1984,133
https://data.biodiversitydata.nl/naturalis/specimen/wag.1001320,"burgt, xm van der",aganope,aganope gabonica,25,11,2005,329
https://data.biodiversitydata.nl/naturalis/specimen/wag.1001319,"burgt, xm van der",aganope,aganope gabonica,25,11,2005,329
urn:catalog:mo:tropicos:71399,thomas 5638,agelaea,agelaea paradoxa var. paradoxa,16,2,1986,47
urn:catalog:mo:tropicos:71339,thomas 5585,agelaea,agelaea pentagyna,16,2,1986,47
urn:catalog:mo:tropicos:72237,thomas 5577,agelaea,agelaea pentagyna,16,2,1986,47
https://data.biodiversitydata.nl/naturalis/specimen/wag.1440370,"doumenge, c  380",agelaea,agelaea rubiginosa,16,3,1987,75
urn:catalog:mo:tropicos:71438,doumenge 380,agelaea,agelaea rubiginosa,16,3,1987,75
https://data.biodiversitydata.nl/naturalis/specimen/wag.1328103,"thomas, dw  3223",aidia,aidia genipiflora,28,2,1984,59
urn:catalog:mo:tropicos:533416,thomas 3223,aidia,aidia genipiflora,28,2,1984,59
urn:catalog:mo:tropicos:1301183,kenfack 1118,aidia,aidia genipiflora,24,6,1998,175
https://data.biodiversitydata.nl/naturalis/specimen/wag.1328606,"burgt, xm van der  757",aidia,aidia rubens,28,4,2005,118
ba292ab9-d24f-4e45-a918-10da2e024c9a,41,albertisia,albertisia,8,6,1990,159
http://specimens.kew.org/herbarium/k000108286,8110,albizia,albizia adianthifolia,17,4,1996,108
urn:catalog:mo:tropicos:89419,thomas 7613,albizia,albizia adianthifolia,4,3,1988,64
urn:catalog:mo:tropicos:89426,thomas 7627,albizia,albizia ferruginea (guill. & perr.) benth.,4,3,1988,64
urn:catalog:mo:tropicos:98762,thomas 7831,albizia,albizia gummifera var. gummifera,22,5,1988,143
urn:catalog:mo:tropicos:99600,thomas 3362,albizia,albizia zygia,24,3,1984,84
urn:catalog:mo:tropicos:97366,thomas 7612,albizia,albizia zygia,4,3,1988,64
urn:catalog:mo:tropicos:86434,harris 2841,albizia,albizia zygia,4,1,1991,4
https://data.biodiversitydata.nl/naturalis/specimen/wag.1707870,"harris, dj  2841",albizia,albizia zygia,1,4,1991,91
http://specimens.kew.org/herbarium/k000180828,3335,alchornea,alchornea floribunda,24,3,1984,84
urn:catalog:mo:tropicos:144262,thomas 3335,alchornea,alchornea floribunda,24,3,1984,84
urn:catalog:mo:tropicos:140868,thomas 5722,aleurites,aleurites,3,10,1986,276
https://data.biodiversitydata.nl/naturalis/specimen/wag.1173903,"kenfack, d  898",allexis,allexis cauliflora,24,7,1997,205
https://data.biodiversitydata.nl/naturalis/specimen/wag.1173904,"kenfack, d  969",allexis,allexis cauliflora,19,11,1997,323
urn:catalog:mo:tropicos:255176,thomas 4336,allexis,allexis cauliflora,24,1,1985,24
urn:catalog:mo:tropicos:100442552,sainge 176,allexis,allexis cauliflora,20,12,1999,354
urn:catalog:mo:tropicos:253500,doumenge 337,allexis,allexis pierre,16,3,1987,75
urn:catalog:mo:tropicos:1820142,sainge 664,allophylus,allophylus africanus,25,8,2000,238
urn:catalog:mo:tropicos:171328,thomas 7524,allophylus,allophylus cobbe,4,1,1988,4
https://data.biodiversitydata.nl/naturalis/specimen/wag.1369961,"kenfack, d  823",allophylus,allophylus hirtellus,18,6,1997,169
urn:catalog:mo:tropicos:1300685,kenfack 823,allophylus,allophylus hirtellus,18,6,1997,169
http://specimens.kew.org/herbarium/k000093202,4725,allophylus,allophylus longicuneatus,12,4,1985,102
http://specimens.kew.org/herbarium/k000093220,1036,allophylus,allophylus megaphyllus,26,11,1986,330
https://data.biodiversitydata.nl/naturalis/specimen/wag.1498815,"kenfack, d  972",allophylus,allophylus megaphyllus,20,11,1997,324
urn:catalog:mo:tropicos:1300807,kenfack 972,allophylus,allophylus megaphyllus,20,11,1997,324
urn:catalog:mo:tropicos:100442575,sainge 186,allophylus,allophylus megaphyllus,20,12,1999,354
urn:catalog:mo:tropicos:171850,thomas 4100,allophylus,allophylus megaphyllus,12,5,1984,133
http://specimens.kew.org/herbarium/k000093219,4100,allophylus,allophylus megaphyllus,5,12,1984,340
https://data.biodiversitydata.nl/naturalis/specimen/wag.1498934,"harris, dj  2992",allophylus,allophylus nigericus,27,7,1991,208
urn:catalog:mo:tropicos:171985,thomas 7861,allophylus,allophylus nigericus,25,5,1988,146
urn:catalog:mo:tropicos:173565,harris 2992,allophylus,allophylus nigericus,27,7,1991,208
d8fd8eb0-2d9e-436d-86dc-79ff0f48b693,12370,alsodeiopsis,alsodeiopsis,22,3,2014,81
urn:catalog:mo:tropicos:166313,thomas 8132,alsodeiopsis,alsodeiopsis weissenborniana,6,10,1988,280
https://data.biodiversitydata.nl/naturalis/specimen/wag.1931389,"thomas, dw  7121",amanoa,amanoa bracteosa,31,1,1987,31
http://specimens.kew.org/herbarium/k000023237,778,amanoa,amanoa bracteosa,16,10,2005,289
https://data.biodiversitydata.nl/naturalis/specimen/wag.1931390,"burgt, xm van der",amanoa,amanoa bracteosa,16,10,2005,289
https://data.biodiversitydata.nl/naturalis/specimen/wag0115472,"burgt, xm van der",amanoa,amanoa bracteosa,16,10,2005,289
http://specimens.kew.org/herbarium/k000180741,3250,amanoa,amanoa bracteosa,3,4,1984,94
http://specimens.kew.org/herbarium/k000023236,649,amanoa,amanoa bracteosa,2,12,2003,336
https://data.biodiversitydata.nl/naturalis/specimen/wag.1931388,"burgt, xm van der",amanoa,amanoa bracteosa,2,12,2003,336
http://specimens.kew.org/herbarium/k000180742,3037 b,amanoa,amanoa strobilacea,26,1,1984,26
urn:catalog:mo:tropicos:143584,thomas 3250,amanoa,amanoa strobilacea,28,2,1984,59
urn:catalog:mo:tropicos:143319,thomas 4125,amanoa,amanoa strobilacea,12,5,1984,133
urn:catalog:mo:tropicos:143270,thomas 4120,amanoa,amanoa strobilacea,12,5,1984,133
http://n2t.net/ark:/65665/315abc148-9bf0-4496-a734-f223c9bcf146,4125,amanoa,amanoa strobilacea,12,5,1984,133
urn:catalog:mo:tropicos:140943,thomas 7121,amanoa,amanoa strobilacea,8,8,1987,220
http://specimens.kew.org/herbarium/k000180744,4125,amanoa,amanoa strobilacea,5,12,1984,340
http://herbarium.bgbm.org/object/b180005160,4125,amanoa,amanoa strobilacea,5,12,1984,340
http://specimens.kew.org/herbarium/k000180743,4125,amanoa,amanoa strobilacea,5,12,1984,340
http://specimens.kew.org/herbarium/k000180740,7121,amanoa,amanoa strobilacea,1,1,1987,1
urn:catalog:mo:tropicos:617611,harris 2676,undesignated,amaryllidaceae j. st.-hil.,15,1,1991,15
https://data.biodiversitydata.nl/naturalis/specimen/wag0100886,"manning, sd  1751",amischotolype,amischotolype griffithii,11,4,1987,101
urn:catalog:mo:tropicos:610446,manning 78,amischotolype,amischotolype tenuis,27,8,1986,239
urn:catalog:mo:tropicos:609555,thomas 4744,amischotolype,amischotolype tenuis,4,12,1985,338
urn:catalog:mo:tropicos:96916,thomas 7539,amphimas,amphimas klaineanus,4,1,1988,4
urn:catalog:mo:tropicos:160529,thomas 7568,undesignated,anacardiaceae r. br.,4,3,1988,64
urn:catalog:mo:tropicos:1814739,sainge 637,undesignated,anacardiaceae r. br.,8,7,2000,190
http://specimens.kew.org/herbarium/k000461198,1993,anchomanes,anchomanes,15,4,1996,106
http://specimens.kew.org/herbarium/k000461201,2121,anchomanes,anchomanes,24,4,1996,115
a650eec5-5678-469b-b328-cf3deca6440f,28,anchomanes,anchomanes difformis,30,5,1990,150
f53e0cf7-6b6b-4a8a-a17e-470cab0401fb,125,anchomanes,anchomanes difformis,27,9,1990,270
https://data.biodiversitydata.nl/naturalis/specimen/wag0350173,"richardson, je",anchomanes,anchomanes difformis,29,11,2004,334
https://data.biodiversitydata.nl/naturalis/specimen/wag0350172,"richardson, je",anchomanes,anchomanes difformis,29,11,2004,334
https://data.biodiversitydata.nl/naturalis/specimen/wag0350171,"richardson, je",anchomanes,anchomanes difformis,29,11,2004,334
urn:catalog:mo:tropicos:369394,manning 1760,anchomanes,anchomanes difformis,4,12,1987,338
http://specimens.kew.org/herbarium/k000094595,8107,ancistrocarpus,ancistrocarpus,10,6,1988,162
http://specimens.kew.org/herbarium/k000094615,3315,ancistrocarpus,ancistrocarpus densispinosus,24,3,1984,84
https://data.biodiversitydata.nl/naturalis/specimen/wag.1233344,"thomas, dw  3315",ancistrocarpus,ancistrocarpus densispinosus,24,3,1984,84
http://specimens.kew.org/herbarium/k000460392,936,ancistrocarpus,ancistrocarpus densispinosus,24,5,2007,144
https://data.biodiversitydata.nl/naturalis/specimen/wag.1233365,"burgt, xm van der",ancistrocarpus,ancistrocarpus densispinosus,24,5,2007,144
urn:catalog:mo:tropicos:182909,thomas 3315,ancistrocarpus,ancistrocarpus densispinosus,24,3,1984,84
urn:catalog:mo:tropicos:182971,thomas 4742,ancistrocarpus,ancistrocarpus densispinosus,4,12,1985,338
urn:catalog:mo:tropicos:182708,thomas 8107,ancistrocarpus,ancistrocarpus densispinosus,6,10,1988,280
urn:catalog:mo:tropicos:1819293,sainge 468,ancistrocarpus,ancistrocarpus densispinosus,5,9,2000,249
https://data.biodiversitydata.nl/naturalis/specimen/wag.1233332,"thomas, dw  8107",ancistrocarpus,ancistrocarpus densispinosus,10,6,1988,162
https://data.biodiversitydata.nl/naturalis/specimen/wag0130762,"thomas, dw  6889",ancistrocladus,ancistrocladus abbreviatus,31,1,1987,31
ups:bot:v-244172,,ancistrocladus,ancistrocladus grandiflorus,21,11,1994,325
ups:bot:v-244169,,ancistrocladus,ancistrocladus grandiflorus,25,11,1994,329
urn:catalog:mo:tropicos:883526,gereau 5557,ancistrocladus,ancistrocladus grandiflorus,21,11,1994,325
urn:catalog:mo:tropicos:883527,gereau 5558,ancistrocladus,ancistrocladus grandiflorus,21,11,1994,325
urn:catalog:mo:tropicos:883549,gereau 5577,ancistrocladus,ancistrocladus grandiflorus,25,11,1994,329
urn:catalog:mo:tropicos:883513,gereau 5546,ancistrocladus,ancistrocladus guineensis,21,11,1994,325
https://data.biodiversitydata.nl/naturalis/specimen/wag.1425373,"thomas, dw  9979",ancistrocladus,ancistrocladus korupensis,22,2,1994,53
urn:catalog:mo:tropicos:883495,gereau 5532,ancistrocladus,ancistrocladus korupensis,14,11,1994,318
urn:catalog:mo:tropicos:286290,thomas 9979,ancistrocladus,ancistrocladus korupensis,22,2,1994,53
urn:catalog:mo:tropicos:286274,thomas 6889,ancistrocladus,ancistrocladus korupensis,8,8,1987,220
urn:catalog:mo:tropicos:286301,gereau 5177,ancistrocladus,ancistrocladus korupensis,3,1,1993,3
urn:catalog:mo:tropicos:286292,gereau 5175,ancistrocladus,ancistrocladus korupensis,3,1,1993,3
urn:catalog:mo:tropicos:286285,gereau 5203,ancistrocladus,ancistrocladus korupensis,3,9,1993,246
urn:catalog:mo:tropicos:286269,gereau 5488,ancistrocladus,ancistrocladus korupensis,4,6,1994,155
urn:catalog:mo:tropicos:286320,gereau 5487,ancistrocladus,ancistrocladus korupensis,4,6,1994,155
urn:catalog:mo:tropicos:286279,gereau 5489,ancistrocladus,ancistrocladus korupensis,4,6,1994,155
urn:catalog:mo:tropicos:286286,gereau 5491,ancistrocladus,ancistrocladus korupensis,4,6,1994,155
urn:catalog:mo:tropicos:100749509,van der burgt 637,ancistrocladus,ancistrocladus korupensis,11,9,2003,254
https://data.biodiversitydata.nl/naturalis/specimen/wag.1425378,"gereau, re",ancistrocladus,ancistrocladus korupensis,1,3,1993,60
https://data.biodiversitydata.nl/naturalis/specimen/wag.1425375,"gereau, re",ancistrocladus,ancistrocladus korupensis,1,3,1993,60
https://data.biodiversitydata.nl/naturalis/specimen/wag.1425376,"gereau, re",ancistrocladus,ancistrocladus korupensis,9,3,1993,68
http://specimens.kew.org/herbarium/k000518887,637,ancistrocladus,ancistrocladus korupensis,9,11,2003,313
https://data.biodiversitydata.nl/naturalis/specimen/wag.1425380,"burgt, xm van der",ancistrocladus,ancistrocladus korupensis,9,11,2003,313
urn:catalog:mo:tropicos:669126,thomas 5584,ancistrorhynchus,ancistrorhynchus capitatus,16,2,1986,47
urn:catalog:mo:tropicos:667637,thomas 6722,ancistrorhynchus,ancistrorhynchus straussii,20,2,1987,51
urn:catalog:mo:tropicos:883564,gereau 5590,aneilema,aneilema beniniense,25,11,1994,329
http://n2t.net/ark:/65665/302840ae7-5c55-4401-91ac-2f2ae2539b8b,5590,aneilema,aneilema beniniense,25,11,1994,329
urn:catalog:mo:tropicos:101069575,kenfack 919,aneilema,aneilema beniniense,21,8,1997,233
urn:catalog:mo:tropicos:609070,thomas 6717,aneilema,aneilema welwitschii,20,2,1987,51
urn:catalog:mo:tropicos:86419,harris 2838,angylocalyx,angylocalyx oligophyllus,4,1,1991,4
urn:catalog:mo:tropicos:93621,gereau 5498,angylocalyx,angylocalyx oligophyllus,4,6,1994,155
https://data.biodiversitydata.nl/naturalis/specimen/wag.1002294,"harris, dj  2838",angylocalyx,angylocalyx oligophyllus,1,4,1991,91
urn:catalog:mo:tropicos:97500,thomas 4404,angylocalyx,angylocalyx schumannianus,24,2,1985,55
urn:catalog:mo:tropicos:1815254,sainge 220,angylocalyx,angylocalyx schumannianus,1,7,2000,183
http://specimens.kew.org/herbarium/k000092536,4404,angylocalyx,angylocalyx talbotii,24,2,1985,55
http://specimens.kew.org/herbarium/k000092521,6735,angylocalyx,angylocalyx talbotii,20,2,1987,51
https://data.biodiversitydata.nl/naturalis/specimen/wag.1923094,"thomas, dw  6735",angylocalyx,angylocalyx talbotii,20,2,1987,51
cfeee327-88aa-4aad-9836-157b5235f473,9,angylocalyx,angylocalyx talbotii,30,3,1990,89
urn:catalog:mo:tropicos:97682,thomas 6735,angylocalyx,angylocalyx talbotii,20,2,1987,51
urn:catalog:mo:tropicos:305035,thomas 7675,anisophyllea,anisophyllea polyneura,4,7,1988,186
https://data.biodiversitydata.nl/naturalis/specimen/wag.1425506,"burgt, xm van der",anisophyllea,anisophyllea purpurascens,17,11,2003,321
urn:catalog:mo:tropicos:304554,thomas 7676,anisophyllea,anisophyllea purpurascens,4,7,1988,186
https://data.biodiversitydata.nl/naturalis/specimen/wag.1425505,"burgt, xm van der  764",anisophyllea,anisophyllea purpurascens,9,5,2005,129
https://data.biodiversitydata.nl/naturalis/specimen/wag.1425609,"burgt, xm van der  765",anisophyllea,anisophyllea sororia,9,5,2005,129
https://data.biodiversitydata.nl/naturalis/specimen/wag.1425611,"burgt, xm van der  765",anisophyllea,anisophyllea sororia,9,5,2005,129
urn:catalog:mo:tropicos:100882540,van der burgt 689,undesignated,annonaceae juss.,25,8,2004,238
urn:catalog:mo:tropicos:753441,harris 2516,undesignated,annonaceae juss.,18,9,1990,261
urn:catalog:mo:tropicos:755673,thomas 5802,undesignated,annonaceae juss.,3,10,1986,276
urn:catalog:mo:tropicos:755592,thomas 5745,undesignated,annonaceae juss.,3,10,1986,276
urn:catalog:mo:tropicos:3161235,kenfack 1021,undesignated,annonaceae juss.,2,2,1998,33
urn:catalog:mo:tropicos:1814670,sainge 629,undesignated,annonaceae juss.,8,6,2000,160
urn:catalog:mo:tropicos:1822761,sainge 836,undesignated,annonaceae juss.,6,8,2001,218
urn:catalog:mo:tropicos:756303,thomas 3366,anonidium,anonidium mannii,24,3,1984,84
urn:catalog:mo:tropicos:754213,thomas 5843,anonidium,anonidium mannii,3,10,1986,276
urn:catalog:mo:tropicos:755652,thomas 7641,anonidium,anonidium mannii,4,3,1988,64
http://specimens.kew.org/herbarium/k000460270,2253,anthonotha,anthonotha,27,4,1996,118
http://specimens.kew.org/herbarium/k000092888,4698,anthonotha,anthonotha,12,4,1985,102
urn:catalog:mo:tropicos:96901,thomas 5856a,anthonotha,anthonotha conchyliophora,3,10,1986,276
http://specimens.kew.org/herbarium/k000092715,5856 a,anthonotha,anthonotha conchyliophora,10,3,1986,69
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704508,"thomas, dw  4698",anthonotha,anthonotha crassifolia,16,4,1985,106
https://data.biodiversitydata.nl/naturalis/specimen/wag0144163,"burgt, xm van der",anthonotha,anthonotha crassifolia,16,3,2004,76
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704505,"burgt, xm van der",anthonotha,anthonotha crassifolia,16,3,2004,76
http://specimens.kew.org/herbarium/k000745691,695,anthonotha,anthonotha crassifolia,26,8,2004,239
http://specimens.kew.org/herbarium/k000745690,695,anthonotha,anthonotha crassifolia,26,8,2004,239
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704501,"burgt, xm van der",anthonotha,anthonotha crassifolia,26,8,2004,239
urn:catalog:mo:tropicos:101048737,burgt 695,anthonotha,anthonotha crassifolia,26,8,2004,239
urn:catalog:mo:tropicos:99304,thomas 4698,anthonotha,anthonotha crassifolia,4,12,1985,338
d2e2bd49-414d-4528-b1ad-121ab7cfe399,131,anthonotha,anthonotha fragrans,15,9,1990,258
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704442,"burgt, xm van der  754",anthonotha,anthonotha fragrans,27,4,2005,117
https://data.biodiversitydata.nl/naturalis/specimen/wag0204366,"burgt, xm van der  754",anthonotha,anthonotha fragrans,27,4,2005,117
urn:catalog:mo:tropicos:101048740,burgt 754,anthonotha,anthonotha fragrans,27,4,2005,117
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704438,"burgt, xm van der  743",anthonotha,anthonotha fragrans,11,4,2005,101
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704440,"burgt, xm van der  743",anthonotha,anthonotha fragrans,11,4,2005,101
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704439,"burgt, xm van der  743",anthonotha,anthonotha fragrans,11,4,2005,101
https://data.biodiversitydata.nl/naturalis/specimen/wag8002057,"burgt, xm van der  743",anthonotha,anthonotha fragrans,11,4,2005,101
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704437,"burgt, xm van der  743",anthonotha,anthonotha fragrans,11,4,2005,101
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704436,"burgt, xm van der  743",anthonotha,anthonotha fragrans,11,4,2005,101
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704349,"thomas, dw  6908",anthonotha,anthonotha lamprophylla,31,1,1987,31
urn:catalog:mo:tropicos:1301122,kenfack 1078,anthonotha,anthonotha lamprophylla,28,3,1998,87
urn:catalog:mo:tropicos:98747,thomas 6908,anthonotha,anthonotha lamprophylla,8,8,1987,220
http://specimens.kew.org/herbarium/k000092720,6908,anthonotha,anthonotha lamprophylla,1,1,1987,1
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704341,"burgt, xm van der  740",anthonotha,anthonotha lamprophylla,5,4,2005,95
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704340,"burgt, xm van der  740",anthonotha,anthonotha lamprophylla,5,4,2005,95
http://specimens.kew.org/herbarium/k000339525,2176,anthonotha,anthonotha macrophylla,25,4,1996,116
urn:catalog:mo:tropicos:97316,thomas 7594,anthonotha,anthonotha macrophylla,4,3,1988,64
https://data.biodiversitydata.nl/naturalis/specimen/wag.1704284,"thomas, dw",anthonotha,anthonotha macrophylla,3,4,1988,94
urn:catalog:mo:tropicos:97550,thomas 7634,anthonotha,anthonotha sargosii,4,3,1988,64
http://n2t.net/ark:/65665/3672e5189-dfa0-4baf-94f8-a146f8d4e4a8,4698,anthonotha,anthonotha sp.,4,12,1985,338
http://specimens.kew.org/herbarium/k000023254,729,anthonotha,anthonotha xanderi,13,1,2005,13
http://specimens.kew.org/herbarium/k000023253,729,anthonotha,anthonotha xanderi,13,1,2005,13
https://data.biodiversitydata.nl/naturalis/specimen/wag.1703774,"burgt, xm van der  729",anthonotha,anthonotha xanderi,13,1,2005,13
https://data.biodiversitydata.nl/naturalis/specimen/wag0144138,"burgt, xm van der  729",anthonotha,anthonotha xanderi,13,1,2005,13
https://data.biodiversitydata.nl/naturalis/specimen/wag.1703772,"burgt, xm van der  729",anthonotha,anthonotha xanderi,13,1,2005,13
https://data.biodiversitydata.nl/naturalis/specimen/wag.1703773,"burgt, xm van der  729",anthonotha,anthonotha xanderi,13,1,2005,13
http://specimens.kew.org/herbarium/k000023252,784,anthonotha,anthonotha xanderi,24,10,2005,297
https://data.biodiversitydata.nl/naturalis/specimen/wag0204349,"burgt, xm van der",anthonotha,anthonotha xanderi,24,10,2005,297
https://data.biodiversitydata.nl/naturalis/specimen/wag0204350,"burgt, xm van der",anthonotha,anthonotha xanderi,24,10,2005,297
https://data.biodiversitydata.nl/naturalis/specimen/wag0029788,"burgt, xm van der",anthonotha,anthonotha xanderi,24,10,2005,297
http://specimens.kew.org/herbarium/k000023752,1125,anthonotha,anthonotha xanderi,21,2,2008,52
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00697837,,anthonotha,anthonotha xanderi,21,2,2008,52
http://specimens.kew.org/herbarium/k000023181,1125,anthonotha,anthonotha xanderi,21,2,2008,52
https://data.biodiversitydata.nl/naturalis/specimen/wag.1703783,"burgt, xm van der",anthonotha,anthonotha xanderi,21,2,2008,52
urn:catalog:mo:tropicos:97522,thomas 7632,anthonotha,anthonotha xanderi,4,3,1988,64
urn:catalog:mo:tropicos:97747,thomas 7668,anthonotha,anthonotha xanderi,4,7,1988,186
urn:catalog:mo:tropicos:714339,thomas 7841,antiaris,antiaris lesch.,22,5,1988,143
http://specimens.kew.org/herbarium/k000180682,7838 a,antidesma,antidesma laciniatum,22,5,1988,143
https://data.biodiversitydata.nl/naturalis/specimen/wag.1929395,"thomas, dw",antidesma,antidesma laciniatum,22,5,1988,143
urn:catalog:mo:tropicos:140595,thomas 7838a,antidesma,antidesma laciniatum,22,5,1988,143
urn:catalog:mo:tropicos:142024,thomas 7677,antidesma,antidesma laciniatum,4,7,1988,186
http://specimens.kew.org/herbarium/k000180692,4411,antidesma,antidesma vogelianum,24,2,1985,55
https://data.biodiversitydata.nl/naturalis/specimen/wag.1796116,"thomas, dw  6855",antidesma,antidesma vogelianum,31,1,1987,31
https://data.biodiversitydata.nl/naturalis/specimen/wag.1796171,"burgt, xm van der",antidesma,antidesma vogelianum,28,11,2003,332
urn:catalog:mo:tropicos:144067,thomas 5618,antidesma,antidesma vogelianum,16,2,1986,47
urn:catalog:mo:tropicos:141614,thomas 4411,antidesma,antidesma vogelianum,24,2,1985,55
urn:catalog:mo:tropicos:100813617,ird 285,antidesma,antidesma vogelianum,28,2,2012,59
urn:catalog:mo:tropicos:142935,thomas 2698,antidesma,antidesma vogelianum,12,10,1983,285
urn:catalog:mo:tropicos:143006,thomas 6855,antidesma,antidesma vogelianum,8,8,1987,220
http://specimens.kew.org/herbarium/k000180693,2698,antidesma,antidesma vogelianum,10,12,1983,344
http://specimens.kew.org/herbarium/k000180700,6855,antidesma,antidesma vogelianum,1,1,1987,1
urn:catalog:mo:tropicos:160664,thomas 7702,antrocaryon,antrocaryon micraster,4,8,1988,217
436288b1-a5ea-425e-b6e4-573da4bfeadb,126,anubias,anubias barteri,27,9,1990,270
http://specimens.kew.org/herbarium/k000461226,2039,anubias,anubias barteri,22,4,1996,113
http://specimens.kew.org/herbarium/k000461229,163,anubias,anubias barteri,24,4,1996,115
https://data.biodiversitydata.nl/naturalis/specimen/wag.1660905,"burgt, xm van der",anubias,anubias barteri,28,10,2005,301
