dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
urn:catalog:mo:tropicos:144135,thomas 5625,crotonogyne,crotonogyne strigosa,16,2,1986,47
urn:catalog:mo:tropicos:142972,thomas 2700,crotonogyne,crotonogyne strigosa,12,10,1983,285
http://n2t.net/ark:/65665/323d7b403-b05a-4937-9756-f01e837e4476,2700,crotonogyne,crotonogyne strigosa,12,10,1983,285
urn:catalog:mo:tropicos:143416,thomas 4141,crotonogyne,crotonogyne strigosa,12,5,1984,133
urn:catalog:mo:tropicos:140444,thomas 4758,crotonogyne,crotonogyne strigosa,4,12,1985,338
urn:catalog:mo:tropicos:143245,thomas 6884,crotonogyne,crotonogyne strigosa,8,8,1987,220
urn:catalog:mo:tropicos:142673,thomas 6822,crotonogyne,crotonogyne strigosa,8,8,1987,220
urn:catalog:mo:tropicos:140717,thomas 7547,crotonogyne,crotonogyne strigosa,4,1,1988,4
http://specimens.kew.org/herbarium/k000180990,2700,crotonogyne,crotonogyne strigosa,10,12,1983,344
urn:catalog:mo:tropicos:1300809,kenfack 975,crotonogynopsis,crotonogynopsis korupensis kenfack & d.w. thomas,20,11,1997,324
urn:catalog:mo:tropicos:101048151,sainge 1800,crotonogynopsis,crotonogynopsis korupensis kenfack & d.w. thomas,20,2,2008,51
urn:catalog:mo:tropicos:101048153,sainge 1801,crotonogynopsis,crotonogynopsis korupensis kenfack & d.w. thomas,20,2,2008,51
https://data.biodiversitydata.nl/naturalis/specimen/wag.1793383,"kenfack, d  975",crotonogynopsis,crotonogynopsis korupensis kenfack & d.w.thomas,20,11,1997,324
urn:catalog:mo:tropicos:1824680,sainge 921,crotonogynopsis,crotonogynopsis usambarica,16,1,2002,16
urn:catalog:mo:tropicos:1816631,sainge 347,crotonogynopsis,crotonogynopsis usambarica,2,9,2000,246
urn:catalog:mo:tropicos:1301062,kenfack 1035,crudia,crudia harmsiana de wild.,2,8,1998,214
https://data.biodiversitydata.nl/naturalis/specimen/wag.1639534,"burgt, xm van der",crudia,crudia ledermannii,17,3,2005,76
https://data.biodiversitydata.nl/naturalis/specimen/wag.1639533,"burgt, xm van der",crudia,crudia ledermannii,17,3,2005,76
https://data.biodiversitydata.nl/naturalis/specimen/wag8002054,"burgt, xm van der",crudia,crudia ledermannii,17,3,2005,76
https://data.biodiversitydata.nl/naturalis/specimen/wag.1639395,"burgt, xm van der",cryptosepalum,cryptosepalum korupense,28,3,2004,88
https://data.biodiversitydata.nl/naturalis/specimen/wag.1639394,"burgt, xm van der",cryptosepalum,cryptosepalum korupense,28,3,2004,88
http://specimens.kew.org/herbarium/k000460397,941,cryptosepalum,cryptosepalum korupense,25,5,2007,145
https://data.biodiversitydata.nl/naturalis/specimen/wag.1951310,"burgt, xm van der",cryptosepalum,cryptosepalum korupense,25,5,2007,145
http://specimens.kew.org/herbarium/k000023180,1126,cryptosepalum,cryptosepalum korupense,21,2,2008,52
https://data.biodiversitydata.nl/naturalis/specimen/wag.1951309,"burgt, xm van der",cryptosepalum,cryptosepalum korupense,21,2,2008,52
http://specimens.kew.org/herbarium/k000542379,2171,culcasia,culcasia dinklagei,25,4,1996,116
http://specimens.kew.org/herbarium/k000542380,207,culcasia,culcasia dinklagei,25,4,1996,116
urn:catalog:mo:tropicos:350950,thomas 5634,culcasia,culcasia dinklagei,16,2,1986,47
http://specimens.kew.org/herbarium/k000542375,2096,culcasia,culcasia loukandensis,23,4,1996,114
http://specimens.kew.org/herbarium/k000542387,151,culcasia,culcasia loukandensis,24,4,1996,115
http://specimens.kew.org/herbarium/k000542378,2132,culcasia,culcasia loukandensis,24,4,1996,115
http://specimens.kew.org/herbarium/k000541598,4346,culcasia,culcasia mannii,24,1,1985,24
https://data.biodiversitydata.nl/naturalis/specimen/wag.1666823,"doumenge, c  396",culcasia,culcasia mannii,31,3,1987,90
urn:catalog:mo:tropicos:350509,thomas 4346,culcasia,culcasia mannii,24,1,1985,24
urn:catalog:mo:tropicos:379930,doumenge 396,culcasia,culcasia mannii,16,3,1987,75
urn:catalog:mo:tropicos:350516,thomas 5729,culcasia,culcasia mannii,3,10,1986,276
urn:catalog:mo:tropicos:377846,gereau 5506,culcasia,culcasia mannii,4,6,1994,155
https://data.biodiversitydata.nl/naturalis/specimen/wag.1666824,"gereau, re",culcasia,culcasia mannii,6,4,1994,96
urn:catalog:mo:tropicos:1815302,sainge 228,culcasia,culcasia p. beauv.,1,7,2000,183
urn:catalog:mo:tropicos:366352,thomas 5636,culcasia,culcasia seretii,16,2,1986,47
http://specimens.kew.org/herbarium/k000381247,8083,culcasia,culcasia striolata,16,4,1996,107
http://specimens.kew.org/herbarium/k000381249,8085,culcasia,culcasia striolata,16,4,1996,107
http://n2t.net/ark:/65665/351e8866b-a0ec-4b9b-ad12-436d3e142dba,4346,culcasia,culcasia striolata,24,1,1985,24
urn:catalog:mo:tropicos:350735,thomas 2667,culcasia,culcasia striolata,12,10,1983,285
urn:catalog:mo:tropicos:350840,thomas 4148,culcasia,culcasia striolata,12,5,1984,133
c500b3b8-7f2e-4509-8812-e889f1fd7fcb,4346,culcasia,culcasia striolata,1,1,1985,1
http://specimens.kew.org/herbarium/k000381276,80,culcasia,culcasia tenuifolia,23,4,1996,114
http://specimens.kew.org/herbarium/k000381275,80,culcasia,culcasia tenuifolia,23,4,1996,114
urn:catalog:mo:tropicos:530403,thomas 5725,cuviera,cuviera talbotii,3,10,1986,276
urn:catalog:mo:tropicos:530110,thomas 4312,cuviera,cuviera trilocularis,24,1,1985,24
urn:catalog:mo:tropicos:531037,thomas 5783,cuviera,cuviera trilocularis,3,10,1986,276
urn:catalog:mo:tropicos:531372,thomas 8120,cuviera,cuviera trilocularis,6,10,1988,280
https://data.biodiversitydata.nl/naturalis/specimen/wag.1839163,"doumenge, c  398",cyanastrum,cyanastrum cordifolium,16,3,1987,75
urn:catalog:mo:tropicos:612259,doumenge 398,cyanastrum,cyanastrum cordifolium,16,3,1987,75
urn:catalog:mo:tropicos:612258,thomas 5757,cyanastrum,cyanastrum cordifolium,3,10,1986,276
urn:catalog:mo:tropicos:612252,thomas 7497,cyanastrum,cyanastrum cordifolium,4,1,1988,4
https://data.biodiversitydata.nl/naturalis/specimen/wag.1730155,"burgt, xm van der",cyathea,cyathea camerooniana,23,11,2005,327
https://data.biodiversitydata.nl/naturalis/specimen/wag.1730158,"burgt, xm van der",cyathea,cyathea camerooniana,23,11,2005,327
https://data.biodiversitydata.nl/naturalis/specimen/wag.1730156,"burgt, xm van der",cyathea,cyathea camerooniana,23,11,2005,327
https://data.biodiversitydata.nl/naturalis/specimen/wag.1730157,"burgt, xm van der",cyathea,cyathea camerooniana,23,11,2005,327
urn:catalog:mo:tropicos:39061,thomas 7553,cyathea,cyathea multiflora,4,3,1988,64
urn:catalog:mo:tropicos:144520,thomas 4293,cyathogyne,cyathogyne viridis müll. arg.,19,1,1985,19
urn:catalog:mo:tropicos:424966,thomas 4730,cyclocotyla,cyclocotyla congolensis,4,12,1985,338
https://data.biodiversitydata.nl/naturalis/specimen/wag.1491779,"thomas, dw  4730",cyclocotyla,cyclocotyla congolensis,12,4,1985,102
urn:catalog:mo:tropicos:96821,thomas 7525,cylicodiscus,cylicodiscus gabunensis,4,1,1988,4
urn:catalog:mo:tropicos:269055,harris 2543,undesignated,cyperaceae juss.,22,9,1990,265
85ed9e35-2df0-4265-9534-07cc17e48f87,77,cyperus,cyperus,28,7,1990,209
0acec75f-7e9f-484e-8b68-5f43cbc73127,76,cyperus,cyperus,28,7,1990,209
urn:catalog:mo:tropicos:267758,thomas 7863,cyperus,cyperus diffusus,25,5,1988,146
https://data.biodiversitydata.nl/naturalis/specimen/wag.1310025,"gereau, re  5584",cyrtococcum,cyrtococcum chaetophoron,25,11,1994,329
urn:catalog:mo:tropicos:883557,gereau 5584,cyrtococcum,cyrtococcum chaetophoron,25,11,1994,329
urn:catalog:mo:tropicos:144375,thomas 4738,cyrtogonone,cyrtogonone argentea,4,12,1985,338
http://specimens.kew.org/herbarium/k000181084,4738,cyrtogonone,cyrtogonone argentea,12,4,1985,102
5e9e58cc-b77b-4eba-ad8f-d07cd428a966,84,dacryodes,dacryodes edulis,14,8,1990,226
urn:catalog:mo:tropicos:123298,thomas 7624,dacryodes,dacryodes edulis,4,3,1988,64
urn:catalog:mo:tropicos:1300663,kenfack 800,dacryodes,dacryodes klaineana,6,12,1997,340
https://data.biodiversitydata.nl/naturalis/specimen/wag.1218053,"kenfack, d  800",dacryodes,dacryodes klaineana,12,6,1997,163
urn:catalog:mo:tropicos:70893,thomas 6853,dactyladenia,dactyladenia barteri,8,8,1987,220
urn:catalog:mo:tropicos:1814768,sainge 640,dactyladenia,dactyladenia barteri,8,7,2000,190
http://specimens.kew.org/herbarium/k000107482,6853,dactyladenia,dactyladenia barteri,1,1,1987,1
https://data.biodiversitydata.nl/naturalis/specimen/wag.1390538,"thomas, dw  5566",dactyladenia,dactyladenia campestris,16,2,1986,47
http://specimens.kew.org/herbarium/k000023528,584,dactyladenia,dactyladenia campestris,23,1,2000,23
https://data.biodiversitydata.nl/naturalis/specimen/wag.1390540,"burgt, xm van der  584",dactyladenia,dactyladenia campestris,23,1,2000,23
urn:catalog:mo:tropicos:70946,thomas 5567,dactyladenia,dactyladenia campestris,16,2,1986,47
http://specimens.kew.org/herbarium/k000460388,940,dactyladenia,dactyladenia pallescens,25,5,2007,145
https://data.biodiversitydata.nl/naturalis/specimen/wag.1390705,"burgt, xm van der",dactyladenia,dactyladenia pallescens,25,5,2007,145
urn:catalog:mo:tropicos:1300591,kenfack 646,dactyladenia,dactyladenia pallescens,4,10,1997,277
http://specimens.kew.org/herbarium/k000460336,904,dactyladenia,dactyladenia pallescens,6,3,2007,65
https://data.biodiversitydata.nl/naturalis/specimen/wag.1390706,"burgt, xm van der",dactyladenia,dactyladenia pallescens,6,3,2007,65
https://data.biodiversitydata.nl/naturalis/specimen/wag.1390810,"doumenge, c  367",dactyladenia,dactyladenia staudtii,31,3,1987,90
http://specimens.kew.org/herbarium/k000050004,367,dactyladenia,dactyladenia staudtii,16,3,1987,75
https://data.biodiversitydata.nl/naturalis/specimen/wag.1390811,"burgt, xm van der",dactyladenia,dactyladenia staudtii,19,3,2004,79
urn:catalog:mo:tropicos:70595,doumenge 367,dactyladenia,dactyladenia staudtii,16,3,1987,75
urn:catalog:mo:tropicos:101127457,burgt 574,dalbergia,dalbergia saxatilis,1,12,2000,336
https://data.biodiversitydata.nl/naturalis/specimen/wag.1014065,"burgt, xm van der  574",dalbergia,dalbergia saxatilis,12,1,2000,12
https://data.biodiversitydata.nl/naturalis/specimen/wag0368321,"burgt, xm van der  574",dalbergia,dalbergia saxatilis,12,1,2000,12
https://data.biodiversitydata.nl/naturalis/specimen/wag0064117,"burgt, xm van der  574",dalbergia,dalbergia saxatilis,12,1,2000,12
urn:catalog:mo:tropicos:86427,harris 2839,daniellia,daniellia ogea,4,1,1991,4
urn:catalog:mo:tropicos:98697,thomas 4130,daniellia,daniellia pynaertii,12,5,1984,133
http://specimens.kew.org/herbarium/k000106143,3241,dasylepis,dasylepis blackii,3,4,1984,94
urn:catalog:mo:tropicos:260665,thomas 3241,dasylepis,dasylepis thomasii,28,2,1984,59
urn:catalog:mo:tropicos:260380,thomas 5768,dasylepis,dasylepis thomasii,3,10,1986,276
urn:catalog:mo:tropicos:1300593,kenfack 649,deinbollia,deinbollia cuneifolia,4,10,1997,277
urn:catalog:mo:tropicos:172920,doumenge 370,deinbollia,deinbollia macrocarpa,16,3,1987,75
http://specimens.kew.org/herbarium/k000510711,8227,deinbollia,deinbollia oreophila,27,4,1996,118
urn:catalog:mo:tropicos:1301175,kenfack 1103,deinbollia,deinbollia pycnophylla,5,8,1998,217
https://data.biodiversitydata.nl/naturalis/specimen/wag.1269867,"burgt, xm van der",deinbollia,deinbollia pycnophylla,3,11,2005,307
https://data.biodiversitydata.nl/naturalis/specimen/wag.1269865,"burgt, xm van der",deinbollia,deinbollia pycnophylla,3,11,2005,307
https://data.biodiversitydata.nl/naturalis/specimen/wag.1269866,"burgt, xm van der",deinbollia,deinbollia pycnophylla,3,11,2005,307
https://data.biodiversitydata.nl/naturalis/specimen/wag.1269864,"burgt, xm van der  815",deinbollia,deinbollia pycnophylla,9,12,2005,343
726ef615-9700-4836-a58f-79804482e854,137,desbordesia,desbordesia glaucescens,29,9,1990,272
http://specimens.kew.org/herbarium/k000108302,8086,desmodium,desmodium adscendens,16,4,1996,107
urn:catalog:mo:tropicos:166248,thomas 7621,desmostachys,desmostachys tenuifolius,4,3,1988,64
http://specimens.kew.org/herbarium/k000093654,7621,desmostachys,desmostachys tenuifolius,3,4,1988,94
85995250-ca8c-4f09-a66e-352a43c69e2d,,detarium,detarium macrocarpum,21,4,1990,111
urn:catalog:mo:tropicos:99531,thomas 7835a,detarium,detarium macrocarpum,22,5,1988,143
urn:catalog:mo:tropicos:1300640,kenfack 768,dialium,dialium angolense,6,1,1997,6
https://data.biodiversitydata.nl/naturalis/specimen/wag.1638625,"kenfack, d  768",dialium,dialium angolense,1,6,1997,152
urn:catalog:mo:tropicos:97394,thomas 7614,dialium,dialium dinklagei,4,3,1988,64
urn:catalog:mo:tropicos:100813610,ird 278,dialium,dialium guineense willd.,28,2,2012,59
http://specimens.kew.org/herbarium/k000460391,937,dialium,dialium pachyphyllum,24,5,2007,144
https://data.biodiversitydata.nl/naturalis/specimen/wag.1638601,"burgt, xm van der",dialium,dialium pachyphyllum,24,5,2007,144
urn:catalog:mo:tropicos:98513,thomas 4101,dialium,dialium pachyphyllum,12,5,1984,133
urn:catalog:mo:tropicos:669530,thomas 4732,diaphananthe,diaphananthe rutila (rchb. f.) summerh.,4,12,1985,338
urn:catalog:mo:tropicos:667615,thomas 6719,diaphananthe,diaphananthe trigonopetala,20,2,1987,51
urn:catalog:cas:bot-bc:476579,7864,dicellandra,dicellandra barteri,25,5,1988,146
urn:catalog:mo:tropicos:322628,thomas 7864,dicellandra,dicellandra barteri,25,5,1988,146
urn:catalog:mo:tropicos:332694,manning 1718,dicellandra,dicellandra barteri,4,8,1987,216
https://data.biodiversitydata.nl/naturalis/specimen/wag.1091337,"manning, sd  1718",dicellandra,dicellandra barteri,8,4,1987,98
urn:catalog:mo:tropicos:669054,thomas 5574,diceratostele,diceratostele gabonensis,16,2,1986,47
urn:catalog:mo:tropicos:668511,thomas 6870,diceratostele,diceratostele gabonensis,8,8,1987,220
https://data.biodiversitydata.nl/naturalis/specimen/wag.1091374,"burgt, xm van der",dichaetanthera,dichaetanthera africana,23,9,2004,267
http://n2t.net/ark:/65665/301c3518b-873c-49d9-aa09-ff59037f0ffd,4701,dichapetalum,dichapetalum fructuosum,4,12,1985,338
http://specimens.kew.org/herbarium/k000093931,3330,dichapetalum,dichapetalum heudelotii,24,3,1984,84
urn:catalog:mo:tropicos:137661,thomas 3330,dichapetalum,dichapetalum heudelotii,24,3,1984,84
urn:catalog:mo:tropicos:138151,thomas 7648,dichapetalum,dichapetalum heudelotii,4,3,1988,64
urn:catalog:mo:tropicos:137557,thomas 4110,dichapetalum,dichapetalum insigne,12,5,1984,133
http://specimens.kew.org/herbarium/k000432307,7620,dichapetalum,dichapetalum korupinum,3,4,1988,94
http://specimens.kew.org/herbarium/k000073940,7620,dichapetalum,dichapetalum korupinum,3,4,1988,94
https://data.biodiversitydata.nl/naturalis/specimen/wag.1785157,"thomas, dw",dichapetalum,dichapetalum korupinum,3,4,1988,94
urn:catalog:mo:tropicos:793639,thomas 4701,dichapetalum,dichapetalum letouzeyi,4,12,1985,338
http://specimens.kew.org/herbarium/k000093927,4701,dichapetalum,dichapetalum letouzeyi,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1785159,"thomas, dw  4701",dichapetalum,dichapetalum letouzeyi,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1785158,"thomas, dw  4701",dichapetalum,dichapetalum letouzeyi,12,4,1985,102
urn:catalog:mo:tropicos:138144,thomas 7620,dichapetalum,dichapetalum macrocarpum,4,3,1988,64
urn:catalog:mo:tropicos:1822765,sainge 837,dichapetalum,dichapetalum macrocarpum,6,8,2001,218
urn:catalog:mo:tropicos:137865,manning 1706,dichapetalum,dichapetalum mundense,4,8,1987,216
urn:catalog:mo:tropicos:138118,thomas 7572,dichapetalum,dichapetalum mundense,4,3,1988,64
https://data.biodiversitydata.nl/naturalis/specimen/wag.1225765,"manning, sd  1706",dichapetalum,dichapetalum mundense,8,4,1987,98
https://data.biodiversitydata.nl/naturalis/specimen/wag.1225764,"thomas, dw",dichapetalum,dichapetalum mundense,3,4,1988,94
http://specimens.kew.org/herbarium/k000180518,7837 a,dichostemma,dichostemma glaucescens,22,5,1988,143
https://data.biodiversitydata.nl/naturalis/specimen/wag.1793115,"thomas, dw",dichostemma,dichostemma glaucescens,22,5,1988,143
urn:catalog:mo:tropicos:100813600,ird 268,dichostemma,dichostemma glaucescens,28,2,2012,59
urn:catalog:mo:tropicos:140452,thomas 7837a,dichostemma,dichostemma glaucescens,22,5,1988,143
urn:catalog:mo:tropicos:144156,thomas 4697a,dichostemma,dichostemma glaucescens,4,12,1985,338
http://specimens.kew.org/herbarium/k000518940,27,dicranolepis,dicranolepis,11,4,1996,102
urn:catalog:mo:tropicos:296717,harris 2662,dicranolepis,dicranolepis disticha,13,1,1991,13
urn:catalog:mo:tropicos:296507,thomas 4689,dicranolepis,dicranolepis disticha,4,12,1985,338
urn:catalog:mo:tropicos:297022,thomas 5779,dicranolepis,dicranolepis disticha,3,10,1986,276
urn:catalog:mo:tropicos:297036,thomas 8119,dicranolepis,dicranolepis disticha,6,10,1988,280
https://data.biodiversitydata.nl/naturalis/specimen/wag.1583826,"thomas, dw  8119",dicranolepis,dicranolepis disticha,10,6,1988,162
urn:catalog:mo:tropicos:100442538,sainge 167,dicranolepis,dicranolepis grandiflora,12,10,1999,285
urn:catalog:mo:tropicos:2961289,van der burgt 565,dicranolepis,dicranolepis grandiflora,12,10,1999,285
https://data.biodiversitydata.nl/naturalis/specimen/wag.1942702,"burgt, xm van der  565",dicranolepis,dicranolepis grandiflora,10,12,1999,344
urn:catalog:mo:tropicos:297008,thomas 7610,dicranolepis,dicranolepis polygaloides,4,3,1988,64
urn:catalog:mo:tropicos:296724,harris 2836,dicranolepis,dicranolepis polygaloides,4,1,1991,4
https://data.biodiversitydata.nl/naturalis/specimen/wag.1491984,"burgt, xm van der",dictyophleba,dictyophleba ochracea,10,3,2005,69
https://data.biodiversitydata.nl/naturalis/specimen/wag.1637772,"burgt, xm van der",didelotia,didelotia africana,27,2,2004,58
https://data.biodiversitydata.nl/naturalis/specimen/wag.1637771,"burgt, xm van der",didelotia,didelotia africana,27,2,2004,58
urn:catalog:mo:tropicos:99446,thomas 5645,didelotia,didelotia africana,16,2,1986,47
http://n2t.net/ark:/65665/331bcfd06-b098-4b10-8feb-00fa42ee6095,656,didelotia,didelotia africana,27,2,2004,58
http://specimens.kew.org/herbarium/k000460379,952,didelotia,didelotia afzelii,28,5,2007,148
urn:catalog:mo:tropicos:100743999,van der burgt 952,didelotia,didelotia afzelii,28,5,2007,148
http://specimens.kew.org/herbarium/k000460434,718,didelotia,didelotia korupensis,18,9,2004,262
http://specimens.kew.org/herbarium/k000460433,718,didelotia,didelotia korupensis,18,9,2004,262
https://data.biodiversitydata.nl/naturalis/specimen/wag.1634185,"burgt, xm van der",didelotia,didelotia korupensis,18,9,2004,262
https://data.biodiversitydata.nl/naturalis/specimen/wag.1634184,"burgt, xm van der",didelotia,didelotia korupensis,18,9,2004,262
https://data.biodiversitydata.nl/naturalis/specimen/wag.1634183,"burgt, xm van der",didelotia,didelotia korupensis,28,5,2007,148
urn:catalog:mo:tropicos:101074824,van der burgt 718,didelotia,didelotia korupensis,18,9,2004,262
http://n2t.net/ark:/65665/3a66800ec-e43c-4b86-b25e-00ba67c3e523,718,didelotia,didelotia korupensis,18,9,2004,262
urn:catalog:mo:tropicos:39021,thomas 7551,didymoglossum,didymoglossum chamaedrys,4,3,1988,64
29abfbcd-c373-43c4-8f64-ad6686dd8db7,74,digitaria,digitaria,28,7,1990,209
b780d955-5a86-4e88-96b5-c17b42656ae7,108,dinophora,dinophora,13,9,1990,256
cfb06e0e-e68a-4f3d-bc0e-36f26fe2311b,98,dinophora,dinophora,12,9,1990,255
https://data.biodiversitydata.nl/naturalis/specimen/wag.1091535,"gereau, re",dinophora,dinophora spenneroides,14,11,1994,318
urn:catalog:mo:tropicos:883498,gereau 5535,dinophora,dinophora spenneroides,14,11,1994,318
urn:catalog:mo:tropicos:748471,thomas 5763,dioclea,dioclea apurensis,3,10,1986,276
urn:catalog:mo:tropicos:883567,gereau 5592,diodia,diodia sarmentosa sw.,25,11,1994,329
http://specimens.kew.org/herbarium/k000460380,951,diogoa,diogoa retivenia,28,5,2007,148
https://data.biodiversitydata.nl/naturalis/specimen/wag.1121438,"burgt, xm van der",diogoa,diogoa retivenia,28,5,2007,148
urn:catalog:mo:tropicos:100813608,ird 276,diogoa,diogoa retivenia,28,2,2012,59
http://specimens.kew.org/herbarium/k000073404,3240,diogoa,diogoa retivenia,3,4,1984,94
da000a0e-559f-465a-a6d4-4db839a2f27f,7,diogoa,diogoa zenkeri,27,3,1990,86
urn:catalog:mo:tropicos:727852,thomas 3240,diogoa,diogoa zenkeri,28,2,1984,59
urn:catalog:mo:tropicos:1814585,sainge 626,diogoa,diogoa zenkeri,8,5,2000,129
360d68fe-7e9e-4547-95f6-5dcfb822ddb2,61,diogoa,diogoa zenkeri,9,7,1990,190
6b6d4b22-d187-45fb-b720-0a655eebf97e,95,diospyros,diospyros,10,9,1990,253
urn:catalog:mo:tropicos:100733708,van der burgt 919,diospyros,diospyros alboflavescens,3,10,2007,276
https://data.biodiversitydata.nl/naturalis/specimen/wag.1779170,"burgt, xm van der",diospyros,diospyros cinnabarina,25,8,2004,238
urn:catalog:mo:tropicos:410017,thomas 3367,diospyros,diospyros cinnabarina,24,3,1984,84
urn:catalog:mo:tropicos:100735847,van der burgt 688,diospyros,diospyros cinnabarina,25,8,2004,238
urn:catalog:mo:tropicos:409929,thomas 4695,diospyros,diospyros cinnabarina,4,12,1985,338
urn:catalog:mo:tropicos:411117,thomas 5830,diospyros,diospyros cinnabarina,3,10,1986,276
http://specimens.kew.org/herbarium/k000051779,4695,diospyros,diospyros cinnabarina,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1778625,"thomas, dw  6903",diospyros,diospyros conocarpa,31,1,1987,31
urn:catalog:mo:tropicos:409890,thomas 6903,diospyros,diospyros conocarpa,8,8,1987,220
https://data.biodiversitydata.nl/naturalis/specimen/wag.1778916,"kenfack, d  667",diospyros,diospyros crassiflora,19,4,1997,109
https://data.biodiversitydata.nl/naturalis/specimen/wag.1778915,"burgt, xm van der",diospyros,diospyros crassiflora,27,3,2004,87
urn:catalog:mo:tropicos:100739393,van der burgt 679,diospyros,diospyros crassiflora,27,3,2004,87
urn:catalog:mo:tropicos:1300618,kenfack 667,diospyros,diospyros crassiflora,19,4,1997,109
urn:catalog:mo:tropicos:411037,thomas 5766,diospyros,diospyros crassiflora,3,10,1986,276
urn:catalog:mo:tropicos:411125,thomas 7687,diospyros,diospyros crassiflora,4,8,1988,217
http://specimens.kew.org/herbarium/k000051656,7687,diospyros,diospyros crassiflora,8,4,1988,99
https://data.biodiversitydata.nl/naturalis/specimen/wag.1778906,"thomas, dw  7687",diospyros,diospyros crassiflora,8,4,1988,99
b564266d-5c20-484f-8b37-1d498056d91e,23,diospyros,diospyros gabunensis,28,5,1990,148
https://data.biodiversitydata.nl/naturalis/specimen/wag.1777860,"burgt, xm van der",diospyros,diospyros gabunensis,29,8,2004,242
https://data.biodiversitydata.nl/naturalis/specimen/wag.1777858,"burgt, xm van der",diospyros,diospyros gabunensis,29,8,2004,242
urn:catalog:mo:tropicos:100813601,ird 269,diospyros,diospyros gabunensis,28,2,2012,59
urn:catalog:mo:tropicos:1813839,sainge 567,diospyros,diospyros gabunensis,20,6,2000,172
urn:catalog:mo:tropicos:100747702,van der burgt 701,diospyros,diospyros gabunensis,29,8,2004,242
urn:catalog:mo:tropicos:409953,thomas 4702,diospyros,diospyros gabunensis,4,12,1985,338
http://n2t.net/ark:/65665/35b63b212-fd56-41a7-b4aa-a48176aeafcc,4702,diospyros,diospyros gabunensis,4,12,1985,338
urn:catalog:mo:tropicos:409858,thomas 6881,diospyros,diospyros gabunensis,8,8,1987,220
http://specimens.kew.org/herbarium/k000051664,4702,diospyros,diospyros gabunensis,12,4,1985,102
urn:catalog:mo:tropicos:411182,thomas 6862,diospyros,diospyros holeana,8,8,1987,220
urn:catalog:mo:tropicos:1814563,sainge 621,diospyros,diospyros holeana,8,5,2000,129
urn:catalog:mo:tropicos:100750349,van der burgt 705,diospyros,diospyros holeana,9,1,2004,9
https://data.biodiversitydata.nl/naturalis/specimen/wag.1777621,"burgt, xm van der",diospyros,diospyros holeana,1,9,2004,245
https://data.biodiversitydata.nl/naturalis/specimen/wag.1778439,"burgt, xm van der",diospyros,diospyros iturensis,28,8,2004,241
urn:catalog:mo:tropicos:1813619,sainge 565,diospyros,diospyros iturensis,20,6,2000,172
urn:catalog:mo:tropicos:100753659,van der burgt 700,diospyros,diospyros iturensis,28,8,2004,241
urn:catalog:mo:tropicos:409875,thomas 4117,diospyros,diospyros iturensis,12,5,1984,133
urn:catalog:mo:tropicos:409920,thomas 4691,diospyros,diospyros iturensis,4,12,1985,338
urn:catalog:mo:tropicos:411093,thomas 5819,diospyros,diospyros iturensis,3,10,1986,276
http://specimens.kew.org/herbarium/k000051670,4691,diospyros,diospyros iturensis,12,4,1985,102
urn:catalog:mo:tropicos:410909,thomas 7533,diospyros,diospyros korupensis,4,1,1988,4
urn:catalog:mo:tropicos:101282479,thomas 10285,diospyros,diospyros korupensis,12,10,1994,285
http://specimens.kew.org/herbarium/k000683146,10285,diospyros,diospyros korupensis,10,12,1994,344
http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817830,,diospyros,diospyros korupensis,10,12,1994,344
https://data.biodiversitydata.nl/naturalis/specimen/wag.1778156,"thomas, dw  10285",diospyros,diospyros korupensis,10,12,1994,344
https://data.biodiversitydata.nl/naturalis/specimen/wag.1778157,"burgt, xm van der",diospyros,diospyros korupensis,10,3,2007,69
http://specimens.kew.org/herbarium/k000460353,919,diospyros,diospyros korupensis,10,3,2007,69
urn:catalog:mo:tropicos:409968,thomas 5639,diospyros,diospyros lotus,16,2,1986,47
urn:catalog:mo:tropicos:409937,thomas 3314,diospyros,diospyros lotus,24,3,1984,84
urn:catalog:mo:tropicos:1300622,kenfack 684,diospyros,diospyros lotus,22,4,1997,112
urn:catalog:mo:tropicos:1300628,kenfack 708,diospyros,diospyros lotus,26,4,1997,116
urn:catalog:mo:tropicos:1300730,kenfack 937,diospyros,diospyros lotus,16,9,1997,259
urn:catalog:mo:tropicos:410988,thomas 5731,diospyros,diospyros lotus,3,10,1986,276
urn:catalog:mo:tropicos:101154599,kenfack 729,diospyros,diospyros lotus,5,10,1997,278
urn:catalog:mo:tropicos:1814789,sainge 642,diospyros,diospyros lotus,8,7,2000,190
urn:catalog:mo:tropicos:1819296,sainge 469,diospyros,diospyros lotus,5,10,2000,279
urn:catalog:mo:tropicos:409883,thomas 6897,diospyros,diospyros obliquifolia,8,8,1987,220
urn:catalog:mo:tropicos:1820379,sainge 680,diospyros,diospyros obliquifolia,9,1,2000,9
http://specimens.kew.org/herbarium/k000051646,3342,diospyros,diospyros piscatoria,24,3,1984,84
https://data.biodiversitydata.nl/naturalis/specimen/wag.1790750,"thomas, dw  3342",diospyros,diospyros piscatoria,24,3,1984,84
