(???) recordNumber,dwc:genus,gbif:canonicalName,dwc:scientificName,Day,Month,Year,Day of the Year
CHC173T1E4P3S4,mendoncia,mendoncia robusta,mendoncia robusta,4,10,1986,277
CHC133T1E4P3S3,schnella,,schnella microstachya,10,10,1991,283
CHC119T1E4P3S2,alsophila,alsophila cuspidata,alsophila cuspidata,4,10,1986,277
CHC045T1E4P3S1,adiantum,adiantum macrocladum,adiantum macrocladum,5,9,1986,248
CHC49T2E2P2S1,capirona,capirona decorticans,capirona decorticans,5,11,1986,309
CHC127T1E4P3S2,hamelia,,hamelia axillaris,16,2,1977,47
CHC134T1E4P3S3,crateva,crateva tapia,crateva benthamii,7,9,1976,251
CHC145T1E4P3S3,solanum,solanum nutans,solanum nutans ruiz & pav.,10,7,1991,191
CHC144T1E4P3S3,garcinia,,garcinia macrophylla,14,8,1989,226
CHC048T1E4P3S1,olyra,olyra latifolia,olyra latifolia,20,4,1991,110
CHC029T1E4P3S1,munnozia,munnozia convencionensis,munnozia convencionense,15,3,1991,74
CHC222T2E4P2S1,cochlospermum,cochlospermum orinocense,cochlospermum orinocense,10,11,1986,314
CHC259T2E4P2S1,miconia,miconia venulosa,miconia venulosa,24,10,1986,297
CHC204T2E3P3S5,pitcairnia,pitcairnia glymiana,pitcairnia sp.,16,10,1986,289
CHC270T2E4P2S1,rinorea,rinorea lindeniana,rinorea lindeniana,14,7,1984,196
CHC181T2E3P1S4,maxillaria,,maxillaria nardoides,24,7,1984,206
CHC225T2E4P2S1,scutellaria,scutellaria coccinea,scutellaria atriplicifolia,2,10,1986,275
CHC398T2E4P2S4,pharus,,pharus latifolius,26,4,1991,116
CHC375T2E4P2S3,erythroxylum,erythroxylum mucronatum,erythroxylum mucronatum,1,10,1986,274
CHC278T2E4P2S1,elytrostachys,,elytrostachys sp.,3,5,1991,123
CHC545T2E4P3S3,smilax,smilax quinquenervia,smilax quinquenervia vell.,17,9,1986,260
CHC249T2E4P2S1,pariana,pariana ecuadoriensis,pariana ecuadorensis,1,5,1991,121
CHC327T2E4P2S2,gynoxys,gynoxys soratensis,gynoxys sorataensis,8,7,1991,189
CHC272T2E4P2S1,sigesbeckia,sigesbeckia serrata,sigesbeckia serrata,27,3,1992,87
CHC286T2E4P2S2,elytrostachys,,elytrostachys sp.,20,4,1991,110
CHC120T2E3P2S2,lasiacis,lasiacis,lasiacis sp.,24,4,1991,114
CHC214T2E4P2S1,micropholis,micropholis guyanensis,micropholis guyanensis subsp. guyanensis,14,10,1986,287
CHC188T2E3P3S3,suessenguthia,suessenguthia vargasii,suessenguthia vargasii,1,10,1991,274
CHC442T2E4P2S5,lycopodium,lycopodium jussiaei,lycopodium jussiaei,29,5,2010,149
CHC243T2E4P2S1,besleria,,besleria sp.,29,5,2010,149
CHC292T2E4P2S2,olyra,olyra latifolia,olyra latifolia,3,5,1991,123
CHC273T2E4P2S1,alibertia,,alibertia tessmannii,19,9,1986,262
CHC132T2E3P2S3,rudgea,rudgea verticillata,rudgea verticellata,4,10,1986,277
CHC198T2E3P3S5,hypochaeris,hypochaeris chondrilloides,hypochaeris chondrilloides,19,3,1992,79
CHC177T2E3P1S4,lecointea,lecointea amazonica,lecointea amazonica,,,,
CHC341T2E4P2S3,allophylus,allophylus amasonicus,allophylus amazonicus,5,10,1989,278
CHC483T2E4P3S2,lygodium,lygodium venustum,lygodium venustum,16,10,1986,289
CHC126T2E3P2S3,helicostylis,helicostylis tomentosa,helicostylis tomentosa,11,10,1986,284
CHC186T2E3P3S3,lindackeria,lindackeria paludosa,lindackeria paludosa,29,9,1986,272
CHC213T2E4P2S1,otoba,otoba parvifolia,otoba parvifolia,7,9,1986,250
CHC113T2E3P2S1,peperomia,peperomia,peperomia pilosa,9,10,1986,282
CHC115T2E3P2S1,eugenia,,eugenia muricata,3,5,1987,123
CHC212T2E4P2S1,guadua,,guadua sp.,1,5,1991,121
CHC197T2E3P3S5,lasiacis,lasiacis ligulata,lasiacis ligulata,24,4,1991,114
CHC294T2E4P2S2,lasiacis,lasiacis maculata,lasiacis sorghoidea,23,4,1991,113
CHC253T2E4P2S1,guazuma,guazuma crinita,guazuma crinita,4,8,1989,216
CHC155T2E3P1S1,pariana,pariana ecuadoriensis,pariana ecuadorensis,1,5,1991,121
CHC164T2E3P3S1,crepidospermum,crepidospermum goudotianum,crepidospermum goudotianum (tul.) triana & planch.,1,10,1986,274
CHC252T2E4P2S1,werneria,,werneria nubigena,25,2,1984,56
CHC110T2E2P1S5,jamesonia,jamesonia flexuosa,jamesonia flexuosa,29,5,2010,149
CHC200T2E3P3S5,echinodorus,echinodorus tunicatus,echinodorus tunicatus,13,8,1973,225
CHC123T2E3P2S2,guatteria,guatteria tomentosa,guatteria tomentosa,9,10,1986,282
CHC203T2E3P1S5,solanum,solanum physalifolium,solanum physalifolium,12,9,1986,255
CHC165T2E3P3S1,forsteronia,forsteronia affinis,forsteronia affinis,11,10,1986,284
CHC428T2E4P2S5,forsteronia,forsteronia myriantha,forsteronia myriantha,26,8,1984,239
CHC244T2E4P2S1,faramea,faramea multiflora,faramea multiflora,24,10,1986,297
CHC141T2E2P3S5,elytrostachys,,elytrostachys sp.,20,4,1991,110
CHC97T2E2P1S3,bambusa,,bambusa sp.,15,8,1984,228
CHC400T2E4P2S4,solanum,solanum nutans,solanum nutans ruiz & pav.,15,3,1991,74
CHC287T2E4P2S2,indet.,,indet. sp.,20,10,1986,293
CHC160T2E3P1S2,annona,annona hypoglauca,annona hypoglauca,7,9,1976,251
CHC224T2E4P2S1,hirtella,,hirtella racemosa var. racemosa,13,5,1991,133
CHC174T2E3P1S3,platymiscium,platymiscium ulei,platymiscium ulei,24,10,1986,297
CHC317T2E4P2S2,cissus,cissus rubropilosa,cissus rubropilosa,12,10,1991,285
CHC124T2E3P2S3,cissus,cissus verticillata,cissus verticillata,1,10,1991,274
CHC140T2E3P2S3,faramea,faramea anisocalyx,faramea anisocalyx poepp.,26,9,1993,269
CHC185T2E3P1S4,olyra,olyra latifolia,olyra latifolia,20,4,1991,110
CHC156T2E3P3S1,biophytum,biophytum soukupii,biophytum soukupii,5,11,1986,309
CHC162T2E3P1S2,olyra,olyra caudata,olyra caudata,20,4,1991,110
CHC157T2E3P3S1,luehea,luehea cymulosa,luehea cymulosa,16,10,1979,289
CHC102T2E2P1S4,lonchitis,lonchitis hirsuta,lonchitis hirsuta,,,,
CHC103T2E2P1S4,pariana,,pariana campestris,20,4,1991,110
CHC137T2E3P2S3,aegiphila,aegiphila cuneata,aegiphila cuneata,9,10,1986,282
CHC147T2E3P2S5,dorstenia,dorstenia umbricola,dorstenia umbricola,18,12,1988,353
CHC404T2E4P2S4,dichorisandra,dichorisandra hexandra,dichorisandra hexandra,3,5,1987,123
CHC138T2E2P3S5,psychotria,psychotria carthagenensis,psychotria carthagenensis,31,7,1977,212
CHC175T2E3P1S3,pleurothallis,pleurothallis,cryptophoranthus,24,4,1984,115
CHC215T2E4P2S1,virola,virola weberbaueri,virola weberbaueri,19,12,1988,354
CHC342T2E4P2S3,byttneria,byttneria asterotricha,byttneria asterotricha,26,8,1984,239
CHC182T2E3P3S3,piper,piper variegatum,piper variegatum kunth,22,8,1976,235
CHC117T2E2P3S3,monstera,monstera obliqua,monstera obliqua,8,8,1975,220
CHC125T2E2P3S3,bignonia,bignonia bracteomana,roentgenia bracteomana,17,10,1991,290
CHC155T2E3P3S1,caperonia,caperonia castaneifolia,caperonia castaneifolia  (l.) a. st.-hil.,3,5,1987,123
CHC127T2E3P2S3,eugenia,,eugenia uniflora,17,9,1986,260
CHC205T2E3P1S5,brosimum,brosimum lactescens,brosimum lactescens,7,9,1986,250
CHC139T2E2P3S5,anthurium,anthurium decurrens,anthurium decurrens,20,10,1986,293
CHC154T2E3P1S1,hiraea,,hiraea fagifolia,11,9,1986,254
CHC122T2E3P2S2,paullinia,paullinia bilobulata,paullinia bilobulata,16,10,1986,289
CHC147T2E2P3S5,neosprucea,neosprucea rimachii,neosprucea rimachii,25,12,1988,360
CHC219T2E4P2S1,solanum,solanum uncinellum,solanum uncinellum,25,10,1986,298
CHC117T2E3P2S1,caamembeca,caamembeca spectabilis,polygala spectabilis,20,11,1980,325
CHC96T2E2P1S2,celtis,celtis iguanaea,celtis iguanaea (jacq.) sarg.,30,4,2017,120
CHC376T2E4P2S3,caryodaphnopsis,caryodaphnopsis fosteri,caryodaphnopsis fosteri,6,7,1984,188
CHC184T2E3P1S4,pisonia,,pisonia aculeata,12,9,1986,255
CHC255T2E4P2S1,reitzia,,reitzia macrophylla ined. 2019,22,4,1991,112
CHC116T2E3P2S1,miconia,,miconia tomentosa  (rich.) d.don ex dc.,16,10,1986,289
CHC126T2E2P3S3,cryptochloa,cryptochloa unispiculata,cryptochloa unispiculata,23,4,1991,113
CHC129T2E3P2S3,diplostephium,diplostephium haenkei,diplostephium haenkei,9,7,1991,190
CHC122T2E2P3S3,austroeupatorium,austroeupatorium inulaefolium,austroeupatorium inulaefolium,10,7,1991,191
CHC93T2E2P1S2,schistocarpha,schistocarpha eupatorioides,schistocarpha eupatorioides,12,9,1986,255
CHC173T2E3P1S3,panicum,,panicum sp.,25,4,1991,115
CHC87T2E2P2S5,heliconia,heliconia hirsuta,heliconia hirsuta,29,9,1986,272
CHC116T2E2P3S2,gynerium,gynerium sagittatum,gynerium sagittatum,26,12,1988,361
CHC179T2E3P1S4,paullinia,paullinia,paullinia fruticosa,8,10,1986,281
CHC136T2E3P2S3,spathiphyllum,spathiphyllum lechlerianum,spathiphyllum lechlerianum,24,10,1986,297
CHC131T2E3P2S3,dalechampia,dalechampia hetermorpha,dalechampia heteromorpha,18,10,1986,291
CHC261T2E4P2S1,pseudolmedia,pseudolmedia laevis,pseudolmedia laevis,7,9,1976,251
CHC114T2E2P3S2,cryptochloa,cryptochloa unispiculata,cryptochloa unispiculata,30,4,1991,120
CHC49T2E1P3S1,commelina,commelina diffusa,commelina diffusa,15,8,1984,228
CHC319T2E4P2S2,guadua,guadua weberbaueri,guadua weberbaueri,26,4,1991,116
CHC188T2E3P1S4,pariana,,pariana velutina,10,5,1991,130
CHC152T2E3P2S5,guadua,guadua weberbaueri,guadua weberbaueri,22,10,1979,295
CHC128T2E2P3S4,guadua,guadua weberbaueri,guadua weberbaueri,26,4,1991,116
CHC95T2E2P2S5,jamesonia,jamesonia cheilanthoides,jamesonia cheilanthoides x j. jamesonia,29,5,2010,149
CHC146T2E2P3S5,lycopodium,lycopodium clavatum contiguum,lycopodium contiguum,29,5,2010,149
CHC148T2E3P2S5,perezia,,perezia pungens,1,7,1991,182
CHC189T2E3P3S4,serjania,serjania tenuifolia,serjania tenuifolia,19,9,1986,262
CHC121T2E2P3S3,margaritopsis,margaritopsis huallagae,margaritopsis huallagae,5,11,1986,309
CHC176T2E3P1S4,ophioglossum,ophioglossum reticulatum,ophioglossum reticulatum,27,9,1986,270
CHC170T2E3P1S3,cryptochloa,cryptochloa unispiculata,cryptochloa unispiculata,25,4,1991,115
CHC136T2E2P3S4,stevia,,stevia ovata,10,7,1991,191
CHC178T2E3P1S4,tibouchina,tibouchina dimorphophylla,tibouchina dimorphophylla gleason,14,6,2012,166
CHC86T2E2P1S1,parathesis,parathesis amazonica,parathesis amazonica,18,10,1986,291
CHC132T2E2P3S4,ossaea,ossaea leptopus,ossaea capillaris,19,10,1986,292
CHC56T2E1P3S2,miconia,miconia erioclada,miconia erioclada,11,10,1986,284
CHC61T2E1P3S2,barnebydendron,,barnebydendron riedelii,5,11,1986,309
CHC172T2E3P1S3,serjania,serjania tenuifolia,serjania tenuifolia,2,10,1991,275
CHC142T2E2P3S5,combretum,combretum assimile,combretum assimile,9,10,1991,282
CHC216T2E4P2S1,solanum,solanum aloysiifolium,solanum polytrichostylum bitter,11,9,1990,254
CHC52T2E1P3S2,solanum,solanum clandestinum,solanum clandestinum bohs,1,9,1990,244
CHC108T2E2P1S4,solanum,solanum americanum,solanum americanum mill.,5,8,1984,218
CHC183T2E3P1S4,garcinia,,garcinia brasiliensis mart.,21,10,1986,294
CHC13T2E1P2S2,caryodaphnopsis,caryodaphnopsis fosteri,caryodaphnopsis fosteri van der werff,6,7,1984,188
CHC124T2E2P3S3,allophylus,allophylus glabratus,allophylus glabratus,10,3,1977,69
CHC269T2E4P2S1,reitzia,,reitzia macrophylla ined. 2019,7,5,1991,127
CHC74T2E1P3S5,pariana,,pariana bicolor,10,5,1991,130
CHC70T2E1P3S4,adiantum,adiantum anceps,adiantum anceps,,,,
CHC180T2E3P1S4,inga,inga sertulifera leptopus,inga jenmanii,17,9,1986,260
CHC55T2E1P3S2,curarea,curarea toxicofera,curarea toxicofera (wedd.) barneby & krukoff,22,12,1988,357
CHC101T2E2P1S4,styrax,styrax sieberi,styrax sieberi  perkins,14,10,1986,287
CHC73T2E1P3S5,cybianthus,cybianthus minutiflorus,cybianthus minutiflorus,11,10,1986,284
CHC88T2E2P1S2,miconia,miconia chrysophylla,miconia chrysophylla,11,10,1986,284
CHC161T2E3P1S2,clidemia,clidemia hirta,clidemia hirta,29,9,1986,272
CHC69T2E1P3S4,hasseltia,hasseltia floribunda,hasseltia floribunda,9,10,1991,282
CHC72T2E1P3S5,rinorea,rinorea viridifolia,rinorea viridifolia,7,9,1989,250
CHC95T2E2P1S2,uncaria,,uncaria guianensis,17,10,1991,290
CHC112T2E3P2S1,vismia,vismia minutiflora,vismia minutiflora,6,11,1986,310
CHC02T2E1P2S1,besleria,,besleria variabilis,24,10,1986,297
CHC133T2E2P3S4,schnella,,schnella glabra,1,10,1991,274
CHC29T2E1P2S4,elytrostachys,,elytrostachys sp.,20,4,1991,110
CHC123T2E2P3S3,piper,piper callosum,piper callosum,1,10,1986,274
CHC152T2E3P1S1,annona,annona,annona montana,29,10,1986,302
CHC115T2E2P3S2,chromolaena,chromolaena leptocephala,chromolaena leptocephala,24,3,1992,84
CHC141T2E3P2S3,arabidaea,arabidaea,arrabidaea verrucosa,17,10,1991,290
CHC18T2E1P2S2,oxandra,oxandra polyantha,oxandra polyantha,11,10,1986,284
CHC109T2E2P1S5,disciphania,disciphania ernstii,disciphania ernstii,20,10,1986,293
CHC23T2E1P2S3,gustavia,gustavia superba,gustavia superba,19,9,1986,262
CHC28T2E1P2S4,arabidaea,arabidaea,arrabidaea verrucosa,17,10,1991,290
CHC158T2E3P1S2,casearia,,casearia aculeata,31,10,1986,304
CHC17T2E1P2S2,miconia,miconia ternatifolia,miconia ternatifolia  triana,10,7,1984,192
CHC06T2E1P2S1,paullinia,paullinia tarapotensis,paullinia tarapotensis,17,10,1991,290
CHC135T2E2P3S4,besleria,,besleria sp.,29,5,2010,149
CHC85T2E2P2S4,pariana,,pariana bicolor,10,5,1991,130
CHC8T2E1P1S1,olyra,olyra latifolia,olyra latifolia,21,4,1991,111
CHC26T2E1P2S3,solanum,solanum mite,solanum mite,16,12,1988,351
CHC110T2E2P3S2,pourouma,pourouma mollis,pourouma mollis trécul subsp. triloba (trécul) c.c.berg & heusden,20,11,1980,325
CHC144T2E2P3S5,gitara,,gitara nicaraguensis,1,10,1986,274
CHC200T1E4P3S5,cecropia,cecropia latiloba,cecropia latiloba,21,10,1986,294
CHC221T2E4P2S1,guadua,guadua weberbaueri,guadua weberbaueri,26,4,1991,116
CHC109T2E2P3S2,elytrostachys,,elytrostachys sp.,20,4,1991,110
CHC94T2E2P2S5,pistia,pistia stratiotes,pistia stratiotes,3,11,1986,307
CHC127T2E2P3S3,anthodon,anthodon decussatum,anthodon decussatum,10,7,1984,192
CHC38T2E1P1S5,myrcia,,myrcia sylvatica (g.mey.) dc.,29,9,1986,272
CHC182T2E3P1S4,gentianella,gentianella grantii,gentianella grantii j.s.pringle,29,3,2010,88
CHC83T2E2P1S1,senna,senna multijuga,senna multijuga (rich.) h.s.irwin & barneby var. multijuga,22,10,1986,295
CHC169T2E3P1S3,paullinia,paullinia elegans,paullinia elegans cambess. subsp. elegans,10,7,1984,192
CHC131T2E2P3S4,helicostylis,helicostylis tomentosa,helicostylis tomentosa,6,11,1986,310
CHC219T1E4P3S5,pfaffia,,pfaffia grandiflora,5,8,1989,217
CHC59T2E2P2S2,maytenus,maytenus macrocarpa,maytenus macrocarpa,22,10,1986,295
CHC40T2E1P1S5,calatola,calatola microcarpa,calatola microcarpa,7,5,1977,127
CHC129T2E2P3S4,dioscorea,dioscorea bulbifera,dioscorea l.,17,6,2006,168
CHC04T2E1P2S1,bambusa,,bambusa sp.,15,8,1985,227
CHC157T2E3P1S2,psiguria,psiguria ternata,psiguria ternata,26,10,1986,299
CHC14T2E1P1S2,tournefortia,tournefortia foetidissima,tournefortia l.,3,9,1989,246
CHC71T2E1P3S4,pterygota,pterygota amazonica,pterygota amazonica,29,7,1984,211
CHC58T2E1P3S2,mendoncia,mendoncia lindavii,mendoncia lindavii,6,11,1986,310
CHC143T2E2P3S5,rinoreocarpus,rinoreocarpus ulei,rinoreocarpus ulei,14,10,1986,287
CHC149T2E2P3S5,amorimia,amorimia amazonica,amorimia amazonica,22,10,1986,295
CHC140T2E2P3S5,oxalis,oxalis leptopodes,oxalis leptopodes,4,10,1986,277
CHC64T2E1P3S3,coccoloba,coccoloba densifrons,coccoloba densifrons,12,9,1986,255
CHC43T2E1P1S5,eugenia,eugenia punicifolia,eugenia punicifolia,15,9,1986,258
CHC166T2E3P3S1,calliandra,,calliandra amazonica,14,10,1986,287
CHC217T1E4P3S5,galipea,,galipea tubiflora,9,10,1986,282
CHC199T1E4P3S5,rourea,rourea cuspidata,rourea cuspidata var. cuspidata,20,10,1986,293
CHC39T2E1P2S5,olyra,olyra loretensis,olyra loretensis,28,9,1986,271
CHC70T2E2P2S3,guadua,guadua angustifolia,guadua angustifolia,7,9,1989,250
CHC57T2E2P2S2,pharus,,pharus glaber,9,11,1986,313
CHC57T2E1P3S2,caryodaphnopsis,caryodaphnopsis fosteri,caryodaphnopsis fosteri van der werff,6,7,1984,188
CHC119T2E2P3S3,freziera,freziera caesariata,"freziera caesariata a.l. weitzman, ined.",6,7,1991,187
CHC44T2E1P1S5,alibertia,alibertia manuana,alibertia manuana,17,2,1977,48
CHC18T2E1P1S2,guadua,guadua weberbaueri,guadua weberbaueri,26,4,1991,116
CHC176T1E4P3S4,nothotalisia,nothotalisia peruviana,nothotalisia peruviana,11,10,1986,284
CHC148T2E2P3S5,prunus,,prunus vana,24,7,1984,206
CHC40T2E1P2S5,psiguria,psiguria triphylla,psiguria triphylla,13,10,1986,286
CHC118T2E2P3S3,steinchisma,steinchisma laxum,steinchisma laxum,6,11,1986,310
CHC204T1E4P3S5,piper,piper crassinervium,piper crassinervium,17,9,1986,260
CHC194T1E4P3S5,drymaria,drymaria,drymaria cordata,7,10,1986,280
CHC20T2E1P2S3,oxandra,oxandra mediocris,oxandra mediocris,19,12,1988,354
CHC75T2E2P2S4,picramnia,picramnia sellowii spruceana,picramnia spruceana,5,10,1989,278
CHC39T2E1P1S5,steiropteris,steiropteris leprieurii,steiropteris leprieurii,14,9,1991,257
CHC82T2E2P1S1,columnea,,columnea sp.,29,5,2010,149
CHC132T1E4P3S3,dendrophorbium,dendrophorbium usgorense,dendrophorbium usgorense,29,6,1978,180
CHC104T1E4P3S2,baccharis,baccharis,baccharis sp.,15,3,1991,74
CHC120T1E4P3S2,aciotis,aciotis rubricaulis,aciotis rubricaulis,2,10,1986,275
CHC067T1E4P3S2,eugenia,,eugenia egensis,12,10,1986,285
CHC142T1E4P3S3,campomanesia,campomanesia lineatifolia,campomanesia lineatifolia,9,9,1986,252
CHC131T1E4P2S5,miconia,,miconia griffisii,14,6,2012,166
CHC190T1E4P3S5,miconia,,miconia dispar,11,10,1986,284
CHC01T1E4P3S1,amaranthus,amaranthus,amaranthus spinosus,5,8,1984,218
CHC126T1E4P3S2,ficus,,ficus pertusa,8,10,1986,281
CHC147T1E4P3S3,fittonia,fittonia albivenis,fittonia verschaffeltii,16,10,1979,289
CHC114T1E4P3S2,bertiera,bertiera guianensis,bertiera guianensis,14,10,1986,287
CHC33T2E1P1S4,psychotria,psychotria,psychotria viridis,13,9,1982,256
CHC131T1E4P3S3,piper,piper aleyreanum,piper aleyreanum,7,11,1986,311
CHC118T1E4P3S2,cecropia,cecropia concolor,cecropia concolor,19,9,1986,262
CHC113T1E4P3S2,byrsonima,byrsonima arthropoda,byrsonima arthropoda,30,4,1981,120
CHC062T1E4P3S2,miconia,miconia lamprophylla,miconia lamprophylla  triana,6,11,1986,310
CHC110T1E4P3S2,miconia,,miconia bubalina  (d.don) naudin,12,10,1986,285
CHC114T1E4P2S4,hymenachne,,hymenachne grandis ined. prp,17,8,1974,229
CHC064T1E4P3S2,cremastosperma,cremastosperma bullatum,cremastosperma confusum,10,8,1978,222
CHC102T1E4P3S2,heisteria,,heisteria acuminata,22,10,1986,295
CHC068T1E4P3S2,protium,protium puncticulatum,protium puncticulatum,20,7,1984,202
CHC101T1E4P3S2,sparattanthelium,sparattanthelium tarapotanum,sparattanthelium tarapotanum,9,10,1991,282
CHC027T1E4P3S1,solanum,solanum robustifrons,solanum robustifrons,,,,
CHC105T1E4P3S2,mollinedia,mollinedia lanceolata,mollinedia lanceolata ruiz & pav.,16,12,1988,351
CHC104T1E4P2S4,ficus,ficus coerulescens,ficus killipii,31,8,1989,243
CHC100T1E4P3S2,ficus,ficus americana americana,ficus perforata,15,8,1989,227
CHC110T1E4P2S4,prestonia,prestonia,prestonia,16,12,1988,351
CHC041T1E4P2S2,mucuna,mucuna mitis,mucuna mitis,3,5,1987,123
CHC060T1E4P3S2,echinochloa,echinochloa crus-pavonis,echinochloa crus-pavonis,4,10,1989,277
CHC042T1E4P3S1,aegiphila,aegiphila haughtii,aegiphila haughtii,19,8,1973,231
CHC059T1E4P3S2,picramnia,picramnia sellowii,picramnia sellowii subsp. spruceana,5,10,1989,278
CHC071T1E4P3S2,lasiacis,lasiacis ligulata,lasiacis ligulata,11,10,1986,284
CHC052T1E4P3S1,guarea,guarea kunthiana,guarea kunthiana,11,10,1986,284
CHC039T1E4P3S1,scleria,scleria macrogyne,scleria macrogyne,11,10,1986,284
CHC058T1E4P3S2,forsteronia,forsteronia myriantha,forsteronia myriantha,5,9,1986,248
CHC102T1E4P2S4,jamesonia,jamesonia cheilanthoides,jamesonia cheilanthoides,29,5,2010,149
CHC030T1E4P3S1,justicia,justicia ulei,justicia ulei,15,8,1984,228
CHC112T1E4P3S2,caryodendron,caryodendron orinocense,caryodendron orinocense,5,10,1989,278
CHC103T1E4P3S2,pentagonia,pentagonia spathicalyx,pentagonia spathicalyx,4,10,1986,277
CHC117T1E4P3S2,vigna,vigna peduncularis peduncularis,ancistrotropis peduncularis,17,12,1988,352
CHC066T1E4P3S2,psittacanthus,psittacanthus cucullaris,psittacanthus cucullaris,17,9,1986,260
CHC146T1E4P3S3,psilotum,psilotum nudum,psilotum nudum (l.) p.beauv.,10,9,1986,253
CHC036T1E4P3S1,solanum,solanum morellifolium,solanum morellifolium bohs,12,9,1986,255
CHC111T1E4P3S2,epidendrum,epidendrum tessmannii,epidendrum tessmannii mansf.,24,7,1984,206
CHC038T1E4P3S1,senegalia,senegalia multipinnata,senegalia multipinnata (ducke) seigler & ebinger,7,9,1986,250
CHC085T1E4P2S3,centrosema,centrosema grandiflorum,centrosema grandiflorum,11,10,1986,284
CHC073T1E4P2S3,guazuma,guazuma crinita,guazuma crinita,6,6,1928,158
CHC044T1E4P3S1,miconia,miconia chrysophylla,miconia chrysophylla  (rich.) urb.,11,10,1986,284
CHC027T1E4P2S2,iresine,iresine diffusa,iresine celosia,9,10,1986,282
CHC022T1E4P3S1,begonia,,begonia maynensis,21,7,1984,203
CHC06T1E4P3S1,tarenaya,tarenaya longipes,cleome longipes,20,9,1976,264
CHC040T1E4P3S1,doliocarpus,doliocarpus macrocarpus,doliocarpus macrocarpus,7,9,1986,250
CHC100T1E4P2S4,cecropia,cecropia membranacea,cecropia membranacea,26,12,1988,361
CHC026T1E4P3S1,heisteria,heisteria scandens,heisteria scandens,15,12,1988,350
CHC021T1E4P3S1,clidemia,clidemia heterophylla,clidemia heterophylla  (desr.) gleason,2,10,1986,275
CHC138T1E4P2S5,coccoloba,coccoloba mollis,coccoloba mollis,24,10,1986,297
CHC097T1E4P2S4,cecropia,,cecropia strigosa,15,10,1986,288
CHC072T1E4P3S2,myriopteris,myriopteris myriophylla,myriopteris myriophylla sm.,30,10,1987,303
CHC025T1E4P3S1,pteris,pteris grandifolia,pteris grandifolia l.,21,10,1986,294
CHC054T1E4P2S3,gentianella,gentianella ernestii,gentianella ernestii fabris ex j.s.pringle,29,3,2010,88
CHC070T1E4P3S2,bignonia,bignonia sciruipabula,clytostoma sciuripabulum,17,10,1991,290
CHC106T1E4P2S4,desfontainia,,desfontainia sp.,29,6,1978,180
CHC041T1E4P3S1,cynanchum,cynanchum blandum,cynanchum blandum,15,10,1986,288
CHC08T1E4P3S1,solanum,solanum ternatum,solanum ternatum ruiz & pav.,2,7,1991,183
CHC065T1E4P3S2,cissus,,cissus sp.,17,10,1991,290
CHC099T1E4P2S4,hygrophila,hygrophila costata,hygrophila costata,31,10,1986,304
