dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
asu0003509,27b4a983-3016-4891-9fda-5a47eb0e7f24,10617,anthurium,anthurium macdanielii,14,6,2003,165
asu0003508,a5e8e2d3-211a-47f4-aa88-3739ca2e2d9a,10617,anthurium,anthurium macdanielii,14,6,2003,165
1563681,urn:catalog:mo:tropicos:1563681,delinks 188,anthurium,anthurium macdanielii,14,1,1999,14
1563856,urn:catalog:mo:tropicos:1563856,delinks 202,anthurium,anthurium macdanielii,14,1,1999,14
1563728,urn:catalog:mo:tropicos:1563728,delinks 197,anthurium,anthurium macdanielii,14,1,1999,14
1563891,urn:catalog:mo:tropicos:1563891,delinks 237,anthurium,anthurium macdanielii,15,1,1999,15
1563887,urn:catalog:mo:tropicos:1563887,delinks 234,anthurium,anthurium macdanielii,15,1,1999,15
377169,urn:catalog:mo:tropicos:377169,cerón martínez 3706,anthurium,anthurium macdanielii,17,2,1988,48
380894,urn:catalog:mo:tropicos:380894,palacios cuenca 4299,anthurium,anthurium macdanielii,17,5,1989,137
375397,urn:catalog:mo:tropicos:375397,cerón martínez 1619,anthurium,anthurium macdanielii,23,6,1987,174
368893,urn:catalog:mo:tropicos:368893,croat 73365,anthurium,anthurium macdanielii,4,1,1992,4
3015567,urn:catalog:mo:tropicos:3015567,reyes 890,anthurium,anthurium macdanielii,4,6,2005,155
100864013,urn:catalog:mo:tropicos:100864013,croat 105523,anthurium,anthurium macdanielii,1,10,2015,274
377693,urn:catalog:mo:tropicos:377693,neill 7597,anthurium,anthurium michelii,17,1,1987,17
377955,urn:catalog:mo:tropicos:377955,cerón martínez 699,anthurium,anthurium michelii,17,1,1987,17
364627,urn:catalog:mo:tropicos:364627,palacios cuenca 2700,anthurium,anthurium michelii,24,8,1988,237
376327,urn:catalog:mo:tropicos:376327,cerón martínez 6399,anthurium,anthurium michelii,4,11,1989,308
1563733,urn:catalog:mo:tropicos:1563733,delinks 199,anthurium,anthurium mindense,14,1,1999,14
1563689,urn:catalog:mo:tropicos:1563689,delinks 193,anthurium,anthurium mindense,14,1,1999,14
377200,urn:catalog:mo:tropicos:377200,cerón martínez 8284,anthurium,anthurium mindense,20,1,1990,20
2786894,urn:catalog:mo:tropicos:2786894,sobel 2532,anthurium,anthurium mindense,30,10,1980,304
374397,urn:catalog:mo:tropicos:374397,cerón martínez 1238,anthurium,anthurium mindense,24,4,1987,114
375619,urn:catalog:mo:tropicos:375619,cerón martínez 1648,anthurium,anthurium mindense,23,6,1987,174
2786892,urn:catalog:mo:tropicos:2786892,asplund 9072,anthurium,anthurium mindense,10,5,1939,130
376319,urn:catalog:mo:tropicos:376319,cerón martínez 6398,anthurium,anthurium mindense,4,11,1989,308
1765354,urn:catalog:mo:tropicos:1765354,cerón martínez 19040,anthurium,anthurium mindense,6,8,1992,219
100863991,urn:catalog:mo:tropicos:100863991,croat 105518,anthurium,anthurium mindense,1,10,2015,274
380767,urn:catalog:mo:tropicos:380767,palacios cuenca 4234,anthurium,anthurium nigrolaminum,18,5,1989,138
brit466108,c3c87d03-3e86-4a3c-9ffc-e82e2df2cd42,2506,anthurium,anthurium obtusum,22,2,1988,53
1563734,urn:catalog:mo:tropicos:1563734,delinks 200,anthurium,anthurium obtusum,14,1,1999,14
1563730,urn:catalog:mo:tropicos:1563730,delinks 198,anthurium,anthurium obtusum,14,1,1999,14
377808,urn:catalog:mo:tropicos:377808,cerón martínez 655,anthurium,anthurium obtusum,17,1,1987,17
374297,urn:catalog:mo:tropicos:374297,cerón martínez 856,anthurium,anthurium obtusum,17,1,1987,17
374405,urn:catalog:mo:tropicos:374405,cerón martínez 888,anthurium,anthurium obtusum,17,1,1987,17
375129,urn:catalog:mo:tropicos:375129,cerón martínez 5979,anthurium,anthurium obtusum,23,1,1989,23
377939,urn:catalog:mo:tropicos:377939,cerón martínez 5578,anthurium,anthurium obtusum,17,11,1988,322
374002,urn:catalog:mo:tropicos:374002,cerón martínez 5625,anthurium,anthurium obtusum,17,11,1988,322
373130,urn:catalog:mo:tropicos:373130,cerón martínez 3749,anthurium,anthurium obtusum,17,2,1988,48
381492,urn:catalog:mo:tropicos:381492,palacios cuenca 2506,anthurium,anthurium obtusum,22,2,1988,53
374311,urn:catalog:mo:tropicos:374311,cerón martínez 6361a,anthurium,anthurium obtusum,19,3,1989,78
376202,urn:catalog:mo:tropicos:376202,cerón martínez 6360,anthurium,anthurium obtusum,19,3,1989,78
376048,urn:catalog:mo:tropicos:376048,cerón martínez 1757,anthurium,anthurium obtusum,23,6,1987,174
374036,urn:catalog:mo:tropicos:374036,miller 2211,anthurium,anthurium obtusum,24,6,1986,175
379474,urn:catalog:mo:tropicos:379474,palacios cuenca 2844,anthurium,anthurium obtusum,9,2,1988,40
100864032,urn:catalog:mo:tropicos:100864032,croat 105529,anthurium,anthurium obtusum,1,10,2015,274
373930,urn:catalog:mo:tropicos:373930,cerón martínez 723,anthurium,anthurium oxycarpum,17,1,1987,17
376024,urn:catalog:mo:tropicos:376024,cerón martínez 6289,anthurium,anthurium oxycarpum,19,3,1989,78
374634,urn:catalog:mo:tropicos:374634,cerón martínez 1312,anthurium,anthurium oxycarpum,24,4,1987,114
101092795,urn:catalog:mo:tropicos:101092795,croat 106449,anthurium,anthurium oxycarpum,29,8,2015,241
376710,urn:catalog:mo:tropicos:376710,cerón martínez 1992,anthurium,anthurium oxycarpum,9,4,1987,99
379545,urn:catalog:mo:tropicos:379545,palacios cuenca 2859,anthurium,anthurium oxycarpum,9,2,1988,40
379655,urn:catalog:mo:tropicos:379655,palacios cuenca 2877,anthurium,anthurium oxycarpum,9,2,1988,40
379919,urn:catalog:mo:tropicos:379919,palacios cuenca 2961,anthurium,anthurium oxycarpum,9,7,1988,191
359937,urn:catalog:mo:tropicos:359937,croat 73417,anthurium,anthurium oxycarpum,4,2,1992,35
374025,urn:catalog:mo:tropicos:374025,rueda 1112,anthurium,anthurium oxycarpum,8,10,1992,282
3015994,urn:catalog:mo:tropicos:3015994,reyes 965,anthurium,anthurium oxycarpum,4,6,2005,155
2990117,urn:catalog:mo:tropicos:2990117,carrillo 806,anthurium,anthurium oxycarpum,4,6,2005,155
cm385537,f84dddce-86f6-4ee3-b587-acbc2ed6c27c,1112,anthurium,anthurium oxycarpum,10,8,1992,223
376742,urn:catalog:mo:tropicos:376742,cerón martínez 2001,anthurium,anthurium payaminoense,9,4,1987,99
374376,urn:catalog:mo:tropicos:374376,cerón martínez 7269,anthurium,anthurium payaminoense,8,6,1989,159
cm331454,9dbde3c1-446e-4180-ae9a-f607cf167337,50355,anthurium,anthurium pedatoradiatum,3,10,1980,277
cm331416,5ad4270f-e311-48e9-8105-9d73257f9ffb,50350,anthurium,anthurium pedatoradiatum,3,10,1980,277
1563893,urn:catalog:mo:tropicos:1563893,delinks 239,anthurium,anthurium pedatoradiatum,15,1,1999,15
381312,urn:catalog:mo:tropicos:381312,palacios cuenca 2465,anthurium,anthurium pedatoradiatum,22,2,1988,53
367341,urn:catalog:mo:tropicos:367341,cerón martínez 1227,anthurium,anthurium pedatoradiatum,24,4,1987,114
386818,urn:catalog:mo:tropicos:386818,croat 50352,anthurium,anthurium pedatoradiatum,10,3,1980,70
386826,urn:catalog:mo:tropicos:386826,croat 50355,anthurium,anthurium pedatoradiatum,10,3,1980,70
386810,urn:catalog:mo:tropicos:386810,croat 50350,anthurium,anthurium pedatoradiatum,10,3,1980,70
599497,urn:catalog:cas:bot-bc:599497,50355,anthurium,anthurium pedatoradiatum,3,10,1980,277
379553,urn:catalog:mo:tropicos:379553,palacios cuenca 2863,anthurium,anthurium pendulifolium,9,2,1988,40
3778452,2bc0d8bf-9499-452c-9422-6e0993ad95c5,561,anthurium,anthurium penningtonii,17,1,1987,17
375910,urn:catalog:mo:tropicos:375910,cerón martínez 1732,anthurium,anthurium pinkleyi,23,6,1987,174
asu0003511,e73fc34c-d378-43f6-8819-c9ad6700ac4e,10595,anthurium,anthurium polyschistum,13,6,2003,164
377719,urn:catalog:mo:tropicos:377719,cerón martínez 5505,anthurium,anthurium polyschistum,22,10,1988,296
374855,urn:catalog:mo:tropicos:374855,cerón martínez 7387,anthurium,anthurium polyschistum,14,8,1989,226
377000,urn:catalog:mo:tropicos:377000,cerón martínez 2110,anthurium,anthurium polyschistum,9,4,1987,99
374567,urn:catalog:mo:tropicos:374567,cerón martínez 7339,anthurium,anthurium polyschistum,8,6,1989,159
376289,urn:catalog:mo:tropicos:376289,cerón martínez 6391,anthurium,anthurium polyschistum,4,11,1989,308
374017,urn:catalog:mo:tropicos:374017,rueda 1103,anthurium,anthurium polyschistum,8,10,1992,282
3015977,urn:catalog:mo:tropicos:3015977,reyes 949,anthurium,anthurium polyschistum,4,6,2005,155
599432,urn:catalog:cas:bot-bc:599432,1103,anthurium,anthurium polyschistum,10,8,1992,223
348276,urn:catalog:mo:tropicos:348276,asplund 10295,anthurium,anthurium pseudoclavigerum,18,6,2003,169
,61756c73-f6be-47c9-bb67-fe3e3126cf71,28463,,anthurium pseudoclavigerum,30,7,1990,211
,815a7896-5e57-4b4a-9a9f-7c8e6e99df0d,28463,,anthurium pseudoclavigerum,30,7,1990,211
377312,urn:catalog:mo:tropicos:377312,cerón martínez 8353,anthurium,anthurium pseudoclavigerum,20,1,1990,20
3006172,urn:catalog:mo:tropicos:3006172,webster 28463,anthurium,anthurium pseudoclavigerum,30,7,1990,211
388073,urn:catalog:mo:tropicos:388073,webster 28463,anthurium,anthurium pseudoclavigerum,30,7,1990,211
382700,urn:catalog:mo:tropicos:382700,neill 6035,anthurium,anthurium pseudoclavigerum,3,9,1985,246
376930,urn:catalog:mo:tropicos:376930,cerón martínez 2093,anthurium,anthurium pseudoclavigerum,9,4,1987,99
376702,urn:catalog:mo:tropicos:376702,cerón martínez 1989,anthurium,anthurium pseudoclavigerum,9,4,1987,99
380010,urn:catalog:mo:tropicos:380010,palacios cuenca 4950,anthurium,anthurium pseudoclavigerum,5,6,1990,156
386385,urn:catalog:mo:tropicos:386385,rueda 1063,anthurium,anthurium pseudoclavigerum,8,9,1992,252
2625946,urn:catalog:mo:tropicos:2625946,balslev 6253,anthurium,anthurium pseudoclavigerum,8,10,1995,281
3192887,urn:catalog:mo:tropicos:3192887,trogisch 301,anthurium,anthurium pseudoclavigerum,11,12,2006,345
100864024,urn:catalog:mo:tropicos:100864024,croat 105526,anthurium,anthurium pseudoclavigerum,1,10,2015,274
373073,urn:catalog:mo:tropicos:373073,cerón martínez 3610,anthurium,anthurium sagittatum,17,2,1988,48
2895038,urn:catalog:mo:tropicos:2895038,carrillo 606,anthurium,anthurium sagittatum,22,2,2005,53
3011960,urn:catalog:mo:tropicos:3011960,reyes 794,anthurium,anthurium sagittatum,22,2,2005,53
380467,urn:catalog:mo:tropicos:380467,palacios cuenca 7090,anthurium,anthurium sagittatum,14,4,1991,104
375582,urn:catalog:mo:tropicos:375582,cerón martínez 1642,anthurium,anthurium sagittatum,23,6,1987,174
375985,urn:catalog:mo:tropicos:375985,cerón martínez 1750,anthurium,anthurium sagittatum,23,6,1987,174
375840,urn:catalog:mo:tropicos:375840,cerón martínez 1720,anthurium,anthurium sagittatum,23,6,1987,174
367938,urn:catalog:mo:tropicos:367938,jaramillo asanza 3763,anthurium,anthurium sagittatum,22,8,1980,235
379198,urn:catalog:mo:tropicos:379198,palacios cuenca 2751,anthurium,anthurium sagittatum,24,8,1988,237
2137123,urn:catalog:mo:tropicos:2137123,croat 50351,anthurium,anthurium sagittatum,10,3,1980,70
379786,urn:catalog:mo:tropicos:379786,palacios cuenca 4903,anthurium,anthurium sagittatum,5,6,1990,156
359878,urn:catalog:mo:tropicos:359878,bennett 4273,anthurium,anthurium sagittatum,7,12,1990,341
359901,urn:catalog:mo:tropicos:359901,croat 73395,anthurium,anthurium sagittatum,4,2,1992,35
1065052,urn:catalog:mo:tropicos:1065052,clark 1022,anthurium,anthurium sagittatum,6,5,1995,126
3015550,urn:catalog:mo:tropicos:3015550,reyes 876,anthurium,anthurium sagittatum,4,6,2005,155
1132828,e5bfa53e-5f3b-43e6-a2b0-c81da7d990c4,4273,anthurium,anthurium sagittatum,12,7,1990,193
382021,urn:catalog:mo:tropicos:382021,holm-nielsen 27563,anthurium,anthurium sanguineum,28,9,1980,272
1563735,urn:catalog:mo:tropicos:1563735,delinks 201,anthurium,anthurium scandens,14,1,1999,14
1563885,urn:catalog:mo:tropicos:1563885,delinks 231,anthurium,anthurium scandens,15,1,1999,15
374779,urn:catalog:mo:tropicos:374779,cerón martínez 979,anthurium,anthurium schott,19,3,1987,78
101091193,urn:catalog:mo:tropicos:101091193,croat 106337,anthurium,anthurium schott,17,8,2015,229
375213,urn:catalog:mo:tropicos:375213,cerón martínez 4532,anthurium,anthurium schott,24,8,1988,237
101092801,urn:catalog:mo:tropicos:101092801,croat 106455,anthurium,anthurium schott,29,8,2015,241
2137124,urn:catalog:mo:tropicos:2137124,croat 50351a,anthurium,anthurium schott,10,3,1980,70
2137122,urn:catalog:mo:tropicos:2137122,croat 50349,anthurium,anthurium schott,10,3,1980,70
350891,urn:catalog:mo:tropicos:350891,croat 50127,anthurium,anthurium schott,8,8,1980,221
350870,urn:catalog:mo:tropicos:350870,croat 50123,anthurium,anthurium schott,8,8,1980,221
350898,urn:catalog:mo:tropicos:350898,croat 50128,anthurium,anthurium schott,8,8,1980,221
1765353,urn:catalog:mo:tropicos:1765353,cerón martínez 19039,anthurium,anthurium schott,6,8,1992,219
3195544,urn:catalog:mo:tropicos:3195544,trogisch 303,anthurium,anthurium schott,11,12,2006,345
3426157,urn:catalog:mo:tropicos:3426157,trogisch 302,anthurium,anthurium schott,11,12,2006,345
100864027,urn:catalog:mo:tropicos:100864027,croat 105527,anthurium,anthurium schott,1,10,2015,274
100864020,urn:catalog:mo:tropicos:100864020,croat 105525,anthurium,anthurium schott,1,10,2015,274
100863986,urn:catalog:mo:tropicos:100863986,croat 105516,anthurium,anthurium schott,1,10,2015,274
382036,urn:catalog:mo:tropicos:382036,balslev 10636,anthurium,anthurium sect. belolonchium (schott) engl.,11,6,1976,163
382166,urn:catalog:mo:tropicos:382166,croat 50357,anthurium,anthurium sect. decurrentia croat,10,3,1980,70
100863978,urn:catalog:mo:tropicos:100863978,croat 105513a,anthurium,anthurium sect. pachyneurium schott,1,10,2015,274
371724,urn:catalog:mo:tropicos:371724,sobel 2533,anthurium,anthurium sect. xialophyllium schott,30,10,1980,304
375113,urn:catalog:mo:tropicos:375113,cerón martínez 5963,anthurium,anthurium ser. multinervia croat,23,1,1989,23
375252,urn:catalog:mo:tropicos:375252,cerón martínez 6073,anthurium,anthurium tenaense,23,1,1989,23
375260,urn:catalog:mo:tropicos:375260,cerón martínez 6074,anthurium,anthurium tenaense,23,1,1989,23
377576,urn:catalog:mo:tropicos:377576,cerón martínez 563,anthurium,anthurium triphyllum,17,1,1987,17
388823,urn:catalog:mo:tropicos:388823,gentry 60225,anthurium,anthurium triphyllum,30,12,1987,364
375362,urn:catalog:mo:tropicos:375362,cerón martínez 4618,anthurium,anthurium triphyllum,24,8,1988,237
380818,urn:catalog:mo:tropicos:380818,palacios cuenca 1311,anthurium,anthurium triphyllum,10,2,1986,41
380074,urn:catalog:mo:tropicos:380074,palacios cuenca 3008,anthurium,anthurium triphyllum,9,7,1988,191
359897,urn:catalog:mo:tropicos:359897,croat 73394,anthurium,anthurium triphyllum,4,2,1992,35
s06-14634,s:vascularplants:s06-14634,73394,anthurium,anthurium triphyllum,2,4,1992,93
s06-14633,s:vascularplants:s06-14633,73394,anthurium,anthurium triphyllum,2,4,1992,93
1563714,urn:catalog:mo:tropicos:1563714,delinks 194,anthurium,anthurium tsamajainii,14,1,1999,14
1563884,urn:catalog:mo:tropicos:1563884,delinks 230,anthurium,anthurium tsamajainii,15,1,1999,15
374087,urn:catalog:mo:tropicos:374087,cerón martínez 771,anthurium,anthurium tsamajainii,17,1,1987,17
381269,urn:catalog:mo:tropicos:381269,palacios cuenca 2454,anthurium,anthurium tsamajainii,22,2,1988,53
380555,urn:catalog:mo:tropicos:380555,palacios cuenca 5138,anthurium,anthurium tsamajainii,14,5,1990,134
375495,urn:catalog:mo:tropicos:375495,cerón martínez 1630,anthurium,anthurium tsamajainii,23,6,1987,174
380941,urn:catalog:mo:tropicos:380941,palacios cuenca 4329,anthurium,anthurium tsamajainii,8,7,1989,189
373101,urn:catalog:mo:tropicos:373101,cerón martínez 3666,anthurium,anthurium uleanum,17,2,1988,48
382340,urn:catalog:mo:tropicos:382340,alvarez 34,anthurium,anthurium uleanum,16,4,1990,106
387748,urn:catalog:mo:tropicos:387748,croat 50347,anthurium,anthurium uleanum,10,3,1980,70
389710,urn:catalog:mo:tropicos:389710,croat 50374,anthurium,anthurium uleanum,10,3,1980,70
388018,urn:catalog:mo:tropicos:388018,hammel 17272,anthurium,anthurium variegatum,21,12,1988,356
374261,urn:catalog:mo:tropicos:374261,cerón martínez 8751,anthurium,anthurium whitmorei,16,2,1990,47
767193,urn:catalog:mo:tropicos:767193,alvarez 27,anthurium,anthurium whitmorei,14,4,1990,104
382301,urn:catalog:mo:tropicos:382301,palacios cuenca 359,anthurium,anthurium whitmorei,18,5,1985,138
375503,urn:catalog:mo:tropicos:375503,cerón martínez 4653,anthurium,anthurium whitmorei,24,8,1988,237
369078,urn:catalog:mo:tropicos:369078,brandbyge 32654,anthurium,anthurium whitmorei,8,8,1980,221
376799,urn:catalog:mo:tropicos:376799,cerón martínez 2013,anthurium,anthurium whitmorei,9,4,1987,99
380097,urn:catalog:mo:tropicos:380097,palacios cuenca 3018,anthurium,anthurium whitmorei,9,7,1988,191
379980,urn:catalog:mo:tropicos:379980,palacios cuenca 2981,anthurium,anthurium whitmorei,9,7,1988,191
379833,urn:catalog:mo:tropicos:379833,palacios cuenca 2941,anthurium,anthurium whitmorei,9,7,1988,191
348282,urn:catalog:mo:tropicos:348282,palacios cuenca 4794,anthurium,anthurium whitmorei,1,8,1990,213
133828,a27b37c0-f867-49c0-b606-889541676443,61087,anthurium,anthurium willifordii,26,10,1945,299
,http://specimens.kew.org/herbarium/k000434416,61087,anthurium,anthurium willifordii,15,6,1995,166
14788,urn:catalog:mo:tropicos:14788,brandbyge 32655,antrophyum,antrophyum cayennense,8,8,1980,221
3015596,urn:catalog:mo:tropicos:3015596,reyes 916,antrophyum,antrophyum cayennense,4,6,2005,155
2990096,urn:catalog:mo:tropicos:2990096,carrillo 785,antrophyum,antrophyum cayennense,4,6,2005,155
23707,urn:catalog:mo:tropicos:23707,lawesson 43473,antrophyum,antrophyum guayanense hieron.,4,11,1983,308
640200,3ebb2bcd-ead8-4efd-aeee-e4e4f09867a3,7325,aparisthmium,aparisthmium cordatum,15,6,1995,166
1354308,urn:catalog:mo:tropicos:1354308,gentry 21917,aparisthmium,aparisthmium cordatum,15,5,1978,135
100231930,urn:catalog:mo:tropicos:100231930,acevedo-rodríguez 7325,aparisthmium,aparisthmium cordatum,15,6,1995,166
3313050,http://n2t.net/ark:/65665/33bc1ea14-154c-4207-ae2a-623b7e3216ee,7325,aparisthmium,aparisthmium cordatum,15,6,1995,166
146356,urn:catalog:mo:tropicos:146356,zaruma 785,aparisthmium,aparisthmium cordatum,10,2,1986,41
3369496,http://n2t.net/ark:/65665/36e430541-750e-4da6-90ac-f88f441897d8,1114,apeiba,apeiba aspera,6,5,1995,126
3369497,http://n2t.net/ark:/65665/32f330417-c10b-452f-a89a-70b5632ef0fa,1199,apeiba,apeiba aspera,6,5,1995,126
181818,urn:catalog:mo:tropicos:181818,cerón martínez 843,apeiba,apeiba aspera,17,1,1987,17
181362,urn:catalog:mo:tropicos:181362,cerón martínez 875,apeiba,apeiba aspera,17,1,1987,17
181999,urn:catalog:mo:tropicos:181999,cerón martínez 8448,apeiba,apeiba aspera,20,1,1990,20
181978,urn:catalog:mo:tropicos:181978,cerón martínez 8276,apeiba,apeiba aspera,20,1,1990,20
181992,urn:catalog:mo:tropicos:181992,cerón martínez 8292,apeiba,apeiba aspera,20,1,1990,20
181943,urn:catalog:mo:tropicos:181943,cerón martínez 8170,apeiba,apeiba aspera,26,12,1989,360
181950,urn:catalog:mo:tropicos:181950,cerón martínez 8199,apeiba,apeiba aspera,26,12,1989,360
181804,urn:catalog:mo:tropicos:181804,cerón martínez 8733,apeiba,apeiba aspera,16,2,1990,47
181839,urn:catalog:mo:tropicos:181839,cerón martínez 8789,apeiba,apeiba aspera,16,2,1990,47
181811,urn:catalog:mo:tropicos:181811,cerón martínez 8743,apeiba,apeiba aspera,16,2,1990,47
