dwc:occurrenceID,dwc:catalogNumber,dwc:datasetID,dwc:genus,species,Day,Month,Year,Day of the year
http://n2t.net/ark:/65665/33df53d06-8a9f-40dc-aeec-b7ae3856c208,2580316a,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,18,12,1958,352
http://n2t.net/ark:/65665/36af251a7-f379-442c-b357-bbafbb32dd4c,2210805,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,12,1947,354
http://n2t.net/ark:/65665/3402dbfaa-07f8-45bb-a9dd-f3e68fada2ac,3222006,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,12,1947,354
http://n2t.net/ark:/65665/3af46c20a-ebbf-45b9-9ec3-78f786d730fd,3427423,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,12,1953,354
http://n2t.net/ark:/65665/39ad7ca3f-dcb5-4c2f-b15e-a3fa6ab246e5,2242539,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,24,12,1949,358
http://n2t.net/ark:/65665/3338b8db4-07d9-4398-b9f6-3c0c19f68e42,3409123,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,24,12,1981,358
http://n2t.net/ark:/65665/3062d794e-f07b-4f60-a7e2-23144e929b5b,2064506,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,12,1945,360
http://n2t.net/ark:/65665/3ab772ede-7360-4ec6-b46d-166768b5b009,3427474,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,12,1983,360
http://n2t.net/ark:/65665/35ae26767-dd4e-40b4-95f4-9bc0ef33cfdb,3370058,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,12,1993,360
http://n2t.net/ark:/65665/3a8dd23c3-1a35-42ea-89f0-1cf84b686b1e,3427480,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,12,1991,361
http://n2t.net/ark:/65665/31bc60335-136b-49e3-bf60-37eefe610bfa,2212048,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,12,1951,362
http://n2t.net/ark:/65665/3327e7a96-7a9e-47ec-96d9-dfbe0d012ec0,3292031,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,12,1979,362
http://n2t.net/ark:/65665/3fb2f12f7-d4db-4f69-9602-f8223943fd26,2242594,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,31,12,1949,365
http://n2t.net/ark:/65665/31388d5bb-05ea-4528-9215-4aef5d327801,2878738,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,31,12,1978,365
http://n2t.net/ark:/65665/3025bbc97-cc09-449e-8645-d2e7d3138149,3427490,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,31,12,1982,365
http://n2t.net/ark:/65665/3bb94553f-0a0e-440b-83a8-378b07560958,3198987,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,14,2,1964,45
http://n2t.net/ark:/65665/359a444b4-6f88-4234-aca8-eead4dba2537,2940259,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,14,2,1968,45
http://n2t.net/ark:/65665/3079713dd-361d-46a6-bb5d-92bc31766e1d,2940262,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,15,2,1968,46
urn:catalog:mo:tropicos:2118247,2118247,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,15,2,2004,46
http://n2t.net/ark:/65665/3501d38b7-b53b-4d73-87fb-2256abca29b7,3444609,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,17,2,1990,48
http://n2t.net/ark:/65665/3be5b89ed-5943-45c8-9648-6ad609ff6155,3444610,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,17,2,1990,48
http://n2t.net/ark:/65665/3a93070f0-8ea4-45cf-8bbd-06668ca97f6f,3444566,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,18,2,1950,49
urn:catalog:mo:tropicos:442411,442411,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,2,1989,51
http://n2t.net/ark:/65665/3049c5cbb-732c-4a8f-90cd-2f0176eb5822,3365475,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,21,2,1984,52
http://n2t.net/ark:/65665/362b1d3dc-89cd-41e5-92d0-6a4879fe9804,3198988,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,22,2,1975,53
urn:catalog:mo:tropicos:1223905,1223905,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,22,2,1996,53
http://n2t.net/ark:/65665/3bac67728-ae64-46b6-8c02-817f473f1fa5,3198999,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,25,2,1964,56
http://n2t.net/ark:/65665/3fb2ae32c-194b-40cd-8c5a-794b57ab71ac,1992672,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,2,1936,57
http://n2t.net/ark:/65665/3cf6940ac-de7e-41a8-ab21-f0f4371c03c0,2187243,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,2,1955,57
http://n2t.net/ark:/65665/3831dc86c-daec-46b4-ac55-4deef64ddf53,3198980,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,2,1973,57
urn:catalog:mo:tropicos:1371945,1371945,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,2,1975,58
urn:catalog:mo:tropicos:1371940,1371940,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,2,1975,58
urn:catalog:mo:tropicos:1371943,1371943,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,2,1975,59
http://n2t.net/ark:/65665/366344772-23eb-4ff4-add0-b6b0443bf90d,3410569,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,29,2,1984,60
http://n2t.net/ark:/65665/327d0e914-1db1-4774-9146-e52e813b4cbd,2212275,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,13,3,1952,73
http://n2t.net/ark:/65665/38f5f6121-3933-4f71-bfce-ea213c8ab046,,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,17,3,1975,76
http://n2t.net/ark:/65665/3ced09fed-0dbd-4fa7-8bf1-661b03700c50,3198990,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,17,3,1975,76
urn:catalog:mo:tropicos:1934545,1934545,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,21,3,2003,80
http://n2t.net/ark:/65665/35d4ebbff-bbc7-4cdd-8dff-4dfec48f53a3,3722165,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,3,2009,82
http://n2t.net/ark:/65665/3b0236f31-991c-4032-a789-61eb2e85c3a1,2129321,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,24,3,1953,83
http://n2t.net/ark:/65665/3c4af51df-6d35-4711-a302-cc55710b8a1d,3427487,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,25,3,1968,85
http://n2t.net/ark:/65665/346d5a08b-d049-4532-8ae6-6aaf915b89e5,3409126,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,25,3,1990,84
http://n2t.net/ark:/65665/319947b16-a673-4c6b-a6bc-6445c6fbcecc,3326425,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,25,3,1995,84
http://n2t.net/ark:/65665/38ca55923-071f-494f-9cb0-a2245a724000,2784977,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,3,1975,85
http://n2t.net/ark:/65665/3d63135c3-5b28-4702-9183-0d979e47307c,3198983,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,3,1975,87
http://n2t.net/ark:/65665/36c2c2cea-49e0-4020-aeef-55ff3df7a4f9,3427483,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,29,3,1983,88
http://n2t.net/ark:/65665/306d5a4d1-9447-4a84-a8e9-1584c4ebc0bc,2374169,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,15,4,1953,105
http://n2t.net/ark:/65665/3be5c8ef9-424d-49a5-a28c-2954658a1fa1,,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,16,4,1975,106
http://n2t.net/ark:/65665/37408313f-1855-4150-93d1-3adb048eeda2,3198993,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,16,4,1975,106
http://n2t.net/ark:/65665/32fe12828-b11b-44b8-8a78-915c034f3d0e,2243157,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,17,4,1955,107
urn:catalog:mo:tropicos:2076348,2076348,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,17,4,2004,108
urn:catalog:mo:tropicos:2784932,2784932,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,18,4,2004,109
urn:catalog:mo:tropicos:442382,442382,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,4,1990,110
urn:catalog:mo:tropicos:153146,153146,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,4,1990,110
urn:catalog:mo:tropicos:101141325,101141325,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,4,2019,110
http://n2t.net/ark:/65665/371f1a346-2d50-4d09-a906-1cb2011c1a5f,445140,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,22,4,1902,112
urn:catalog:mo:tropicos:1207523,1207523,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,22,4,1994,112
urn:catalog:mo:tropicos:2786323,2786323,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,22,4,2004,113
http://n2t.net/ark:/65665/30478b8d0-1601-4733-a182-8072dd03cd86,3592144,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,24,4,2006,114
http://n2t.net/ark:/65665/3a9140991-d8dd-46f2-b912-1e3f78b0aee0,3575531,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,25,4,2007,115
http://n2t.net/ark:/65665/3c3f7a090-9760-40c8-82f2-7d7d9ceeb4b8,3199000,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,4,1964,119
urn:catalog:mo:tropicos:1797641,1797641,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,4,1974,118
http://n2t.net/ark:/65665/3a7acbf12-1da2-45e6-b477-31481d7f1bd6,3646823,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,30,4,2007,120
http://n2t.net/ark:/65665/3fcd26f3c-adfc-40b9-a020-bbc191189263,3427478,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,13,5,1983,133
urn:catalog:mo:tropicos:444828,444828,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,13,5,1991,133
http://n2t.net/ark:/65665/3c8e40153-6d15-4e92-a9ba-792cc87a6d62,3199751,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,14,5,1964,135
http://n2t.net/ark:/65665/39ac7217f-f997-444a-b285-66069d310cc6,,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,14,5,1974,134
http://n2t.net/ark:/65665/3c5ea7327-074e-4aae-919e-13f0331a46cb,3198970,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,15,5,1964,136
http://n2t.net/ark:/65665/3a39205d8-186e-4cb1-af4b-18b4c6dfbf78,3444592,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,15,5,1983,135
urn:catalog:mo:tropicos:2119501,2119501,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,18,5,2004,139
http://n2t.net/ark:/65665/358ac9073-66ca-4f8a-b047-cd519a9ab787,2877214,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,5,1976,141
http://n2t.net/ark:/65665/37d125014-8985-483e-ae92-b7ea12ca339d,3365778,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,5,1946,143
http://n2t.net/ark:/65665/3a4f38938-48f1-4775-bf74-da13d4fdf863,3198996,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,5,1975,143
http://n2t.net/ark:/65665/3cc34ea67-8e0d-4ddb-98df-0ccfc25955b2,3365783,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,24,5,1946,144
http://n2t.net/ark:/65665/3ffcc42d4-bda0-4544-adc0-bfc15a7b1321,2070910,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,25,5,1951,145
http://n2t.net/ark:/65665/31b032ee2-4e77-4d9a-9558-5d143174f2bc,2963756,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,25,5,1979,145
http://n2t.net/ark:/65665/32a3ce74a-36ec-4749-b24a-e0551c3f32a8,2246155,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,5,1948,147
urn:catalog:mo:tropicos:100915916,100915916,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,5,2012,147
http://n2t.net/ark:/65665/32e25ba99-66ce-4c51-b850-e21ed02d3471,3365781,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,5,1946,147
http://n2t.net/ark:/65665/39c692b62-aff8-4ab7-a7cb-ca455b7ff0f4,3365771,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,5,1946,147
http://n2t.net/ark:/65665/3ff81738e-36c5-4f12-a41a-159313f133f3,3365786,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,5,1946,148
http://n2t.net/ark:/65665/324d2a6c2-56ec-4b40-8013-0457d4eae581,625765,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,29,5,1907,149
http://n2t.net/ark:/65665/347a634be-73a3-4d66-9a0d-7eb6c029c63c,3198979,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,29,5,1975,149
http://n2t.net/ark:/65665/36cdf473c-5f45-4526-a96b-bae74902278f,2450055,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,30,5,1901,150
http://n2t.net/ark:/65665/36d00c513-ccce-497d-97d3-bd20300a2047,2893799,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,13,6,1979,164
http://n2t.net/ark:/65665/3d3a2f679-96b5-43c2-8948-182613095c60,3427471,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,13,6,1992,165
urn:catalog:mo:tropicos:2123939,2123939,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,13,6,2004,165
http://n2t.net/ark:/65665/3f6195742-70e8-40da-ae45-b78264385412,2242903,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,14,6,1950,165
http://n2t.net/ark:/65665/3f25ed50a-87b6-4317-aa1b-e5880b1ae52b,3427473,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,15,6,1992,167
http://n2t.net/ark:/65665/39ec1a5de-4465-4c2c-82ae-8b69e8db6139,2628878,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,16,6,1956,168
http://n2t.net/ark:/65665/320b78764-95df-4629-8bfa-12ddd9650dd5,3309435,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,17,6,1991,168
http://n2t.net/ark:/65665/36495539b-671c-4744-82f7-f3d29af9c584,3521886,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,18,6,2004,170
http://n2t.net/ark:/65665/3f74fe35b-bc21-43a8-aa22-496583354379,3444571,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,19,6,1946,170
http://n2t.net/ark:/65665/3d9757d61-9d6c-41e4-90cb-71ec91e3f285,3444587,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,19,6,1946,170
http://n2t.net/ark:/65665/321a97960-d9fe-40d5-b742-7295b5f717cb,2628882,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,19,6,1956,171
http://n2t.net/ark:/65665/394c4490f-cdea-4f76-8854-de7033cdacd9,,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,19,6,1991,170
http://n2t.net/ark:/65665/34cfb0cb3-a4b8-4c49-bd51-2b96489f553b,3409124,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,19,6,1991,170
http://n2t.net/ark:/65665/36f2ae8d9-dd5a-4c80-8149-11c3fc6d0563,1171956,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,6,1913,171
http://n2t.net/ark:/65665/3f314844a-4913-4d91-8bee-6cae010082bc,2575061a,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,6,1954,171
http://n2t.net/ark:/65665/31bbaf9da-ce17-4067-be6c-bc846ae0e5eb,707474,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,21,6,1904,173
urn:catalog:mo:tropicos:1954907,1954907,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,21,6,2002,172
http://n2t.net/ark:/65665/3e811f393-83f3-43f2-b840-0dc98c1c4a3f,2158064,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,22,6,1949,173
http://n2t.net/ark:/65665/32ce80885-84c3-4c9d-9788-d96e98c6a848,2628879,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,22,6,1956,174
http://n2t.net/ark:/65665/3e485e559-6b8d-48a1-bcbf-a58a49918483,3298959,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,22,6,1991,173
http://n2t.net/ark:/65665/3e7f1c2cb-0d10-4dc5-9c49-f6a203f15993,3444570,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,6,1946,174
http://n2t.net/ark:/65665/3ad6b0f6d-470a-4b63-9b9f-88826dce5d77,3444580,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,6,1971,174
http://n2t.net/ark:/65665/33b23b1f3-bb98-4117-8015-ef12993f4916,3444593,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,6,1980,175
http://n2t.net/ark:/65665/3726abe12-fdff-4592-a3ff-03d775758ac7,3409121,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,6,1982,174
http://n2t.net/ark:/65665/3c9e65992-0d2c-4cf3-8e99-6e431ee9341b,3409125,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,6,1991,174
http://n2t.net/ark:/65665/39239c0e6-fdda-42cf-bdc8-e6205c6c6813,,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,6,1991,174
http://n2t.net/ark:/65665/30e980bae-42e1-4209-ac87-56730081f6ee,2093260,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,25,6,1951,176
http://n2t.net/ark:/65665/30985d509-0024-4a5a-b72d-6c6f6b354334,1966555,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,6,1947,177
http://n2t.net/ark:/65665/3eca2b525-db6d-4d96-aeb8-6924495fb09a,3444567,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,6,1971,177
http://n2t.net/ark:/65665/35e48cf4e-656b-4018-a04b-6a4178f9fc11,3444569,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,6,1971,177
http://n2t.net/ark:/65665/30fe95729-b525-4a71-804d-1f12042c0e25,2759997,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,6,1973,177
http://n2t.net/ark:/65665/358f14f93-9600-4992-b3a9-64c65971bab1,1861358,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,6,1932,179
http://n2t.net/ark:/65665/3ae880727-7c49-4e1a-88c2-d658aa4b658a,2739038,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,6,1973,178
http://n2t.net/ark:/65665/3760780da-d56c-46fd-a98f-905a2b0e5b58,3587031,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,6,2006,178
http://n2t.net/ark:/65665/30958524c-0e1f-4a2e-9adb-5eaf0a992d01,3444608,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,6,1946,179
http://n2t.net/ark:/65665/3810588c1-a51a-478d-be72-5aaae1deee8b,2979675,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,29,6,1983,180
http://n2t.net/ark:/65665/3beb5bc94-d638-44d0-a901-94d35271071c,,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,29,6,2003,180
http://n2t.net/ark:/65665/34f3c4171-4d5a-4f8c-b79f-e286a0b9045b,3450850,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,29,6,2003,180
http://n2t.net/ark:/65665/32eb7b5f2-4774-4810-829d-0bff5a80d3fd,3444598,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,30,6,1965,181
urn:catalog:mo:tropicos:444446,444446,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,30,6,1976,182
http://n2t.net/ark:/65665/36a32c627-974f-46f0-bcdc-5b9b7544b1e2,3444597,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,14,7,1946,195
http://n2t.net/ark:/65665/3808121b7-98a3-4fdf-80cd-e72c11d877e0,3358402,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,18,7,1946,199
http://n2t.net/ark:/65665/3c970a013-73e8-4109-9e7f-5ef5a48e0ee4,3444605,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,18,7,1946,199
http://n2t.net/ark:/65665/320e330bb-9384-4958-b2d2-7923c3bf8956,2036191,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,18,7,1950,199
http://n2t.net/ark:/65665/3f010d923-b50f-4be2-9b92-81f01ff3c15c,2243598,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,18,7,1955,199
urn:catalog:o:v:2253252,2253252,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,19,7,1932,201
http://n2t.net/ark:/65665/32b1c3c0e-14c8-45cd-abda-2a6884316ab9,1577506,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,19,7,1932,201
http://n2t.net/ark:/65665/3924ba31d-ce11-4455-b449-0bdd890cf193,3521737,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,20,7,2004,202
http://n2t.net/ark:/65665/3049fad00-b218-46cf-ba2d-e79ac2cf488e,2158217,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,21,7,1949,202
http://n2t.net/ark:/65665/395a47440-5bcb-45d8-a0a4-8bfbfd0a824e,,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,21,7,2004,203
http://n2t.net/ark:/65665/3a7afd3f3-65b5-458b-8d4d-512fe83e0aa7,3409119,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,22,7,1981,203
http://n2t.net/ark:/65665/3b717d19e-0a91-41af-bcbf-26cf56aff667,3444589,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,7,1946,204
http://n2t.net/ark:/65665/33ed019d7-11c9-4341-acec-ba83f0833f44,3358404,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,23,7,1946,204
http://n2t.net/ark:/65665/3275cda5d-fa2b-44a4-aab1-63f17b2cf089,2684339,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,24,7,1966,205
http://n2t.net/ark:/65665/3de1fdce6-58e6-41aa-88f6-00ccb0c0f3a8,2684307,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,24,7,1966,205
http://n2t.net/ark:/65665/3ac0ba628-fe78-4f6a-bca4-74bc94540f49,2684316,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,24,7,1966,205
http://n2t.net/ark:/65665/313c8a38e-714c-4f21-8e11-6529d401df84,3427477,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,24,7,1987,205
http://n2t.net/ark:/65665/3fedea738-e077-4c2b-80fe-9d82cc5d6594,3358403,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,7,1946,207
http://n2t.net/ark:/65665/34472bf47-43ed-44be-b1ff-fcf479d54bd6,3444600,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,7,1965,207
http://n2t.net/ark:/65665/39d1425ee-7435-4403-8e96-9c8a3154cc3f,2586021a,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,7,1967,207
http://n2t.net/ark:/65665/3bca38927-4006-490a-998a-d2e441a27ac3,3409120,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,26,7,1981,207
http://n2t.net/ark:/65665/36eb95979-0c67-4bdc-831b-340124752d3d,3358405,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,7,1946,208
http://n2t.net/ark:/65665/336a3862c-2144-41f6-9c6b-aad8c0bb2a88,2896964,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,7,1973,208
http://n2t.net/ark:/65665/3119cc216-258d-4b94-8159-366e3106e81b,3234935,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,27,7,1991,208
http://n2t.net/ark:/65665/3e3db2148-3111-4d95-aef9-d44cece875e7,1249745,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,7,1927,209
http://n2t.net/ark:/65665/3188003a4-2393-42e0-a6c6-d54f21b24895,3365773,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,7,1946,209
urn:catalog:mo:tropicos:443925,443925,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,28,7,1992,210
http://n2t.net/ark:/65665/3c3862b1c-b3ff-45df-bf6a-3c74694f1e2c,2243032,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,30,7,1952,212
http://n2t.net/ark:/65665/3c13b08ce-f569-433a-8a23-0ba4f7ff9e67,3365760,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,30,7,1965,211
http://n2t.net/ark:/65665/32fe16ad1-42b3-443b-acff-7ff10295d3b6,3365758,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,30,7,1965,211
http://n2t.net/ark:/65665/30ef179de-6896-4a0e-988c-75546b84b1e6,2036448,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,31,7,1934,212
urn:catalog:mo:tropicos:446936,446936,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,31,7,1989,212
http://n2t.net/ark:/65665/396e9715e-7c0d-4de6-af89-12231df96478,2628884,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,13,8,1956,226
http://n2t.net/ark:/65665/3322af71f-1b51-464a-b513-f2feaf469652,,7ddf754f-d193-4cc9-b351-99906754a03b,premna,premna serratifolia,14,8,1934,226
